

//
// Armor techs
// 
ARMOR_0_NAME     | Titanyum Zırh
FUTURECOMP_9_DETAIL  | Bilgisayar teknolojisinde genel geliştirmeler.

//
// Future Construction techs
//
FUTURECONST_0_NAME    | Gelecek İnşaatı I
FUTURECONST_0_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_1_NAME    | Gelecek İnşaatıII
FUTURECONST_1_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_2_NAME    | Gelecek İnşaatı III
FUTURECONST_2_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_3_NAME    | Gelecek İnşaatı IV
FUTURECONST_3_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_4_NAME    | Gelecek İnşaatı V
FUTURECONST_4_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_5_NAME    | Gelecek İnşaatı VI
FUTURECONST_5_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_6_NAME    | Gelecek İnşaatı VII
FUTURECONST_6_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_7_NAME    | Gelecek İnşaatı VIII
FUTURECONST_7_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_8_NAME    | Gelecek İnşaatı IX
FUTURECONST_8_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.

FUTURECONST_9_NAME    | Gelecek İnşaatı X
FUTURECONST_9_DETAIL  | İnşaat teknolojisinde genel geliştirmeler.


//
// Future Force Field techs
//
FUTUREFORCE_0_NAME    | Gelecek Güç Kalkanı Force Field I
FUTUREFORCE_0_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_1_NAME    | Gelecek Güç Kalkanı II
FUTUREFORCE_1_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_2_NAME    | Gelecek Güç Kalkanı III
FUTUREFORCE_2_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_3_NAME    | Gelecek Güç Kalkanı IV
FUTUREFORCE_3_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_4_NAME    | Gelecek Güç Kalkanı V
FUTUREFORCE_4_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_5_NAME    | Gelecek Güç Kalkanı VI
FUTUREFORCE_5_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_6_NAME    | Future Force Field VII
FUTUREFORCE_6_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_7_NAME    | Future Force Field VIII
FUTUREFORCE_7_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_8_NAME    | Future Force Field IX
FUTUREFORCE_8_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.

FUTUREFORCE_9_NAME    | Future Force Field X
FUTUREFORCE_9_DETAIL  | Güç kalkanı teknolojisinde genel geliştirmeler.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Gelecek Gezegenbilimi I
FUTUREPLANET_0_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_1_NAME    | Gelecek Gezegenbilimi II
FUTUREPLANET_1_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_2_NAME    | Gelecek Gezegenbilimi III
FUTUREPLANET_2_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_3_NAME    | Gelecek Gezegenbilimi IV
FUTUREPLANET_3_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_4_NAME    | Gelecek Gezegenbilimi V
FUTUREPLANET_4_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_5_NAME    | Gelecek Gezegenbilimi VI
FUTUREPLANET_5_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_6_NAME    | Gelecek Gezegenbilimi VII
FUTUREPLANET_6_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_7_NAME    | Gelecek Gezegenbilimi VIII
FUTUREPLANET_7_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_8_NAME    | Gelecek Gezegenbilimi IX
FUTUREPLANET_8_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.

FUTUREPLANET_9_NAME    | Gelecek Gezegenbilimi X
FUTUREPLANET_9_DETAIL  | Gezegenbilim teknolojisinde genel geliştirmeler.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Gelecek İticisi I
FUTUREPROP_0_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_1_NAME    | Gelecek İticisi II
FUTUREPROP_1_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_2_NAME    | Gelecek İticisi III
FUTUREPROP_2_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_3_NAME    | Gelecek İticisi IV
FUTUREPROP_3_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_4_NAME    | Gelecek İticisi V
FUTUREPROP_4_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_5_NAME    | Gelecek İticisi VI
FUTUREPROP_5_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_6_NAME    | Gelecek İticisi VII
FUTUREPROP_6_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_7_NAME    | Gelecek İticisi VIII
FUTUREPROP_7_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_8_NAME    | Gelecek İticisi IX
FUTUREPROP_8_DETAIL  | İtici teknolojisinde genel geliştirmeler.

FUTUREPROP_9_NAME    | Gelecek İticisi X
FUTUREPROP_9_DETAIL  | İtici teknolojisinde genel geliştirmeler.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Gelecek Silahı I
FUTUREWEAPON_0_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_1_NAME    | Gelecek Silahı II
FUTUREWEAPON_1_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_2_NAME    | Gelecek Silahı III
FUTUREWEAPON_2_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_3_NAME    | Gelecek Silahı IV
FUTUREWEAPON_3_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_4_NAME    | Gelecek Silahı V
FUTUREWEAPON_4_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_5_NAME    | Gelecek Silahı VI
FUTUREWEAPON_5_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_6_NAME    | Gelecek Silahı VII
FUTUREWEAPON_6_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_7_NAME    | Gelecek Silahı VIII
FUTUREWEAPON_7_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_8_NAME    | Gelecek Silahı IX
FUTUREWEAPON_8_DETAIL  | Silah teknolojisinde genel geliştirmeler.

FUTUREWEAPON_9_NAME    | Gelecek Silahı X
FUTUREWEAPON_9_DETAIL  | Silah teknolojisinde genel geliştirmeler. 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Lazer Tabancası
HANDWEAPON_1_DETAIL    | Karadaki savaş zarlarına 5 ekleyen bireysel lazerler.

HANDWEAPON_2_NAME      | İyon Tüfeği
HANDWEAPON_2_DETAIL    | Karadaki savaş saldırılarına 10 ekleyen bireysel ışın silahları.

HANDWEAPON_3_NAME      | Füzyon Tüfeği
HANDWEAPON_3_DETAIL    | Karadaki savaş zarlarına 20 ekleyen isabetsiz ancak inanılmaz kuvvetli ışın silahları.

HANDWEAPON_4_NAME      | Fazör Tabancası
HANDWEAPON_4_DETAIL    | Bir düşmanı bileşen atomlarına ayıran enerji tabancaları. Kara savaş zarlarına 25 ekler.

HANDWEAPON_5_NAME      | Plazma Tüfeği
HANDWEAPON_5_DETAIL    | Mevcut olan en tahripkâr piyade silahı. Kara savaş zarlarına 30 ekler.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Hiperuzay İletişimi
HYPERSPACE_0_DETAIL    | Hiperuzaydaki gemi filolarıyla iletişimi sağlayıp yoldayken rotalarını değiştirmeye izin verir.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Gelişmiş Sanayi Teknolojisi 9
IMPRINDUSTRY_0_DETAIL   | Fabrika inşa maliyetlerini tanesi 9 BC'ye indirir.

IMPRINDUSTRY_1_NAME     | Gelişmiş Sanayi Teknolojisi 8
IMPRINDUSTRY_1_DETAIL   | Fabrika inşa maliyetlerini tanesi 8 BC'ye indirir.

IMPRINDUSTRY_2_NAME     | Gelişmiş Sanayi Teknolojisi 7
IMPRINDUSTRY_2_DETAIL   | Fabrika inşa maliyetlerini tanesi 7 BC'ye indirir.

IMPRINDUSTRY_3_NAME     | Gelişmiş Sanayi Teknolojisi 6
IMPRINDUSTRY_3_DETAIL   | Fabrika inşa maliyetlerini tanesi 6 BC'ye indirir.

IMPRINDUSTRY_4_NAME     | Gelişmiş Sanayi Teknolojisi 5
IMPRINDUSTRY_4_DETAIL   | Fabrika inşa maliyetlerini tanesi 5 BC'ye indirir.

IMPRINDUSTRY_5_NAME     | Gelişmiş Sanayi Teknolojisi 4
IMPRINDUSTRY_5_DETAIL   | Fabrika inşa maliyetlerini tanesi 4 BC'ye indirir.

IMPRINDUSTRY_6_NAME     | Gelişmiş Sanayi Teknolojisi 3
IMPRINDUSTRY_6_DETAIL   | Fabrika inşa maliyetlerini tanesi 3 BC'ye indirir.

IMPRINDUSTRY_7_NAME     | Gelişmiş Sanayi Teknolojisi 2
IMPRINDUSTRY_7_DETAIL   | Fabrika inşa maliyetlerini tanesi 2 BC'ye indirir.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Gelişmiş Yerselleştirme +10
IMPRTFORM_0_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 5 BC ile 10 milyona kadar artrır.

IMPRTFORM_1_NAME        | Gelişmiş Yerselleştirme +20
IMPRTFORM_1_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 5 BC ile 20 milyona kadar artrır.

IMPRTFORM_2_NAME        | Gelişmiş Yerselleştirme +30
IMPRTFORM_2_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 4 BC ile 30 milyona kadar artrır.

IMPRTFORM_3_NAME        | Gelişmiş Yerselleştirme +40
IMPRTFORM_3_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 4 BC ile 40 milyona kadar artrır.

IMPRTFORM_4_NAME        | Gelişmiş Yerselleştirme +50
IMPRTFORM_4_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 3 BC ile 50 milyona kadar artrır.

IMPRTFORM_5_NAME        | Gelişmiş Yerselleştirme +60
IMPRTFORM_5_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 3 BC ile 60 milyona kadar artrır.

IMPRTFORM_6_NAME        | Gelişmiş Yerselleştirme +80
IMPRTFORM_6_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 2 BC ile 80 milyona kadar artrır.

IMPRTFORM_7_NAME        | Gelişmiş Yerselleştirme +100
IMPRTFORM_7_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 2 BC ile 100 milyona kadar artrır.

IMPRTFORM_8_NAME        | Tam Yerselleştirme
IMPRTFORM_8_DETAIL      | Gezegenlerin nüfus kapasitelerini milyon başına 2 BC ile 120 milyona kadar artrır.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Azaltılmış Endüstriyel Atık Yüzde 80
INDWASTE_0_DETAIL       | Fabrika kirliliğini normalin yüzde 80'ine indirir.

INDWASTE_1_NAME         | Azaltılmış Endüstriyel Atık Yüzde 60
INDWASTE_1_DETAIL       | Fabrika kirliliğini normalin yüzde 60'ına indirir.

INDWASTE_2_NAME         | Azaltılmış Endüstriyel Atık Yüzde 40
INDWASTE_2_DETAIL       | Fabrika kirliliğini normalin yüzde 40'ına indirir.

INDWASTE_3_NAME         | Azaltılmış Endüstriyel Atık Yüzde 20
INDWASTE_3_DETAIL       | Fabrika kirliliğini normalin yüzde 20'sine indirir.

INDWASTE_4_NAME         | Endüstriyel Atık İptali
INDWASTE_4_DETAIL       | Fabrika kirliliğini bitirir.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Anti-Füze Roketleri
MISSDEF_0_BRIEF     | Füze yok edilmesi ihtimali: Yüzde 40
MISSDEF_0_DETAIL    | Gelen düşman roketlerini yüzde 40, (eksi füzenin her bir teknoloji seviyesi için eksi 1) ihtimalle yok eden ışıkgeçişli roketler. 

MISSDEF_1_NAME      | Zyro Kalkanı
MISSDEF_1_BRIEF     | Füze yok edilmesi ihtimali: Yüzde 75
MISSDEF_1_DETAIL    | Gelen düşman roket ve füzelerini yüzde 75, (eksi füzenin her bir teknoloji seviyesi için eksi 1) ihtimalle yok eden bir enerji sahası.

MISSDEF_2_NAME      | Elektrik Kalkanı
MISSDEF_2_BRIEF     | Füze yok edilmesi ihtimali: Yüzde 100
MISSDEF_2_DETAIL    | Gelen düşman roket ve füzelerini yüzde 100, (eksi füzenin her bir teknoloji seviyesi için eksi 1) ihtimalle yok eden bir enerji sahası.

//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Nükleer Füze
MISSWPN_0_BRIEF     | 2 atış, +1 hız
MISSWPN_0_BRIEF2    | 5 atış
MISSWPN_0_DETAIL    | Patladığında 4 hasar veren ve 2 hızla ilerleyen nükleer başlıklı füzeler.

MISSWPN_1_NAME      | Hiper-V Roketleri
MISSWPN_1_BRIEF     | 2 atış, +1 hız
MISSWPN_1_BRIEF2    | 5 atış
MISSWPN_1_DETAIL    | Patladığında 6 hasar veren ve 2.5 hızla ilerleyen hızlı roketler.

MISSWPN_2_NAME      | Hiper-X Roketleri
MISSWPN_2_BRIEF     | 2 atış, +1 isabet
MISSWPN_2_BRIEF2    | 5 atış, +1 isabet
MISSWPN_2_DETAIL    | Patladığında 8 hasar veren, 2.5 hızla ilerleyen ve +1 seviye hedefleme bilgisayarı tarafından kontrol edilen yüksek enerjili başlıklara sahip roketler. 

MISSWPN_3_NAME      | Saçma Yığını V Roketleri
MISSWPN_3_BRIEF     | 2 atış, +1 hız
MISSWPN_3_BRIEF2    | 5 atış
MISSWPN_3_DETAIL    | Hiper-V roketlerinin çoklu hali, patladığında her biri 6 hasar veren ve 2.5 hızla ilerleyen beş ayrı savaş başlığına bölünür. 

MISSWPN_4_NAME      | Merkülit Füzeleri
MISSWPN_4_BRIEF     | 2 atış, +2 isabet
MISSWPN_4_BRIEF2    | 5 atış, +2 isabet
MISSWPN_4_DETAIL    | Patladığında 10 hasar veren, 3 hızla ilerleyen ve +2 hedefleme bilgisayarı tarafından kontrol edilen hızlı ve yüksek etkili füzeler.

MISSWPN_5_NAME      | İğne Füzeleri
MISSWPN_5_BRIEF     | 2 atış, +3 isabet
MISSWPN_5_BRIEF2    | 5 atış, +3 isabet
MISSWPN_5_DETAIL    | 15 hasar veren, 3.5 hızla ilerleyen ve +3 komplike bir hedefleme bilgisayarı tarafından kontrol edilen yavaş, yüksek isabetli füzeler.

MISSWPN_6_NAME      | Saçma Yığını VII Roketleri
MISSWPN_6_BRIEF     | 2 atış, 7'ye ayrılır
MISSWPN_6_BRIEF2    | 5 atış, 7'ye ayrılır
MISSWPN_6_DETAIL    | Hiper-X roketlerinin çoklu hali, patladığında her biri 10 hasar veren, 3 hızla ilerleyen ve +2 hedefleme bilgisayarı tarafından kontrol edilen 7 ayrı savaş başlığına bölünür.

MISSWPN_7_NAME      | Pulson Füzeleri
MISSWPN_7_BRIEF     | 2 atış, +4 isabet
MISSWPN_7_BRIEF2    | 5 atış, +4 isabet
MISSWPN_7_DETAIL    | Patladığında 20 hasar veren, 4 hızla ilerleyen ve +4 hedefleme bilgisayarı tarafından kontrol edilen anti-madde başlıklı güçlü füzeler.

MISSWPN_8_NAME      | Herkül Füzeleri
MISSWPN_8_BRIEF     | 2 atış, +5 isabet
MISSWPN_8_BRIEF2    | 5 atış, +5 isabet
MISSWPN_8_DETAIL    | Patladığında 25 hasar veren son derece ileri düzey füze. Herkül Füzesi 4.5 hızla hareket eder ve +5 hedefleme bilgisayarı tarafından kontrol edilir.

MISSWPN_9_NAME      | Zeon Füzeleri
MISSWPN_9_BRIEF     | 2 atış, +6 isabet
MISSWPN_9_BRIEF2    | 5 atış, +6 isabet
MISSWPN_9_DETAIL    | Mevcut en gelişmiş füze. Düşman gemilerine 30 hasar verebilir ve 5 hızıyla ilerler. Füze +6 hedefleme bilgisayarı tarafından kontrol edilir.

MISSWPN_10_NAME      | Saçma Yığını X Füzeleri
MISSWPN_10_BRIEF     | 2 atış, 10'a ayrılır
MISSWPN_10_BRIEF2    | 5 atış, 10'a ayrılır
MISSWPN_10_DETAIL    | İğne Füzelerinin çoklu hali, patladığında her biri 15 hasar veren, 3.5 hızla ilerleyen ve +3 hedefleme bilgisayarı tarafından kontrol edilen 10 ayrı savaş başlığına bölünür.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Kişisel Saptırıcı Kalkan
PERSSHIELD_1_DETAIL   | Karadaki bireysel kuvvetleri doğrultulu bir güç sahası ile korur. Tüm kara savaş zarlarına +10 ekler.

PERSSHIELD_2_NAME     | Kişisel Soğurucu Kalkan
PERSSHIELD_2_DETAIL   | Bütün tabanca hasarlarını azaltır. Tüm kara savaş zarlarına +20 ekler.

PERSSHIELD_3_NAME     | Kişisel Bariyer Kalkanı
PERSSHIELD_3_DETAIL   | Askeri neredeyse dokunulmaz bir güç sahasıyla çevreler. Tüm kara savaş zarlarına +30 ekler.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Sınıf V Gezegen Kalkanları
PLANETSHIELD_0_DETAIL  | Temel füze yansıtma kalkanlarına ek olarak, gezegen yüzeylerine yapılan tüm hasarları 5 azaltır.

PLANETSHIELD_1_NAME    | Sınıf X Gezegen Kalkanları
PLANETSHIELD_1_DETAIL  | Temel füze yansıtma kalkanlarına ek olarak, gezegen yüzeylerine yapılan tüm hasarları 10 azaltır.

PLANETSHIELD_2_NAME    | Sınıf XV Gezegen Kalkanları
PLANETSHIELD_2_DETAIL  | Temel füze yansıtma kalkanlarına ek olarak, gezegen yüzeylerine yapılan tüm hasarları 15 azaltır.

PLANETSHIELD_3_NAME    | Sınıf XX Gezegen Kalkanları
PLANETSHIELD_3_DETAIL  | Temel füze yansıtma kalkanlarına ek olarak, gezegen yüzeylerine yapılan tüm hasarları 20 azaltır.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Tepme Işını
REPULSOR_0_BRIEF   | Düşman gemilerini 1 hücre iter.
REPULSOR_0_DETAIL  | Düşman gemilerini savunan gemiden bir hücre geriye iter. Bu özel silahın menzili bir hücredir.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Yedek Yakıt Haznesi
RSRVFUEL_0_BRIEF   | Geminin Erişimini by %1 ışıkyılı uzatır.
RSRVFUEL_0_DETAIL  | Yedek Yakıt Haznesi bir geminin erişimini artırır.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Gelişmiş Robotik Kontroller III
ROBOTCTRL_0_DETAIL   | Nüfus başına 3 fabrika kontrolüne imkân verir. Uyarlama maliyeti her fabrikanın standart maliyetinin yarısıdır.

ROBOTCTRL_1_NAME     | Gelişmiş Robotik Kontroller IV
ROBOTCTRL_1_DETAIL   | Nüfus başına 4 fabrika kontrolüne imkân verir. Uyarlama maliyeti her fabrikanın standart maliyetidir.

ROBOTCTRL_2_NAME     | Gelişmiş Robotik Kontroller V
ROBOTCTRL_2_DETAIL   | Nüfus başına 5 fabrika kontrolüne imkân verir. Uyarlama maliyeti her fabrikanın standart maliyetinin bir buçuk katıdır.

ROBOTCTRL_3_NAME     | Gelişmiş Robotik Kontroller VI
ROBOTCTRL_3_DETAIL   | Nüfus başına 6 fabrika kontrolüne imkân verir. Uyarlama maliyeti her fabrikanın standart maliyetinin iki katıdır.

ROBOTCTRL_4_NAME     | Gelişmiş Robotik Kontroller VII
ROBOTCTRL_4_DETAIL   | Nüfus başına 7 fabrika kontrolüne imkân verir. Uyarlama maliyeti her fabrikanın standart maliyetinin 2.5 katıdır.


//
// Scanner techs 
//
SCANNER_0_NAME       | Savaş Tarayıcısı
SCANNER_0_BRIEF      | Savaşta düşman gemilerini tarar
SCANNER_0_DETAIL     | Reveals technical specifications of enemy spacecraft in combat.

SCANNER_1_NAME       | Derin Uzay Tarayıcısı
SCANNER_1_BRIEF      | 5 ışık yılı uzağa kadarki gemileri tespit eder
SCANNER_1_DETAIL     | Kolonilerinden 5 ışık yılı ve gemilerinden 1 ışıkyılı uzağa kadarki düşman gemilerini tespit eder.

SCANNER_2_NAME       | Gelişmiş Uzay Tarayıcısı
SCANNER_2_BRIEF      | 7 ışık yılı uzağa kadarki gemileri tespit eder
SCANNER_2_DETAIL     | Kolonilerinden 7 ışık yılı ve gemilerinden 2 ışıkyılı uzağa kadarki düşman gemilerini tespit eder. Düşman istikametleri belirlenebilir.


SCANNER_3_NAME       | İleri Uzay Tarayıcısı
SCANNER_3_BRIEF      | 9 ışıkyılı uzağa kadarki gezegenlerin keşfine imkân verir
SCANNER_3_DETAIL     | Kolonilerinden 9 ışıkyılı uzağa kadar gezegenlerin keşfine ve gemilerinden 3 ışıkyılı uzağa kadar gemilerin tespitine imkân verir.


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Eylemsizlik Dengeleyicisi
SHIPINERTIAL_0_BRIEF    | Manevra kabiliyetine +2 to ekler
SHIPINERTIAL_0_DETAIL   | Gemilerin eylemsizliğini azaltır ve savaşta 2 seviye manevra kabiliyeti ekler (+2 savunma and +1 savaş hızı).

SHIPINERTIAL_1_NAME     | Eylemsizlik İptal Edicisi
SHIPINERTIAL_1_BRIEF    | Manevra kabiliyetine +4 to ekler
SHIPINERTIAL_1_DETAIL   | Gemilerin eylemsizliğini iptal edip savaşta 4 seviye manevra kabiliyeti ekler. Ayrıca Kara Delik saldırılarının etkisini yüzde 30 düşürür.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Teknoloji İptal Edicisi
SHIPNULLIFIER_0_BRIEF    | Düşman Bilgisayarlarını Yok eder
SHIPNULLIFIER_0_DETAIL   | Düşman Harp Bilgisayarlarını ve elektronik aksamlarını karıştırıp onları 2-6 seviye düşürür. Menzili gemilerin çoğu silahından fazladır.

SHIPNULLIFIER_1_NAME     | Eğim Savurucu
SHIPNULLIFIER_1_BRIEF    | Düşman gemilerinin hızını azaltır
SHIPNULLIFIER_1_DETAIL   | Eğim Savurucular düşman yıldızgemilerinin motorlarını altüst edip her saldırıda hızlarını kesen uzun menzilli silahlardır.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Lazer
SHIPWPN_0_ITEM2        | Ağır Lazer
SHIPWPN_0_DETAIL       | 1-4 puanlık hasar veren doğrudan ateşli ışın silahı. Ağır lazerlerin iki hücre menzili vardır ve 1-7 puan arası hasar verirler.


SHIPWPN_1_NAME         | Taramalı Lazer
SHIPWPN_1_BRIEF        | Tur başına 4 kez ateş eder
SHIPWPN_1_DETAIL       | Tur başına dört defaya kadar her vuruşta 1-4 puanlık hasar verecek şekilde ateş eder.

SHIPWPN_2_NAME         | Nötron Tekli Silahı
SHIPWPN_2_BRIEF        | Kalkan Gücünü Yarılar
SHIPWPN_2_DETAIL       | Düşman saptırıcı kalkanlarının etkisini yarıya düşüren ve 2 ila 5 hasar veren ağır parçacık akımı.

SHIPWPN_3_NAME         | İyon Topu
SHIPWPN_3_ITEM2        | Ağır İyon Topu
SHIPWPN_3_DETAIL       | 3-8 hasar veren yüksek yoğunluklu ışın silahı. Ağır iyon topları 3-15 hasar verirler ve iki hücre menzile sahiptirler.

SHIPWPN_4_NAME         | Çoklu Sürücü
SHIPWPN_4_BRIEF        | Kalkan Gücünü Yarılar
SHIPWPN_4_DETAIL       | Düşman saptırıcı kalkanlarının etkisini yarıya düşüren ve 5 ila 8 hasar veren bir doğrusal hızlandırıcı.

SHIPWPN_5_NAME         | Nötron Ateşleyicisi
SHIPWPN_5_ITEM2        | Ağır Nötron Ateşleyicisi
SHIPWPN_5_DETAIL       | 3-12 puanlık hasar veren çok güçlü ışın silahı. Ağır nötron ateşleyicilerinin iki hücre menzili vardır ve 3-24 puan arası hasar verirler.

SHIPWPN_6_NAME         | Ağıncık Işını
SHIPWPN_6_BRIEF        | Akım Saldırısı
SHIPWPN_6_DETAIL       | Gemileri parça parça edebilen çekici-itici ışınlar. 1-15 hasar verir ve devam eden akış, artan hasarın diğer gemilere sıçrayabilmesine olanak verir.


SHIPWPN_7_NAME         | Ağır Işın
SHIPWPN_7_BRIEF        | Kalkan Gücünü Yarılar
SHIPWPN_7_DETAIL       | Düşman saptırıcı kalkanlarının etkisini yarıya düşüren ve 8-12 hasar veren bir enerjiden maddeye ışın silahı.

SHIPWPN_8_NAME         | Füzyon Işını
SHIPWPN_8_ITEM2        | Ağır Füzyon Işını
SHIPWPN_8_DETAIL       | 4-16 puanlık hasar verebilen yüksek yoğunluklu ışın silahı. Ağır füzyon ışınlarının iki hücre menzili vardır ve 4-30 puan arası hasar verirler.

SHIPWPN_9_NAME         | Megaok Topu
SHIPWPN_9_BRIEF        | +3 isabet seviyesi
SHIPWPN_9_DETAIL       | Geniş bir alana çoklu saf enerji okları atar. İsabet ihtimaline yüzde 30 bonus verir ve atışlar 2-20 puanlık hasar verir.

SHIPWPN_10_NAME        | Fazör
SHIPWPN_10_ITEM2       | Ağır Fazör
SHIPWPN_10_DETAIL      | 5 ila 20 puanlık hasar verebilen aşamalı enerji ışını. Ağır fazörlerin iki hücre menzili vardır ve 5-40 puan arası hasar verirler.

SHIPWPN_11_NAME        | Oto Ateşleyici
SHIPWPN_11_BRIEF       | Tur başına 3 kez ateş eder
SHIPWPN_11_DETAIL      | Tur başına üç defaya kadar her vuruşta 4-16 puanlık hasar verecek şekilde ateş eden gelişmiş bir nötron ateşleyicisi.

SHIPWPN_12_NAME        | Takiyon Işını
SHIPWPN_12_BRIEF       | Akım Saldırısı
SHIPWPN_12_DETAIL      | Gemilere 1-25 hasar veren takiyon parçacıklarından yoğun bir akım atar. Devam eden akışın etkisi, artan hasarın diğer gemilere sıçrayabilmesine olanak verir.

SHIPWPN_13_NAME        | Gauss Ototopu
SHIPWPN_13_BRIEF       | 1/2 Kalkanlar, 4 kere ateş
SHIPWPN_13_DETAIL      | Tur başına beş kez, her biri 7 ila 10 hasar verebilecek 4 patlayıcı atışta bulunan gelişmiş bir doğrusal hızlandırıcı. Bu atışlar ayrıca düşman kalkanlarının etkisini de yarıya indirir.

SHIPWPN_14_NAME        | Particle Beam
SHIPWPN_14_BRIEF       | Kalkan Gücünü Yarılar
