//  CONTROLENV_6_BRIEF and CONTROLENV_6_NAME readjust the size, please

//
// Armor techs
// 
ARMOR_0_NAME     | Титанова Броня
FUTURECONST_9_NAME    | Будівництво Майбутнього X
FUTURECONST_9_DETAIL  | Загальні вдосконалення будівельних технологій. 


//
// Future Force Field techs
//
FUTUREFORCE_0_NAME    | Силове Поле Майбутнього I
FUTUREFORCE_0_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_1_NAME    | Силове Поле Майбутнього II
FUTUREFORCE_1_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_2_NAME    | Силове Поле Майбутнього III
FUTUREFORCE_2_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_3_NAME    | Силове Поле Майбутнього IV
FUTUREFORCE_3_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_4_NAME    | Силове Поле Майбутнього V
FUTUREFORCE_4_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_5_NAME    | Силове Поле Майбутнього VI
FUTUREFORCE_5_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_6_NAME    | Силове Поле Майбутнього VII
FUTUREFORCE_6_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_7_NAME    | Силове Поле Майбутнього VIII
FUTUREFORCE_7_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_8_NAME    | Силове Поле Майбутнього IX
FUTUREFORCE_8_DETAIL  | Загальні вдосконалення технології силових полів.

FUTUREFORCE_9_NAME    | Силове Поле Майбутнього X
FUTUREFORCE_9_DETAIL  | Загальні вдосконалення технології силових полів.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Планетологія Майбутнього I
FUTUREPLANET_0_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_1_NAME    | Планетологія Майбутнього II
FUTUREPLANET_1_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_2_NAME    | Планетологія Майбутнього III
FUTUREPLANET_2_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_3_NAME    | Планетологія Майбутнього IV
FUTUREPLANET_3_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_4_NAME    | Планетологія Майбутнього V
FUTUREPLANET_4_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_5_NAME    | Планетологія Майбутнього VI
FUTUREPLANET_5_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_6_NAME    | Планетологія Майбутнього VII
FUTUREPLANET_6_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_7_NAME    | Планетологія Майбутнього VIII
FUTUREPLANET_7_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_8_NAME    | Планетологія Майбутнього IX
FUTUREPLANET_8_DETAIL  | Загальні вдосконалення в планетології.

FUTUREPLANET_9_NAME    | Планетологія Майбутнього X
FUTUREPLANET_9_DETAIL  | Загальні вдосконалення в планетології.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Двигуни Майбутнього I
FUTUREPROP_0_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_1_NAME    | Двигуни Майбутнього II
FUTUREPROP_1_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_2_NAME    | Двигуни Майбутнього III
FUTUREPROP_2_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_3_NAME    | Двигуни Майбутнього IV
FUTUREPROP_3_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_4_NAME    | Двигуни Майбутнього V
FUTUREPROP_4_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_5_NAME    | Двигуни Майбутнього VI
FUTUREPROP_5_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_6_NAME    | Двигуни Майбутнього VII
FUTUREPROP_6_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_7_NAME    | Двигуни Майбутнього VIII
FUTUREPROP_7_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_8_NAME    | Двигуни Майбутнього IX
FUTUREPROP_8_DETAIL  | Загальні вдосконалення технології двигунів.

FUTUREPROP_9_NAME    | Двигуни Майбутнього X
FUTUREPROP_9_DETAIL  | Загальні вдосконалення технології двигунів.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Зброя Майбутнього I
FUTUREWEAPON_0_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_1_NAME    | Зброя Майбутнього II
FUTUREWEAPON_1_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_2_NAME    | Зброя Майбутнього III
FUTUREWEAPON_2_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_3_NAME    | Зброя Майбутнього IV
FUTUREWEAPON_3_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_4_NAME    | Зброя Майбутнього V
FUTUREWEAPON_4_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_5_NAME    | Зброя Майбутнього VI
FUTUREWEAPON_5_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_6_NAME    | Зброя Майбутнього VII
FUTUREWEAPON_6_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_7_NAME    | Зброя Майбутнього VIII
FUTUREWEAPON_7_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_8_NAME    | Зброя Майбутнього IX
FUTUREWEAPON_8_DETAIL  | Загальні вдосконалення зброєбудівництва.

FUTUREWEAPON_9_NAME    | Зброя Майбутнього X
FUTUREWEAPON_9_DETAIL  | Загальні вдосконалення зброєбудівництва. 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Високошвидкісні Снаряди
HANDWEAPON_1_DETAIL    | Технологія, яка дозволяє прискорювати кулі, збільшуючи летальність. Додає 5 до всіх наземних атак.

HANDWEAPON_2_NAME      | Іонні Гвинтівки
HANDWEAPON_2_DETAIL    | Зброя, яка вистрілює променем, що досягає колосвітову швидкість. Додає 10 до всіх наземних атак.

HANDWEAPON_3_NAME      | Фузійна Зброя
HANDWEAPON_3_DETAIL    | Неточна, але неймовірно потужна. Найчастіше використовуються на невеликій відстані. Додає 20 до всіх наземних атак.

HANDWEAPON_4_NAME      | "Атомайзер"
HANDWEAPON_4_DETAIL    | Потужна ручна енергетична зброя, здатна знищити супротивника до атомів. Додає 25 до всіх наземних атак.

HANDWEAPON_5_NAME      | Плазменні Гвинтівки
HANDWEAPON_5_DETAIL    | Найбільш руйнівна ручна зброя. Додає 30 до всіх наземних атак.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Гіперпросторова Комунікація
HYPERSPACE_0_DETAIL    | Дозволяє спілкуватися з кораблями в гіперпросторі та змінювати пункти призначення під час їх руху.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Покращення Промислових Технологій І
IMPRINDUSTRY_0_DETAIL   | Зменшує вартість будівництва заводу до 9 Б.К.

IMPRINDUSTRY_1_NAME     | Покращення Промислових Технологій ІІ
IMPRINDUSTRY_1_DETAIL   | Зменшує вартість будівництва заводу до 8 Б.К. 

IMPRINDUSTRY_2_NAME     | Покращення Промислових Технологій ІІІ
IMPRINDUSTRY_2_DETAIL   | Зменшує вартість будівництва заводу до 7 Б.К.

IMPRINDUSTRY_3_NAME     | Покращення Промислових Технологій ІV
IMPRINDUSTRY_3_DETAIL   | Зменшує вартість будівництва заводу до 6 Б.К.

IMPRINDUSTRY_4_NAME     | Покращення Промислових Технологій V
IMPRINDUSTRY_4_DETAIL   | Зменшує вартість будівництва заводу до 5 Б.К.

IMPRINDUSTRY_5_NAME     | Покращення Промислових Технологій VI
IMPRINDUSTRY_5_DETAIL   | Зменшує вартість будівництва заводу до 4 Б.К.

IMPRINDUSTRY_6_NAME     | Покращення Промислових Технологій VII
IMPRINDUSTRY_6_DETAIL   | Зменшує вартість будівництва заводу до 3 Б.К.

IMPRINDUSTRY_7_NAME     | Покращення Промислових Технологій VIII
IMPRINDUSTRY_7_DETAIL   | Зменшує вартість будівництва заводу до 2 Б.К.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Покращене Тераформування I
IMPRTFORM_0_DETAIL      | Збільшує ємність середовища планет на 20 мільйонів за 5 Б.К. за кожний з них.

IMPRTFORM_1_NAME        | Покращене Тераформування II
IMPRTFORM_1_DETAIL      | Збільшує ємність середовища планет на 20 мільйонів за 5 Б.К. за кожний з них.

IMPRTFORM_2_NAME        | Покращене Тераформування III
IMPRTFORM_2_DETAIL      | Збільшує ємність середовища планет на 30 мільйонів за 4 Б.К. за кожний з них.

IMPRTFORM_3_NAME        | Покращене Тераформування IV
IMPRTFORM_3_DETAIL      | Збільшує ємність середовища планет на 40 мільйонів за 4 Б.К. за кожний з них.

IMPRTFORM_4_NAME        | Покращене Тераформування V
IMPRTFORM_4_DETAIL      | Збільшує ємність середовища планет на 50 мільйонів за 3 Б.К. за кожний з них.

IMPRTFORM_5_NAME        | Покращене Тераформування VI
IMPRTFORM_5_DETAIL      | Збільшує ємність середовища планет на 60 мільйонів за 3 Б.К. за кожний з них.

IMPRTFORM_6_NAME        | Покращене Тераформування VII
IMPRTFORM_6_DETAIL      | Збільшує ємність середовища планет на 80 мільйонів за 2 Б.К. за кожний з них.

IMPRTFORM_7_NAME        | Покращене Тераформування VIII
IMPRTFORM_7_DETAIL      | Збільшує ємність середовища планет на 100 мільйонів за 2 Б.К. за кожний з них.

IMPRTFORM_8_NAME        | Повне Тераформування
IMPRTFORM_8_DETAIL      | Збільшує ємність середовища планет на 120 мільйонів за 2 Б.К. за кожний з них.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Зниження Виробу Промислових Відходів
INDWASTE_0_DETAIL       | Знижує забруднення від заводів до 80% від норми.

INDWASTE_1_NAME         | Cміттєпереробні Заводи
INDWASTE_1_DETAIL       | Знижує забруднення від заводів до 60% від норми.

INDWASTE_2_NAME         | Ефективні Cміттєпереробні Заводи
INDWASTE_2_DETAIL       | Знижує забруднення від заводів до 40% від норми.

INDWASTE_3_NAME         | Ефективна Програма Переробки Відходів
INDWASTE_3_DETAIL       | Знижує забруднення від заводів до 20% від норми.

INDWASTE_4_NAME         | Знищення Виробу Промислових Відходів
INDWASTE_4_DETAIL       | Заводи більш не вироблюють відходів


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Протиракетні Снаряди
MISSDEF_0_BRIEF     | 40% шанс знищеня ворожої ракети
MISSDEF_0_DETAIL    | Високошвидкісні снаряди здатні знищувати ракети противника в 40% випадків, -1% за кожен рівень технології ракети.

MISSDEF_1_NAME      | Щит "Зиро"
MISSDEF_1_BRIEF     | 75% шанс знищення ворожої ракети
MISSDEF_1_DETAIL    | Енергетичне поле, що знищує ворожі ракети та торпеди у 75% випадків, -1% за кожен рівень технології ракети.

MISSDEF_2_NAME      | Щит "Блискавка"
MISSDEF_2_BRIEF     | 100% шанс знищення ворожої ракети
MISSDEF_2_DETAIL    | Енергетичне поле, що знищує ворожі ракети та торпеди у 100% випадків, -1% за кожен рівень технології ракети.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Ядерні Ракети
MISSWPN_0_BRIEF     | 2 постріли, +1 до швидкості
MISSWPN_0_BRIEF2    | 5 пострілів
MISSWPN_0_DETAIL    | Ракети з ядерними боєголовками, які вибухають на 4 очки уражень і рухаються зі швидкістю 2.

MISSWPN_1_NAME      | Ракети Гіпер-В
MISSWPN_1_BRIEF     | 2 постріли, +1 до швидкості
MISSWPN_1_BRIEF2    | 5 пострілів
MISSWPN_1_DETAIL    | Швидкі ракети, які вибухають на 6 очок уражень і рухаються зі швидкістю 2.5.

MISSWPN_2_NAME      | Ракети Гіпер-Ікс
MISSWPN_2_BRIEF     | 2 постріли, +1 попасти
MISSWPN_2_BRIEF2    | 5 пострілів, +1 попасти
MISSWPN_2_DETAIL    | Ракети, оснащені високоенергетичними боєголовками, які вибухають на 8 очок уражень, рухаються зі швидкістю 2.5 та оснащені комп'ютерними аналізаторами прицілювання +1.

MISSWPN_3_NAME      | Дрібні Ракети ПАК-5
MISSWPN_3_BRIEF     | 2 постріли, +1 до швидкості
MISSWPN_3_BRIEF2    | 5 пострілів
MISSWPN_3_DETAIL    | Версії ракети Гіпер-В, що розділяються на п’ять окремих боєголовок, кожна з яких вибухає на 6 очок уражень і рухається зі швидкістю 2.5.

MISSWPN_4_NAME      | Ракети з Меркуліту
MISSWPN_4_BRIEF     | 2 постріли, +2 попасти
MISSWPN_4_BRIEF2    | 5 пострілів, +2 попасти
MISSWPN_4_DETAIL    | Легкі ракети, що вибухають на 10 очок уражень, рухаються зі швидкістю 3 та оснащені комп'ютерними аналізаторами прицілювання +2.

MISSWPN_5_NAME      | Ракети "Стінгер"
MISSWPN_5_BRIEF     | 2 постріли, +3 попасти
MISSWPN_5_BRIEF2    | 5 пострілів, +3 попасти
MISSWPN_5_DETAIL    | Надточні ракети, що наносять 15 очок уражень, рухаються зі швидкістю 3.5 та оснащені комп'ютерними аналізаторами прицілювання +3.

MISSWPN_6_NAME      | Дрібні Ракети ПАК-7
MISSWPN_6_BRIEF     | 2 постріли, розділяється на 7
MISSWPN_6_BRIEF2    | 5 пострілів, розділяється на 7
MISSWPN_6_DETAIL    | Версії ракети Гіпер-Ікс, що розділяються на сім окремих боєголовок, кожна з яких вибухає на 10 очок уражень, рухається зі швидкістю 3 та оснащені комп'ютерними аналізаторами прицілювання +2.

MISSWPN_7_NAME      | Ракети "Пульсон"
MISSWPN_7_BRIEF     | 2 постріли, +4 попасти
MISSWPN_7_BRIEF2    | 5 пострілів, +4 попасти
MISSWPN_7_DETAIL    | Потужні ракети з антиречовинними боєголовками, які вибухають на 4 очки уражень, рухаються зі швидкістю 4 та оснащені комп'ютерними аналізаторами прицілювання +4.

MISSWPN_8_NAME      | Геркулярні Ракети
MISSWPN_8_BRIEF     | 2 постріли, +5 попасти
MISSWPN_8_BRIEF2    | 5 пострілів, +5 попасти
MISSWPN_8_DETAIL    | Високоефективні ракети, яка вибухають на 25 очок уражень. Геркулярна ракета рухається зі швидкістю 4.5 та оснащена комп'ютерним аналізатором прицілювання +5.

MISSWPN_9_NAME      | Ракети з Зеону
MISSWPN_9_BRIEF     | 2 постріли, +6 попасти
MISSWPN_9_BRIEF2    | 5 пострілів, +6 попасти
MISSWPN_9_DETAIL    | Найдосконаліші доступні ракети, здатні вражати ворожі кораблі на 30 очок уражень. Воні рухаються зі швидкістю 5 та оснащені комп'ютерними аналізаторами прицілювання +6.

MISSWPN_10_NAME     | Дрібні Ракети ПАК-10
MISSWPN_10_BRIEF    | 2 постріли, розділяється на 10
MISSWPN_10_BRIEF2   | 5 пострілів, розділяється на 10
MISSWPN_10_DETAIL   | Версії ракети "Стінгер", що розділяються на десять окремих боєголовок, кожна з яких вибухає на 15 очок уражень, рухається зі швидкістю 3.5 та оснащені комп'ютерними аналізаторами прицілювання +3.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Особистий Дефлекторний Щит
PERSSHIELD_1_DETAIL   | Захищає власника, викривляючи траєкторію пострілу. Додає +10 до всіх наземних атак.

PERSSHIELD_2_NAME     | Особистий Поглинальний Щит
PERSSHIELD_2_DETAIL   | Поглинає ураження від слабкої зброї. Додає +20 до всіх наземних атак.

PERSSHIELD_3_NAME     | Особистий Бар'єрний Щит
PERSSHIELD_3_DETAIL   | Повністю обертає солдата у майже непробивному силовому полі. Додає +30 до всіх наземних атак.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Планетарний Щит І
PLANETSHIELD_0_DETAIL  | Поглинає 5 очок уражень від кожного бомбардування, модифікація для ракетної бази.

PLANETSHIELD_1_NAME    | Планетарний Щит ІІ
PLANETSHIELD_1_DETAIL  | Поглинає 10 очок уражень від кожного бомбардування, модифікація для ракетної бази.

PLANETSHIELD_2_NAME    | Планетарний Щит ІІІ
PLANETSHIELD_2_DETAIL  | Поглинає 15 очок уражень від кожного бомбардування, модифікація для ракетної бази.

PLANETSHIELD_3_NAME    | Планетарний Щит ІV
PLANETSHIELD_3_DETAIL  | Поглинає 20 очок уражень від кожного бомбардування, модифікація для ракетної бази.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Відштовхувальний Промінь
REPULSOR_0_BRIEF   | Відштовхує ворожі кораблі на 1 клітину
REPULSOR_0_DETAIL  | Відштовхує ворожі кораблі на 1 клітину від корабля. Ця особлива зброя ма дальність використання в одну клітину.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Резервні Танки з Паливом
RSRVFUEL_0_BRIEF   | Збільшує запаси палива на %1 світлових років
RSRVFUEL_0_DETAIL  | Резервні танки з паливом збільшують відстань, на яку космічний корабель може рухатись.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Покращення Роботизації I
ROBOTCTRL_0_DETAIL   | Кожна одиниця населення може експлуатувати до 3 заводів. Вартість модернізації складає 0.5 стандартної вартості кожного заводу.

ROBOTCTRL_1_NAME     | Покращення Роботизації IІ
ROBOTCTRL_1_DETAIL   | Кожна одиниця населення може експлуатувати до 4 заводів. Вартість модернізації складає стандартну вартість кожного заводу.

ROBOTCTRL_2_NAME     | Покращення Роботизації ІІІ
ROBOTCTRL_2_DETAIL   | Кожна одиниця населення може експлуатувати до 5 заводів. Вартість модернізації складає 1.5 стандартної вартості кожного заводу.

ROBOTCTRL_3_NAME     | Покращення Роботизації ІV
ROBOTCTRL_3_DETAIL   | Кожна одиниця населення може експлуатувати до 6 заводів. Вартість модернізації складає 2 стандартної вартості кожного заводу.

ROBOTCTRL_4_NAME     | Покращення Роботизації V
ROBOTCTRL_4_DETAIL   | Кожна одиниця населення може експлуатувати до 7 заводів. Вартість модернізації складає 2.5 стандартної вартості кожного заводу.


//
// Scanner techs 
//
SCANNER_0_NAME       | Бойовий Cканер
SCANNER_0_BRIEF      | Сканує ворожі кораблі в бою
SCANNER_0_DETAIL     | Розкриває технічні характеристики космічних кораблів противника в бою.

SCANNER_1_NAME       | Сканер Глибокого Космосу
SCANNER_1_BRIEF      | Виявляє кораблі на відстані до 5 світлових років
SCANNER_1_DETAIL     | Виявляє кораблі на відстані до 5 світлових років від ваших колоній та 1 світлового року від ваших кораблів.

SCANNER_2_NAME       | Покращений Космічний Сканер
SCANNER_2_BRIEF      | Виявляє кораблі та їх пункти призначення на відстані до 7 світлових років
SCANNER_2_DETAIL     | Виявляє кораблі на відстані до 7 світлових років від ваших колоній та 2 світлового року від ваших кораблів. Також виявляє пункти призначення кораблів.

SCANNER_3_NAME       | Передовий Космічний Сканер
SCANNER_3_BRIEF      | Дозволяє дослідження планет та виявляє кораблі на відстані до 9 світлових років
SCANNER_3_DETAIL     | Дозволяє досліджувати планети, виявляє ворожі кораблі та їх пункти призначення на відстані до 9 світлових років від ваших колоній та 3 світлового року від ваших кораблів.


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Стабілізатор Інерції
SHIPINERTIAL_0_BRIEF    | Додає +2 до маневреності
SHIPINERTIAL_0_DETAIL   | Зменшує інерцію корабля, додаючи 2 класи маневреності в бою. (+2 оборони and +1 бойова швидкість).

SHIPINERTIAL_1_NAME     | Гаситель Інерції
SHIPINERTIAL_1_BRIEF    | Додає +4 до маневреності
SHIPINERTIAL_1_DETAIL   | Припиняє інерцію корабля, додаючи 4 класи маневреності в бою. Зменшує вплив атак Чорних Дир на 30%.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Електромагнітний Постріл
SHIPNULLIFIER_0_BRIEF    | Пошкоджує ворожий комп'ютер та ЕМІ
SHIPNULLIFIER_0_DETAIL   | Пошкоджує ворожий комп'ютер та ЕМІ, зменшуючи їх ефективність на 2-6 рівнів за атаку. Одна з найбільш далеких корабельних атак.

SHIPNULLIFIER_1_NAME     | Дисипатор Варпу
SHIPNULLIFIER_1_BRIEF    | Зменшує швидкість ворожих кораблів
SHIPNULLIFIER_1_DETAIL   | Дисипатор Варпу - далекобійна зброя, яка порушує роботу двигунів ворожих кораблів, зменшуючи їх швидкість з кожною атакою.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Лазер
SHIPWPN_0_ITEM2        | Важкий Лазер
SHIPWPN_0_DETAIL       | Зброя, що завдає 1-4 одиниці уражень. Важкі лазери мають діапазон атаки в дві клітини і завдають 1-7 очок уражень.

SHIPWPN_1_NAME         | Лазер Гатлінга
SHIPWPN_1_BRIEF        | Вистрілює 4 рази за хід
SHIPWPN_1_DETAIL       | Покращений лазер, який вистрілює до чотирьох разів за хід, завдаючи 1-4 очок пошкоджень при кожному попаданні.

SHIPWPN_2_NAME         | Нейтронний Промінь
SHIPWPN_2_BRIEF        | Зменшує Силу Щита Вполовину
SHIPWPN_2_DETAIL       | Променева зброя, що вистрілює зарядженими важкими частинками. Зменшує силу щита ворога вполовину і завдає 2-5 очок уражень.

SHIPWPN_3_NAME         | Іонна Гармата
SHIPWPN_3_ITEM2        | Важка Іонна Гармата
SHIPWPN_3_DETAIL       | Променева зброя високої інтенсивності здатна завдати 3-8 очок пошкоджень. Важкі іонні гармати наносять 3-15 одиниць уражень і мають діапазон у дві клітини.

SHIPWPN_4_NAME         | Масовий Прискорювач
SHIPWPN_4_BRIEF        | Зменшує Силу Щита Вполовину
SHIPWPN_4_DETAIL       | Лінійний прискорювач, який зменшує ефективність щитів супротивника вдвічі і завдає 5-8 очок уражень.

SHIPWPN_5_NAME         | Нейтронний Бластер
SHIPWPN_5_ITEM2        | Важкий Нейтронний Бластер
SHIPWPN_5_DETAIL       | Високопотужна промінна зброя, здатна завдати 3-12 очок уражень. Важкі нейтронні бластери наносять 3-24 одиниць пошкоджень і мають діапазон у дві клітини.

SHIPWPN_6_NAME         | Промінь з Гравітону
SHIPWPN_6_BRIEF        | Потокова Атака
SHIPWPN_6_DETAIL       | Потокова зброя, що безперервно роздроблює кораблі - надлишкові ураження переходять на наступні. Завдає 1-15 очок уражень.

SHIPWPN_7_NAME         | Промінь КЛП
SHIPWPN_7_BRIEF        | Зменшує Силу Щита Вполовину
SHIPWPN_7_DETAIL       | Зброя, що комбінує потужний промінь енергії та високозаряджені частини. Він зменшує силу щита ворога вполовину і завдає 8-12 одиниць пошкоджень.

SHIPWPN_8_NAME         | Фузійний Промінь
SHIPWPN_8_ITEM2        | Важкий Фузійний Промінь
SHIPWPN_8_DETAIL       | Високопотужна промінна зброя, здатна завдати 4-16 очок уражень. Важкий фузійний промінь наносить 4-30 очок уражень і має діапазон у дві клітини.

SHIPWPN_9_NAME         | Мультиболтна Гармата
SHIPWPN_9_BRIEF        | +3 рівні попасти
SHIPWPN_9_DETAIL       | Випускає декілька болтів висококонцентрованої енергії. Він має + 30% шанс попасти й чинити шкоду на 2-20 очок уражень.

SHIPWPN_10_NAME        | Фазер
SHIPWPN_10_ITEM2       | Важкий Фазер
SHIPWPN_10_DETAIL      | Високошвидкісний промінь з розривними можливостями. Наносить 5-20 очок уражень. Важкий Фазер наносить 5-40 одиниць пошкодження та має діапазон у дві клітини.

SHIPWPN_11_NAME        | Авто Бластер
SHIPWPN_11_BRIEF       | Вистрілює 3 рази за хід
SHIPWPN_11_DETAIL      | Передовий нейтронний бластер, який є модифікованою версію бластера. Вистрілює до 3 разів за хід завдаючи 4-16 очок пошкоджень при кожному попаданні.

SHIPWPN_12_NAME        | Тахіонний Промінь
SHIPWPN_12_BRIEF       | Потокова Атака
SHIPWPN_12_DETAIL      | Промінь висококонцентрованих тахіонів, що безперервно роздроблюють кораблі - надлишкові ураження переходять на наступні. Завдає 1-25 очок уражень.

SHIPWPN_13_NAME        | Гаусна Автогармата
SHIPWPN_13_BRIEF       | Щити x0.5 та 4-х атак / хід
SHIPWPN_13_DETAIL      | Удосконалений лінійний прискорювач, здатний вистрілювати 4 вибуховими пострілами за хід, які завдають 7-10 очок уражень кожний. Ці снаряди також зменшують вдвічі ефективність ворожих щитів.

SHIPWPN_14_NAME        | Прискорювач КЛП
SHIPWPN_14_BRIEF       | Зменшує Силу Щита Вполовину
SHIPWPN_14_DETAIL      | Прискорювач високої інтенсивності здатний вражати кораблі противника на 10-20 очок ураження і зменшувати вдвічі ефективність дефлекторних щитів.

SHIPWPN_15_NAME        | Плазмова Гармата
SHIPWPN_15_DETAIL      | Вистрілює енергетичними болтами, які завдають 6-30 очок уражень на відстані 1 клітини.

SHIPWPN_16_NAME        | Промінь Смерті
SHIPWPN_16_DETAIL      | Старовинна зброя неймовірно руйнівної сили, що завдає 200-1000 одиниць пошкодження на відстані 1 клітини.

SHIPWPN_17_NAME        | Руйнівник
SHIPWPN_17_DETAIL      | Випускає руйнівні болти чистої енергії, які можуть вражати ворожі цілі на відстані двох клітин, завдаючи 10-40 очок пошкодження.

SHIPWPN_18_NAME        | Пульсовий Фазер
SHIPWPN_18_BRIEF       | Вистрілює 3 рази за хід
SHIPWPN_18_DETAIL      | Удосконалений фазор, здатний вистрілювати до 3 разів за хід, завдаючи 5-20 очок уражень при кожному попаданні.

SHIPWPN_19_NAME        | Троїчна Плазмова Гармата
SHIPWPN_19_DETAIL      | Вистрілює потроєний пучок плазми, здатний завдати від 20 до 50 очок уражень.

SHIPWPN_20_NAME        | Зоряний Конвертор
SHIPWPN_20_BRIEF       | Атакує Усі Чотири Щити
SHIPWPN_20_DETAIL      | Оточує ціль надзвичайно потужним полем, яке конвертує речовину в енергію, завдаючи чотири атаки силою від 10 до 35 очок уражень. Він має діапазон в три клітини.

SHIPWPN_21_NAME        | Пристрій Маулера
SHIPWPN_21_DETAIL      | Випускає промінь зосередженої енергії на ворожі цілі, завдаючи 20-100 очок шкоди.

SHIPWPN_22_NAME        | Амебовий Поток
SHIPWPN_22_DETAIL      | Потік, що безперервно пошкоджує кораблі - надлишкові ураження переходять на наступні кораблі. Автоматично шукає найслабкіші місця ворога, завдаючи 250-1000 очок уражень.

SHIPWPN_23_NAME        | "Кришталь"
SHIPWPN_23_DETAIL      | Промінь, який оточує щити цілі, завдаючи 4 атаки по 100-300 очок пошкодження кожний та має діапазон в три клітини.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Збагачення Грунту
SOILENRICH_0_DETAIL   | Перетворює стандартні середовища на родючі, збільшуючи приріст населення на 50% і збільшуючи розмір планет на 25% за одноразову вартість в 150 Б.К.

SOILENRICH_1_NAME     | Передове Збагачення Грунту
SOILENRICH_1_DETAIL   | Перетворює стандартні та родючі планети на гаї, подвоюючи приріст населення та збільшуючи розмір планети на 50% за одноразову вартість в 300 Б.К.


//
// Stargate tech
//
STARGATE_0_NAME      | Міжгалактичні Зіркові Ворота
STARGATE_0_DETAIL    | Дозволяє вашим кораблям рухатися між будь-якими двома планетами, обладнаними зоряними воротами, лише за один хід. Вартість будівництва - 3000 Б.К.


//
// Stasis Field tech
//
STASIS_0_NAME      | Поле Стазу
STASIS_0_BRIEF     | Заморожує ворога на 1 хід
STASIS_0_DETAIL    | Заморожує одну групу ворожих кораблів на відстані одної клітини на один хід. Заморожені кораблі не можуть атакувати чи бути атакованими.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Іонізаційний Проектор
