

//
// Armor techs
// 
ARMOR_0_NAME     | Armură de Titan
FUTURECONST_4_DETAIL  | Îmbunătățiri Generale în Tehnologia Construcțiilor.

FUTURECONST_5_NAME    | Construcțiile Viitorului VI
FUTURECONST_5_DETAIL  | Îmbunătățiri Generale în Tehnologia Construcțiilor.

FUTURECONST_6_NAME    | Construcțiile Viitorului VII
FUTURECONST_6_DETAIL  | Îmbunătățiri Generale în Tehnologia Construcțiilor.

FUTURECONST_7_NAME    | Construcțiile Viitorului VIII
FUTURECONST_7_DETAIL  | Îmbunătățiri Generale în Tehnologia Construcțiilor.

FUTURECONST_8_NAME    | Construcțiile Viitorului IX
FUTURECONST_8_DETAIL  | Îmbunătățiri Generale în Tehnologia Construcțiilor.

FUTURECONST_9_NAME    | Construcțiile Viitorului X
FUTURECONST_9_DETAIL  | Îmbunătățiri Generale în Tehnologia Construcțiilor.


//
// Future Force Field techs
//
FUTUREFORCE_0_NAME    | Câmpuri de Forțe ale Viitorului I
FUTUREFORCE_0_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_1_NAME    | Câmpuri de Forțe ale Viitorului II
FUTUREFORCE_1_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_2_NAME    | Câmpuri de Forțe ale Viitorului III
FUTUREFORCE_2_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_3_NAME    | Câmpuri de Forțe ale Viitorului IV
FUTUREFORCE_3_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_4_NAME    | Câmpuri de Forțe ale Viitorului V
FUTUREFORCE_4_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_5_NAME    | Câmpuri de Forțe ale Viitorului VI
FUTUREFORCE_5_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_6_NAME    | Câmpuri de Forțe ale Viitorului VII
FUTUREFORCE_6_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_7_NAME    | Câmpuri de Forțe ale Viitorului VIII
FUTUREFORCE_7_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_8_NAME    | Câmpuri de Forțe ale Viitorului IX
FUTUREFORCE_8_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.

FUTUREFORCE_9_NAME    | Câmpuri de Forțe ale Viitorului X
FUTUREFORCE_9_DETAIL  | Îmbunătățiri Generale în Tehnologia Câmpurilor de Forțe.


//
// Planetologia Viitorului techs
//
FUTUREPLANET_0_NAME    | Planetologia Viitorului I
FUTUREPLANET_0_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_1_NAME    | Planetologia Viitorului II
FUTUREPLANET_1_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_2_NAME    | Planetologia Viitorului III
FUTUREPLANET_2_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_3_NAME    | Planetologia Viitorului IV
FUTUREPLANET_3_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_4_NAME    | Planetologia Viitorului V
FUTUREPLANET_4_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_5_NAME    | Planetologia Viitorului VI
FUTUREPLANET_5_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_6_NAME    | Planetologia Viitorului VII
FUTUREPLANET_6_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_7_NAME    | Planetologia Viitorului VIII
FUTUREPLANET_7_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_8_NAME    | Planetologia Viitorului IX
FUTUREPLANET_8_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.

FUTUREPLANET_9_NAME    | Planetologia Viitorului X
FUTUREPLANET_9_DETAIL  | Îmbunătățiri Generale în Tehnologia Planetologiei.


//
// Propulsia Viitorului techs
//
FUTUREPROP_0_NAME    | Propulsia Viitorului I 
FUTUREPROP_0_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_1_NAME    | Propulsia Viitorului II
FUTUREPROP_1_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_2_NAME    | Propulsia Viitorului III
FUTUREPROP_2_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_3_NAME    | Propulsia Viitorului IV
FUTUREPROP_3_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_4_NAME    | Propulsia Viitorului V
FUTUREPROP_4_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_5_NAME    | Propulsia Viitorului VI
FUTUREPROP_5_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_6_NAME    | Propulsia Viitorului VII
FUTUREPROP_6_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_7_NAME    | Propulsia Viitorului VIII
FUTUREPROP_7_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_8_NAME    | Propulsia Viitorului IX
FUTUREPROP_8_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.

FUTUREPROP_9_NAME    | Propulsia Viitorului X
FUTUREPROP_9_DETAIL  | Îmbunătățiri Generale în Tehnologia Propulsiei.


//
// Armamentul Viitorului techs
//
FUTUREWEAPON_0_NAME    | Armamentul Viitorului I
FUTUREWEAPON_0_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_1_NAME    | Armamentul Viitorului II
FUTUREWEAPON_1_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_2_NAME    | Armamentul Viitorului III
FUTUREWEAPON_2_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_3_NAME    | Armamentul Viitorului IV
FUTUREWEAPON_3_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_4_NAME    | Armamentul Viitorului V
FUTUREWEAPON_4_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_5_NAME    | Armamentul Viitorului VI
FUTUREWEAPON_5_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_6_NAME    | Armamentul Viitorului VII 
FUTUREWEAPON_6_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_7_NAME    | Armamentul Viitorului VIII
FUTUREWEAPON_7_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_8_NAME    | Armamentul Viitorului IX
FUTUREWEAPON_8_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului.

FUTUREWEAPON_9_NAME    | Armamentul Viitorului X
FUTUREWEAPON_9_DETAIL  | Îmbunătățiri Generale în Tehnologia Armamentului. 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Lasere Personale
HANDWEAPON_1_DETAIL    | Arme personale ce adaugă 5 puncte în calcularea luptelor terestre.

HANDWEAPON_2_NAME      | Pușcă pe bază de Ioni
HANDWEAPON_2_DETAIL    | Arme personale ce adaugă 10 puncte în calcularea luptelor terestre.

HANDWEAPON_3_NAME      | Pușcă pe bază de Fuziune
HANDWEAPON_3_DETAIL    | Arme personale ce adaugă 20 puncte în calcularea luptelor terestre.

HANDWEAPON_4_NAME      | Pușcă Fazică
HANDWEAPON_4_DETAIL    | Arme personale ce adaugă 25 puncte în calcularea luptelor terestre.

HANDWEAPON_5_NAME      | Pușcă pe bază de Plasmă
HANDWEAPON_5_DETAIL    | Arme personale ce adaugă 30 puncte în calcularea luptelor terestre.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Comunicații Hyper-Spațiale
HYPERSPACE_0_DETAIL    | Permite comunicarea cu navele aflate în hyper-spațiu, și schimbarea destinației acestora.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Tehnologie Industrială Îmbunătățită 9 
IMPRINDUSTRY_0_DETAIL   | Reduce prețul de construcție al fabricilor la 9 BC fiecare.

IMPRINDUSTRY_1_NAME     | Tehnologie Industrială Îmbunătățită 8
IMPRINDUSTRY_1_DETAIL   | Reduce prețul de construcție al fabricilor la 8 BC fiecare.

IMPRINDUSTRY_2_NAME     | Tehnologie Industrială Îmbunătățită 7
IMPRINDUSTRY_2_DETAIL   | Reduce prețul de construcție al fabricilor la 7 BC fiecare.

IMPRINDUSTRY_3_NAME     | Tehnologie Industrială Îmbunătățită 6
IMPRINDUSTRY_3_DETAIL   | Reduce prețul de construcție al fabricilor la 6 BC fiecare.

IMPRINDUSTRY_4_NAME     | Tehnologie Industrială Îmbunătățită 5
IMPRINDUSTRY_4_DETAIL   | Reduce prețul de construcție al fabricilor la 5 BC fiecare.

IMPRINDUSTRY_5_NAME     | Tehnologie Industrială Îmbunătățită 4
IMPRINDUSTRY_5_DETAIL   | Reduce prețul de construcție al fabricilor la 4 BC fiecare.

IMPRINDUSTRY_6_NAME     | Tehnologie Industrială Îmbunătățită 3
IMPRINDUSTRY_6_DETAIL   | Reduce prețul de construcție al fabricilor la 3 BC fiecare.

IMPRINDUSTRY_7_NAME     | Tehnologie Industrială Îmbunătățită 2
IMPRINDUSTRY_7_DETAIL   | Reduce prețul de construcție al fabricilor la 2 BC fiecare.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Terraformare Îmbunătățită +10 
IMPRTFORM_0_DETAIL      | Crește capacitatea de populație a planetelor cu 10M pentru un cost de 5BC pe milion.

IMPRTFORM_1_NAME        | Terraformare Îmbunătățită +20
IMPRTFORM_1_DETAIL      | Crește capacitatea de populație a planetelor cu 20M pentru un cost de 5BC pe milion.

IMPRTFORM_2_NAME        | Terraformare Îmbunătățită +30
IMPRTFORM_2_DETAIL      | Crește capacitatea de populație a planetelor cu 30M pentru un cost de 4BC pe milion.

IMPRTFORM_3_NAME        | Terraformare Îmbunătățită +40
IMPRTFORM_3_DETAIL      | Crește capacitatea de populație a planetelor cu 40M pentru un cost de 4BC pe milion.

IMPRTFORM_4_NAME        | Terraformare Îmbunătățită +50
IMPRTFORM_4_DETAIL      | Crește capacitatea de populație a planetelor cu 50M pentru un cost de 3BC pe milion.

IMPRTFORM_5_NAME        | Terraformare Îmbunătățită +60
IMPRTFORM_5_DETAIL      | Crește capacitatea de populație a planetelor cu 60M pentru un cost de 3BC pe milion.

IMPRTFORM_6_NAME        | Terraformare Îmbunătățită +80
IMPRTFORM_6_DETAIL      | Crește capacitatea de populație a planetelor cu 80M pentru un cost de 2BC pe milion.

IMPRTFORM_7_NAME        | Terraformare Îmbunătățită +100
IMPRTFORM_7_DETAIL      | Crește capacitatea de populație a planetelor cu 100M pentru un cost de 2BC pe milion.

IMPRTFORM_8_NAME        | Terraformare Completă
IMPRTFORM_8_DETAIL      | Crește capacitatea de populație a planetelor cu 120M pentru un cost de 2BC pe milion.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Reducerea Deșeurilor Industriale 80% 
INDWASTE_0_DETAIL       | Scade rata de poluare a fabricilor la 80% din rata normală a acesteia.

INDWASTE_1_NAME         | Reducerea Deșeurilor Industriale 60%
INDWASTE_1_DETAIL       | Scade rata de poluare a fabricilor la 60% din rata normală a acesteia.

INDWASTE_2_NAME         | Reducerea Deșeurilor Industriale 40%
INDWASTE_2_DETAIL       | Scade rata de poluare a fabricilor la 40% din rata normală a acesteia.

INDWASTE_3_NAME         | Reducerea Deșeurilor Industriale 20%
INDWASTE_3_DETAIL       | Scade rata de poluare a fabricilor la 20% din rata normală a acesteia.

INDWASTE_4_NAME         | Eliminarea Deșeurilor Industriale
INDWASTE_4_DETAIL       | Fabricile nu mai produc poluare.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Proiectile Anti-Rachetă
MISSDEF_0_BRIEF     | Șansă de 40% de a elimina rachetele
MISSDEF_0_DETAIL    | Un sistem anti-rachetă ce distruge rachetele inamicilor 40% din timp, -1% pentru fiecare nivel de tehnologie al rachetelor.

MISSDEF_1_NAME      | Scuturi Zyro
MISSDEF_1_BRIEF     | Șansă de 75% de a elimina rachetele
MISSDEF_1_DETAIL    | Un câmp de energie ce distruge rachetele și torpilele inamicilor 75% din timp, -1% pentru fiecare nivel de tehnologie al rachetelor.

MISSDEF_2_NAME      | Scuturi Fulger
MISSDEF_2_BRIEF     | Șansă de 100% de a elimina rachetele
MISSDEF_2_DETAIL    | Un câmp de energie ce distruge rachetele și torpilele inamicilor 100% din timp, -1% pentru fiecare nivel de tehnologie al rachetelor.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Rachete Nucleare
MISSWPN_0_BRIEF     | 2 focuri, +1 viteză
MISSWPN_0_BRIEF2    | 5 focuri
MISSWPN_0_DETAIL    | Rachete care explodează pentru 4 puncte de daune și se mișcă cu o viteză de 2.

MISSWPN_1_NAME      | Rachete Hyper-V
MISSWPN_1_BRIEF     | 2 focuri, +1 viteză
MISSWPN_1_BRIEF2    | 5 focuri
MISSWPN_1_DETAIL    | Rachete care explodează pentru 6 puncte de daune și se mișcă cu o viteză de 2.5.

MISSWPN_2_NAME      | Rachete Hyper-X
MISSWPN_2_BRIEF     | 2 focuri, +1 să lovească
MISSWPN_2_BRIEF2    | 5 focuri, +1 să lovească
MISSWPN_2_DETAIL    | Rachete care explodează pentru 8 puncte de daune și se mișcă cu o viteză de 2.5 și care sunt controlate de un computer de direcționare de nivelul +1.

MISSWPN_3_NAME      | Rachete cu Pachet de Răspândire V
MISSWPN_3_BRIEF     | 2 focuri, +1 viteză
MISSWPN_3_BRIEF2    | 5 focuri
MISSWPN_3_DETAIL    | Versiunea MIRV a Rachetei Hyper-V care se împarte în 5 obuze separate, fiecare explodând pentru 6 puncte de daune și care se mișcă cu o viteză de 2.5.

MISSWPN_4_NAME      | Rachete Merculite
MISSWPN_4_BRIEF     | 2 focuri, +2 să lovească
MISSWPN_4_BRIEF2    | 5 focuri, +2 să lovească
MISSWPN_4_DETAIL    | Rachete care explodează pentru 10 puncte de daune și se mișcă cu o viteză de 3 și care sunt controlate de un computer de direcționare de nivelul +2.

MISSWPN_5_NAME      | Rachete Stinger
MISSWPN_5_BRIEF     | 2 focuri, +3 să lovească
MISSWPN_5_BRIEF2    | 5 focuri, +3 să lovească
MISSWPN_5_DETAIL    | Rachete care explodează pentru 15 puncte de daune și se mișcă cu o viteză de 3.5 și care sunt controlate de un computer de direcționare de nivelul +3.

MISSWPN_6_NAME      | Rachete cu Pachet de Răspândire VII
MISSWPN_6_BRIEF     | 2 focuri, MIRVS la 7
MISSWPN_6_BRIEF2    | 5 focuri, MIRVS la 7
MISSWPN_6_DETAIL    | Versiunea MIRV a Rachetei Hyper-X care se împarte în 7 obuze separate, fiecare explodând pentru 10 puncte de daune, care se mișcă cu o viteză de 3 și care sunt controlate de un computer de direcționare de nivelul +2.

MISSWPN_7_NAME      | Rachete Pulson
MISSWPN_7_BRIEF     | 2 focuri, +4 să lovească
MISSWPN_7_BRIEF2    | 5 focuri, +4 să lovească
MISSWPN_7_DETAIL    | Rachete care explodează pentru 20 puncte de daune și se mișcă cu o viteză de 4 și care sunt controlate de un computer de direcționare de nivelul +4.

MISSWPN_8_NAME      | Rachete Hercular
MISSWPN_8_BRIEF     | 2 focuri, +5 să lovească
MISSWPN_8_BRIEF2    | 5 focuri, +5 să lovească
MISSWPN_8_DETAIL    | Rachete care explodează pentru 25 puncte de daune și se mișcă cu o viteză de 4.5 și care sunt controlate de un computer de direcționare de nivelul +5.

MISSWPN_9_NAME      | Rachete Zeon
MISSWPN_9_BRIEF     | 2 focuri, +6 să lovească
MISSWPN_9_BRIEF2    | 5 focuri, +6 să lovească
MISSWPN_9_DETAIL    | Rachete care explodează pentru 30 puncte de daune și se mișcă cu o viteză de 5 și care sunt controlate de un computer de direcționare de nivelul +6.

MISSWPN_10_NAME      | Rachete cu Pachet de Răspândire X
MISSWPN_10_BRIEF     | 2 focuri, MIRVS la 10
MISSWPN_10_BRIEF2    | 5 focuri, MIRVS la 10
MISSWPN_10_DETAIL    | Versiunea MIRV a Rachetei Hyper-X care se împarte în 10 obuze separate, fiecare explodând pentru 15 puncte de daune, care se mișcă cu o viteză de 3.5 și care sunt controlate de un computer de direcționare de nivelul +3.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Scut Deflector Personal
PERSSHIELD_1_DETAIL   | Protejează trupele terestre individuale cu un câmp de forțe direcțional. Adaugă +10 la toate luptele terestre.

PERSSHIELD_2_NAME     | Scut Absorbant Personal
PERSSHIELD_2_DETAIL   | Absoarbe focul tuturor armelor personale ale inamicilor. Adaugă +20 la toate luptele terestre.

PERSSHIELD_3_NAME     | Scut Barieră Personal
PERSSHIELD_3_DETAIL   | Înconjoară complet soldatul cu un câmp de forțe aproape impenetrabil. Adaugă +30 la toate luptele terestre.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Scut Planetar Clasa V
PLANETSHIELD_0_DETAIL  | Absoarbe 5 puncte de daună din toate atacurile asupra suprafeței planetei, adăugând la scuturile bazelor cu rachete.

PLANETSHIELD_1_NAME    | Scut Planetar Clasa X
PLANETSHIELD_1_DETAIL  | Absoarbe 10 puncte de daună din toate atacurile asupra suprafeței planetei, adăugând la scuturile bazelor cu rachete.

PLANETSHIELD_2_NAME    | Scut Planetar Clasa XV
PLANETSHIELD_2_DETAIL  | Absoarbe 15 puncte de daună din toate atacurile asupra suprafeței planetei, adăugând la scuturile bazelor cu rachete.

PLANETSHIELD_3_NAME    | Scut Planetar Clasa XX
PLANETSHIELD_3_DETAIL  | Absoarbe 20 puncte de daună din toate atacurile asupra suprafeței planetei, adăugând la scuturile bazelor cu rachete.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Laser de Repulsie 
REPULSOR_0_BRIEF   | Împinge o navă inamică un spațiu în spate.
REPULSOR_0_DETAIL  | Împinge o navă inamică un spațiu în spate față de nava ce folosește laserul. Această armă specială are o rază de acțiune de un spațiu.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Rezervoare de Combustibil de Rezervă
RSRVFUEL_0_BRIEF   | Extinde Raza de Acțiune a Navelor cu %1 ani-lumină.
RSRVFUEL_0_DETAIL  | Rezervoare de combustibil de rezervă ce cresc raza de acțiune ale navelor.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Controale Robotizate Îmbunătățite III 
ROBOTCTRL_0_DETAIL   | Permite operarea a 3 fabrici per populație. Costul pentru acest upgrade este prețul standard al fiecărei fabrici.

ROBOTCTRL_1_NAME     | Controale Robotizate Îmbunătățite IV
ROBOTCTRL_1_DETAIL   | Permite operarea a 4 fabrici per populație. Costul pentru acest upgrade este prețul standard al fiecărei fabrici.

ROBOTCTRL_2_NAME     | Controale Robotizate Îmbunătățite V
ROBOTCTRL_2_DETAIL   | Permite operarea a 5 fabrici per populație. Costul pentru acest upgrade este x1.5 din prețul standard al fiecărei fabrici.

ROBOTCTRL_3_NAME     | Controale Robotizate Îmbunătățite VI
ROBOTCTRL_3_DETAIL   | Permite operarea a 6 fabrici per populație. Costul pentru acest upgrade este x2 prețul standard al fiecărei fabrici.

ROBOTCTRL_4_NAME     | Controale Robotizate Îmbunătățite VII
ROBOTCTRL_4_DETAIL   | Permite operarea a 7 fabrici per populație. Costul pentru acest upgrade este x2.5 prețul standard al fiecărei fabrici.


//
// Scanner techs 
//
SCANNER_0_NAME       | Scaner de Luptă
SCANNER_0_BRIEF      | Scanează navele inamice în luptă
SCANNER_0_DETAIL     | Dezvăluie specificațiile tehnice ale navelor inamice în luptă.

SCANNER_1_NAME       | Scaner de Luptă cu Rază Lungă
SCANNER_1_BRIEF      | Detectează navele inamice până la 5 ani-lumină depărtare
SCANNER_1_DETAIL     | Detectează navele inamice până la 5 ani-lumină depărtare față de coloniile tale și 1 an-lumină față de navele tale.

SCANNER_2_NAME       | Scaner de Luptă Îmbunătățit
SCANNER_2_BRIEF      | Detectează navele inamice până la 7 ani-lumină depărtare
SCANNER_2_DETAIL     | Detectează navele inamice până la 7 ani-lumină depărtare față de coloniile tale și 2 ani-lumină față de navele tale. Destinația navelor inamice poate fi determinată.

SCANNER_3_NAME       | Scaner de Luptă Avansat
SCANNER_3_BRIEF      | Detectează navele inamice până la 9 ani-lumină depărtare
SCANNER_3_DETAIL     | Permite explorarea planetelor de către bazele coloniale până la 9 ani-lumină depărtare de acestea. De asemenea, navele tale pot detecta navele inamicilor într-o rază de 3 ani-lumină de acestea.


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Stabilizator Inerțial
SHIPINERTIAL_0_BRIEF    | Adaugă +2 la manevrabilitate
SHIPINERTIAL_0_DETAIL   | Reduce din inerția navelor, adăugând 2 clase de manevrabilitate în luptă (+2 apărare și +1 viteză în luptă).

SHIPINERTIAL_1_NAME     | Anulator Inerțial
SHIPINERTIAL_1_BRIEF    | Adaugă +4 la manevrabilitate
SHIPINERTIAL_1_DETAIL   | Elimină inerția navelor, adăugând 4 clase de manevrabilitate în luptă. De asemenea, reduce efectele atacurilor cu găuri negre cu -30%.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Anulator Tehnologic
SHIPNULLIFIER_0_BRIEF    | Distruge computerele inamice
SHIPNULLIFIER_0_DETAIL   | Afectează Computerele de Luptă și sistemele de Bruiaj Anti-Rachetă ale inamicului, reducând 2-6 nivele ale acestora. Raza de acțiune a acestui dispozitiv depășește raza majorității armelor inamice.

SHIPNULLIFIER_1_NAME     | Disipator Spațial
SHIPNULLIFIER_1_BRIEF    | Reduce din viteza navelor inamice
SHIPNULLIFIER_1_DETAIL   | Disipatoarele Spațiale sunt arme ce reduc viteza navelor inamice cu fiecare atac.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Laser
SHIPWPN_0_ITEM2        | Laser Greu
SHIPWPN_0_DETAIL       | Armă cu raze care provoacă 1-4 puncte de daună. Laserele grele au o rază de două spații și provoacă 1-7 puncte de daună.

SHIPWPN_1_NAME         | Laser Rapid
SHIPWPN_1_BRIEF        | Trage de 4 ori pe tură
SHIPWPN_1_DETAIL       | Un laser avansat care trage de patru ori pe tură pentru 1-4 puncte de daună.

SHIPWPN_2_NAME         | Tun cu Pelete Neutronice
SHIPWPN_2_BRIEF        | Înjumătățește Scuturile
SHIPWPN_2_DETAIL       | Armă grea care înjumătățește scuturile inamicilor și provoacă între 2 și 5 puncte de daună.

SHIPWPN_3_NAME         | Tun cu Ioni
SHIPWPN_3_ITEM2        | Tun cu Ioni Greu
SHIPWPN_3_DETAIL       | Armă de intensitate ridicată care provoacă 3-8 puncte de daună. Tunurile cu Ioni Grele au o rază de două spații și provoacă 3-15 puncte de daună.

SHIPWPN_4_NAME         | Accelerator de Masă
SHIPWPN_4_BRIEF        | Înjumătățește Scuturile
SHIPWPN_4_DETAIL       | Un accelerator linear care înjumătățește scuturile inamicilor și provoacă între 5 și 8 puncte de daună.

SHIPWPN_5_NAME         | Tun cu Neutroni
SHIPWPN_5_ITEM2        | Tun cu Neutroni Greu
SHIPWPN_5_DETAIL       | Laser de intensitate ridicată care provoacă 3-12 puncte de daună. Tunurile cu Neutroni Grele au o rază de două spații și provoacă 3-24 puncte de daună.

SHIPWPN_6_NAME         | Rază Gravitonică
SHIPWPN_6_BRIEF        | Atac continuu
SHIPWPN_6_DETAIL       | Rază cu efect gravitațional ce fărâmă navele inamice. Produce 1-15 puncte de daună, iar aspectul continuu al acesteia permite punctelor de daună în exces să lovească altă navă inamică.

SHIPWPN_7_NAME         | Rază Grea
SHIPWPN_7_BRIEF        | Înjumătățește Scuturile
SHIPWPN_7_DETAIL       | Rază grea care înjumătățește scuturile inamicilor și provoacă între 8 și 12 puncte de daună.

SHIPWPN_8_NAME         | Rază de Fuziune
SHIPWPN_8_ITEM2        | Rază de Fuziune Grea
SHIPWPN_8_DETAIL       | Rază de intensitate ridicată care provoacă 4-16 puncte de daună. Raza de Fuziune Grea are o rază de două spații și provoacă 4-30 puncte de daună.

SHIPWPN_9_NAME         | Tun Megabolt
SHIPWPN_9_BRIEF        | +3 nivele să lovească
SHIPWPN_9_DETAIL       | Lansează multiple raze de energie pură într-o arie de atac mare. Acestea au +30% șanse să lovească navele inamice și provoacă 2-20 de puncte de daună.

SHIPWPN_10_NAME        | Fazor
SHIPWPN_10_ITEM2       | Fazor Greu
SHIPWPN_10_DETAIL      | Raze de energie fazice ce provoacă 5-20 puncte de daună. Fazorul Greu are o rază de două spații și provoacă 5-40 puncte de daună.

SHIPWPN_11_NAME        | Auto-Tun de Neutroni
SHIPWPN_11_BRIEF       | Trage de 3 ori pe tură
SHIPWPN_11_DETAIL      | O armă grea pe bază de neutroni care trage de trei ori pe tură și provoacă 4-16 puncte de daună.

SHIPWPN_12_NAME        | Rază cu Tahioni
SHIPWPN_12_BRIEF       | Atac Continuu
SHIPWPN_12_DETAIL      | Armă ce produce o rază continuă de tahioni ce provoacă 1-25 puncte de daună. Aspectul continuu al acesteia permite punctelor de daună în exces să lovească altă navă inamică.

SHIPWPN_13_NAME        | Accelerator de Masă Automat
SHIPWPN_13_BRIEF       | Înjumătățește Scuturile, Trage de 4 ori pe tură
SHIPWPN_13_DETAIL      | Un accelerator linear avansat capabil să tragă 4 obuze explosive ce provoacă 7-10 puncte de daună fiecare. Aceste obuze înjumătățesc scuturile navelor inamice.

SHIPWPN_14_NAME        | Rază de Particule
SHIPWPN_14_BRIEF       | Înjumătățește Scuturile
SHIPWPN_14_DETAIL      | Rază de particule de intensitate ridicată ce provoacă 10-20 puncte de daună și înjumătățește scuturile navelor inamice.

SHIPWPN_15_NAME        | Tun de Plasmă
SHIPWPN_15_DETAIL      | Armă energetică ce provoacă între 6 și 30 de puncte de daună la o rază de 1.

SHIPWPN_16_NAME        | Raza Morții
SHIPWPN_16_DETAIL      | O armă antică ce deține o putere destructivă inimaginabilă. Provoacă între 200 și 1000 puncte de daună și are o rază de un spațiu.

SHIPWPN_17_NAME        | Perturbator
SHIPWPN_17_DETAIL      | Dezlănțuie atacuri de energie pură ce provoacă 10-40 puncte de daună într-o rază de două spații.

SHIPWPN_18_NAME        | Fazor Rapid
SHIPWPN_18_BRIEF       | Trage de 3 ori pe tură
SHIPWPN_18_DETAIL      | Un fazor avansat ce poate trage de 3 ori pe tură, provocând între 5 și 20 de puncte de daună cu fiecare atac.

SHIPWPN_19_NAME        | Tun de Plasmă Triplu
SHIPWPN_19_DETAIL      | Armă grea ce provoacă 20-50 puncte de daună.

SHIPWPN_20_NAME        | Convertor Stelar
SHIPWPN_20_BRIEF       | Lovește toate cele patru scuturi
SHIPWPN_20_DETAIL      | Înconjoară ținta cu un câmp ce convertește materia în energie, atacând de 4 ori provocând 10-35 puncte de daună. Acesta are o rază de 3 spații.

