

//
// Armor techs
// 
ARMOR_0_NAME     | Титанова броня
FUTUREFORCE_4_DETAIL  | Общи Подобрения в Технологията на Силовите Полета.

FUTUREFORCE_5_NAME    | Обновено Силово Поле VI
FUTUREFORCE_5_DETAIL  | Общи Подобрения в Технологията на Силовите Полета.

FUTUREFORCE_6_NAME    | Обновено Силово Поле VII
FUTUREFORCE_6_DETAIL  | Общи Подобрения в Технологията на Силовите Полета.

FUTUREFORCE_7_NAME    | Обновено Силово Поле VIII
FUTUREFORCE_7_DETAIL  | Общи Подобрения в Технологията на Силовите Полета.

FUTUREFORCE_8_NAME    | Обновено Силово Поле IX
FUTUREFORCE_8_DETAIL  | Общи Подобрения в Технологията на Силовите Полета.

FUTUREFORCE_9_NAME    | Обновено Силово Поле X
FUTUREFORCE_9_DETAIL  | Общи Подобрения в Технологията на Силовите Полета.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Обновена Планетология I
FUTUREPLANET_0_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_1_NAME    | Обновена Планетология II
FUTUREPLANET_1_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_2_NAME    | Обновена Планетология III
FUTUREPLANET_2_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_3_NAME    | Обновена Планетология IV
FUTUREPLANET_3_DETAIL  | Общи Подобрения в Планетологичната Технология

FUTUREPLANET_4_NAME    | Обновена Планетология V
FUTUREPLANET_4_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_5_NAME    | Обновена Планетология VI
FUTUREPLANET_5_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_6_NAME    | Обновена Планетология VII
FUTUREPLANET_6_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_7_NAME    | Обновена Планетология VIII
FUTUREPLANET_7_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_8_NAME    | Обновена Планетология IX
FUTUREPLANET_8_DETAIL  | Общи Подобрения в Планетологичната Технология.

FUTUREPLANET_9_NAME    | Обновена Планетология X
FUTUREPLANET_9_DETAIL  | Общи Подобрения в Планетологичната Технология.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Обновени Двигатели I
FUTUREPROP_0_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_1_NAME    | Обновени Двигатели II
FUTUREPROP_1_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_2_NAME    | Обновени Двигатели III
FUTUREPROP_2_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_3_NAME    | Обновени Двигатели IV
FUTUREPROP_3_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_4_NAME    | Обновени ДвигателиV
FUTUREPROP_4_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_5_NAME    | Обновени Двигатели VI
FUTUREPROP_5_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_6_NAME    | Обновени Двигатели VII
FUTUREPROP_6_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_7_NAME    | Обновени Двигатели VIII
FUTUREPROP_7_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_8_NAME    | Обновени Двигатели IX
FUTUREPROP_8_DETAIL  | Общи Подобрения в Двигателната Технология.

FUTUREPROP_9_NAME    | Обновени Двигатели X
FUTUREPROP_9_DETAIL  | Общи Подобрения в Двигателната Технология.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Обновени Оръжия I
FUTUREWEAPON_0_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_1_NAME    | Обновени Оръжия II
FUTUREWEAPON_1_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_2_NAME    | Обновени Оръжия III
FUTUREWEAPON_2_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_3_NAME    | Обновени Оръжия IV
FUTUREWEAPON_3_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_4_NAME    | Обновени Оръжия V
FUTUREWEAPON_4_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_5_NAME    | Обновени Оръжия VI
FUTUREWEAPON_5_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_6_NAME    | Обновени Оръжия VII
FUTUREWEAPON_6_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_7_NAME    | Обновени Оръжия VIII
FUTUREWEAPON_7_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_8_NAME    | Обновени Оръжия IX
FUTUREWEAPON_8_DETAIL  | Общи Подобрения в Оръжейната Технология.

FUTUREWEAPON_9_NAME    | Обновени Оръжия X
FUTUREWEAPON_9_DETAIL  | Общи Подобрения в Оръжейната Технология. 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Лазери за Ръце
HANDWEAPON_1_DETAIL    | Персонални лазери, които добавят 5 към вашите земни бойни ролове.

HANDWEAPON_2_NAME      | Йонна Пушка
HANDWEAPON_2_DETAIL    | Персонални лъчеви оръжия, които добавят 10 точки към вашите земни атаки.

HANDWEAPON_3_NAME      | Фузионна Пушка
HANDWEAPON_3_DETAIL    | Неточни, но невероятно мощни лъчеви оръжия, които добавят 20 точки към вашите земни бойни ролове.

HANDWEAPON_4_NAME      | Ръчен Унищожител
HANDWEAPON_4_DETAIL    | Мощни ръчни енергийни оръжия, способни да намалят противника до неговите съставни атоми. Добавя 25 към вашите земни бойни ролове.

HANDWEAPON_5_NAME      | Плазмена Пушка
HANDWEAPON_5_DETAIL    | Най-опустошителното налично ръчно оръжие. Добавя 30 към вашите земни атаки.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Хиперпространствени Комуникации
HYPERSPACE_0_DETAIL    | Позволява ви да комуникирате с корабни флоти в хиперпространството и да променяте дестинациите им, докато са на път.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Подобрена Индустриална Технология 9
IMPRINDUSTRY_0_DETAIL   | Намалява разходите за фабрично строителство до 9 BC на фабрика.

IMPRINDUSTRY_1_NAME     | Подобрена индустриална Технология 8
IMPRINDUSTRY_1_DETAIL   | Намалява разходите за фабрично строителство до 8 BC на фабрика.

IMPRINDUSTRY_2_NAME     | Подобрена индустриална Технология 7
IMPRINDUSTRY_2_DETAIL   | Намалява разходите за фабрично строителство до 7 BC на фабрика.

IMPRINDUSTRY_3_NAME     | Подобрена индустриална Технология 6
IMPRINDUSTRY_3_DETAIL   | Намалява разходите за фабрично строителство до 6 BC на фабрика.

IMPRINDUSTRY_4_NAME     | Подобрена индустриална Технология 5
IMPRINDUSTRY_4_DETAIL   | Намалява разходите за фабрично строителство до 5 BC на фабрика.

IMPRINDUSTRY_5_NAME     | Подобрена индустриална Технология 4
IMPRINDUSTRY_5_DETAIL   | Намалява разходите за фабрично строителство до 4 BC на фабрика.

IMPRINDUSTRY_6_NAME     | Подобрена индустриална Технология 3
IMPRINDUSTRY_6_DETAIL   | Намалява разходите за фабрично строителство до 3 BC на фабрика.

IMPRINDUSTRY_7_NAME     | Подобрена индустриална Технология 2
IMPRINDUSTRY_7_DETAIL   | Намалява разходите за фабрично строителство до 2 BC на фабрика.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Подобрено Тераформиране +10
IMPRTFORM_0_DETAIL      | Увеличава капацитета за население на планетите с 10M за цена от 5 BC на милион.

IMPRTFORM_1_NAME        | Подобрено Тераформиране +20
IMPRTFORM_1_DETAIL      | Увеличава капацитета за население на планетите с 20M за цена от 5 BC на милион.

IMPRTFORM_2_NAME        | Подобрено Тераформиране +30
IMPRTFORM_2_DETAIL      | Увеличава капацитета за население на планетите с 30M за цена от 4 BC на милион.

IMPRTFORM_3_NAME        | Подобрено Тераформиране +40
IMPRTFORM_3_DETAIL      | Увеличава капацитета за население на планетите с 40M за цена от 4 BC на милион.

IMPRTFORM_4_NAME        | Подобрено Тераформиране +50
IMPRTFORM_4_DETAIL      | Увеличава капацитета за население на планетите с 50M за цена от 3 BC на милион.

IMPRTFORM_5_NAME        | Подобрено Тераформиране +60
IMPRTFORM_5_DETAIL      | Увеличава капацитета за население на планетите с 60M за цена от 3 BC на милион.

IMPRTFORM_6_NAME        | Подобрено Тераформиране +80
IMPRTFORM_6_DETAIL      | Увеличава капацитета за население на планетите с 80M за цена от 2 BC на милион.

IMPRTFORM_7_NAME        | Подобрено Тераформиране +100
IMPRTFORM_7_DETAIL      | Увеличава капацитета за население на планетите с 100M за цена от 2 BC на милион.

IMPRTFORM_8_NAME        | Пълно Тераформиране
IMPRTFORM_8_DETAIL      | Увеличава капацитета за население на планетите с 120M за цена от 2 BC на милион.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Намалени Промишлени Отпадъци 80%
INDWASTE_0_DETAIL       | Намалява фабричните нива на замърсяване до 80% от нормалното ниво.

INDWASTE_1_NAME         | Намалени Промишлени Отпадъци 60%
INDWASTE_1_DETAIL       | Намалява фабричните нива на замърсяване до 60% от нормалното ниво.

INDWASTE_2_NAME         | Намалени Промишлени Отпадъци 40%
INDWASTE_2_DETAIL       | Намалява фабричните нива на замърсяване до 40% от нормалното ниво.

INDWASTE_3_NAME         | Намалени Промишлени Отпадъци 20%
INDWASTE_3_DETAIL       | Намалява фабричните нива на замърсяване до 20% от нормалното ниво.

INDWASTE_4_NAME         | Елиминиране на Индустриални Отпадъци
INDWASTE_4_DETAIL       | Фабриките вече не Замърсяват.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Противоракетни Ракети
MISSDEF_0_BRIEF     | 40% шанс за унищожаване на ракети
MISSDEF_0_DETAIL    | През-Светлинни ракети, способни да унищожат входящите вражески ракети  40% от пътите, -1% от технологично ниво на ракетата.

MISSDEF_1_NAME      | Жиро Щит
MISSDEF_1_BRIEF     | 75% шанс за унищожаване на ракети
MISSDEF_1_DETAIL    | Енергийно поле, което унищожава входящите вражески ракети и торпеда 75% от пътите, -1% от технологично ниво на ракетата.

MISSDEF_2_NAME      | Мълниеносен Щит
MISSDEF_2_BRIEF     | 100% шанс за унищожаване на ракети
MISSDEF_2_DETAIL    | Енергийно поле, което унищожава входящите вражески ракети и торпеда 100% от пътите, -1% от технологично ниво на ракетата.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Ядрена Ракета
MISSWPN_0_BRIEF     | 2 изстрела, +1 скорост
MISSWPN_0_BRIEF2    | 5 изстрела
MISSWPN_0_DETAIL    | Ракети с ядрени бойни глави, които експлодират за 4 точки щета и се движат със скорост 2.

MISSWPN_1_NAME      | Ракети Хипер-V
MISSWPN_1_BRIEF     | 2 изстрела, +1 скорост
MISSWPN_1_BRIEF2    | 5 изстрела
MISSWPN_1_DETAIL    | Бързи ракети, които експлодират за 6 точки щета и се движат със скорост 2,5.

MISSWPN_2_NAME      | Ракети Хипер-X
MISSWPN_2_BRIEF     | 2 изстрела, +1 скорост
MISSWPN_2_BRIEF2    | 5 изстрела, +1 към уцелване
MISSWPN_2_DETAIL    | Ракети, снабдени с високоенергийни бойни глави, които експлодират за 8 точки щета, движат се със скорост 2,5 и се контролират от компютър за насочване на ниво +1.

MISSWPN_3_NAME      | Ракети Разпръквачи V
MISSWPN_3_BRIEF     | 2 изстрела, +1 скорост
MISSWPN_3_BRIEF2    | 5 изстрела
MISSWPN_3_DETAIL    | Версиите на Мирв на Ракети Хипер-В, разделени на пет отделни бойни глави, всяка от които експлодира за 6 точки щета и се движи със скорост 2,5.

MISSWPN_4_NAME      | Меркулитови Ракети
MISSWPN_4_BRIEF     | 2 изстрела, +2 към уцелване
MISSWPN_4_BRIEF2    | 5 изстрела, +2 към уцелване
MISSWPN_4_DETAIL    | Ударни, бързи ракети, които експлодират за 10 точки щета, движат се със скорост 3 и се управляват от компютър за насочване +2.

MISSWPN_5_NAME      | Ужилващи Ракети
MISSWPN_5_BRIEF     | 2 изстрела, +3 към уцелване
MISSWPN_5_BRIEF2    | 5 изстрела, +3 към уцелване
MISSWPN_5_DETAIL    | Бавни, хиперточни ракети, нанасят 15 точки щета, движат се със скорост 3,5 и се управляват от усъвършенстван компютър за насочване +3.

MISSWPN_6_NAME      | Ракети Разпръквачи VII 
MISSWPN_6_BRIEF     | 2 изстрела, MIRVS to 7
MISSWPN_6_BRIEF2    | 5 изстрела, MIRVS to 7
MISSWPN_6_DETAIL    | MIRV versions of Hyper-X Rockets, splitting into 7 separate warheads that each explode for 10 points of damage, move at a speed of 3, and are guided by a +2 targeting computer.

MISSWPN_7_NAME      | Ракети Пулсиращи
MISSWPN_7_BRIEF     | 2 изстрела, +4 към уцелване
MISSWPN_7_BRIEF2    | 5 изстрела, +4 към уцелване
MISSWPN_7_DETAIL    | Мощни ракети, оборудвани с бойни глави анти-материя, които експлодират за 20 точки щета, движат се със скорост 4 и се управляват от компютър за насочване +4.

MISSWPN_8_NAME      | Херкуларни Ракети
MISSWPN_8_BRIEF     | 2 изстрела, +5 към уцелване
MISSWPN_8_BRIEF2    | 5 изстрела, +5 към уцелване
MISSWPN_8_DETAIL    | Силно усъвършенствана ракета, която експлодира за 25 точки щета. Херкуларните ракети се движат със скорост 4,5 и се управляват от компютър за насочване +5.

MISSWPN_9_NAME      | Ракети Зион
MISSWPN_9_BRIEF     | 2 изстрела, +6 към уцелване
MISSWPN_9_BRIEF2    | 5 изстрела, +6 към уцелване
MISSWPN_9_DETAIL    | Най-модерните ракети. Способни да нанасят удар на вражеските кораби за 30 точки щета и да се движат със скорост 5. Ракетата се управлява от компютър за насочване +6

MISSWPN_10_NAME      | Ракети Разпръквачи X 
MISSWPN_10_BRIEF     | 2 изстрела, MIRVS to 10
MISSWPN_10_BRIEF2    | 5 изстрела, MIRVS to 10
MISSWPN_10_DETAIL    | Версиите Мирв на Ужилващите Ракети, разделени на 10 отделни бойни глави, всяка от които експлодира за 15 точки щета, движат се със скорост 3,5 и се ръководят от компютър за насочване +3.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Личен Отклоняващ Щит
PERSSHIELD_1_DETAIL   | Защитава отделни сухопътни войски с насочено силово поле. Добавя +10 към всички земни бойни битки.

PERSSHIELD_2_NAME     | Личен Абсорбиращ Щит
PERSSHIELD_2_DETAIL   | Абсорбира щети от всички ръчни оръжия. Добавя +20 към всички земни бойни битки.

PERSSHIELD_3_NAME     | Личен Бариерен Щит
PERSSHIELD_3_DETAIL   | Изцяло обгръща войника в почти непроницаемо силово поле. Добавя +30 към всички земни бойни ролове.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Ниво V Планетарни Щитове
PLANETSHIELD_0_DETAIL  | Абсорбира 5 точки щети от всички атаки срещу повърхностите на планетата, добавяйки към дефлекторните щитове на ракетната база.

PLANETSHIELD_1_NAME    | Ниво X Планетарни Щитове
PLANETSHIELD_1_DETAIL  | Абсорбира 10 точки щети от всички атаки срещу повърхностите на планетата, добавяйки към дефлекторните щитове на ракетната база.

PLANETSHIELD_2_NAME    | Ниво XV Планетарни Щитове
PLANETSHIELD_2_DETAIL  | Абсорбира 15 точки щети от всички атаки срещу повърхностите на планетата, добавяйки към дефлекторните щитове на ракетната база.

PLANETSHIELD_3_NAME    | Ниво XX Планетарни Щитове
PLANETSHIELD_3_DETAIL  | Абсорбира 20 точки щети от всички атаки срещу повърхностите на планетата, добавяйки към дефлекторните щитове на ракетната база.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Отблъскващ Лъч
REPULSOR_0_BRIEF   | Премества вражеските кораби назад с 1 пространство
REPULSOR_0_DETAIL  | Отблъсква вражеските кораби на едно разстояние от защищаващия се кораб. Това специално оръжие има обхват от едно пространство.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Резервни Резервоари за Гориво
RSRVFUEL_0_BRIEF   | Удължава Обхвата на Кораба %1 Светлинни Години
RSRVFUEL_0_DETAIL  | Резервните Резервоари за Гориво увеличават обхвата на кораба.

//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Подобрено Роботизирано Управление III
ROBOTCTRL_0_DETAIL   | Позволява да работят 3 фабрики на население. Разходите за обновяване на надстройката са половината от стандартните разходи за всяка фабрика.

ROBOTCTRL_1_NAME     | Подобрено Роботизирано Управление IV
ROBOTCTRL_1_DETAIL   | Позволява да работят 4 фабрики на население. Разходите за обновяване на надстройката са стандартните разходи за всяка фабрика.

ROBOTCTRL_2_NAME     | Подобрено Роботизирано Управление V
ROBOTCTRL_2_DETAIL   | Позволява да работят 5 фабрики на население. Разходите за обновяване на надстройката са един и половина пъти стандартните разходи за всяка фабрика.

ROBOTCTRL_3_NAME     | Подобрено Роботизирано Управление VI
ROBOTCTRL_3_DETAIL   | Позволява да работят 6 фабрики на население. Разходите за обновяване на надстройката са два пъти по-големи от стандартното за всяка фабрика.

ROBOTCTRL_4_NAME     | Подобрено Роботизирано Управление VII
ROBOTCTRL_4_DETAIL   | Позволява да работят 7 фабрики на население. Цената за обновяване на модернизацията е 2,5 пъти стандартната цена за всяка фабрика.


//
// Scanner techs 
//
SCANNER_0_NAME       | Боен Скенер
SCANNER_0_BRIEF      | Сканира Вражески Кораби в Битка
SCANNER_0_DETAIL     | Разкрива технически спецификации на вражеските космически кораби в битка.

SCANNER_1_NAME       | Скенер за Дълбоко Космическо Пространство
SCANNER_1_BRIEF      | Открива кораби на разстояние до 5 светлинни години
SCANNER_1_DETAIL     | Открива вражески кораби на разстояние до 5 светлинни години от вашите колонии и на 1 светлинна година от вашите кораби.

SCANNER_2_NAME       | Подобрен Космически Скенер
SCANNER_2_BRIEF      | Открива кораби и дестинации на разстояние до 7 светлинни години
SCANNER_2_DETAIL     | Открива вражески кораби на разстояние до 7 светлинни години от вашите колонии и на 2 светлинни години от вашите кораби. Дестинациите на врага могат да бъдат определени.

SCANNER_3_NAME       | Напреднал Космически Скенер
SCANNER_3_BRIEF      | Позволява изследване на планети на разстояние до 9 светлинни години
SCANNER_3_DETAIL     | Позволява изследване на планетата от базата на колонии на разстояние до 9 светлинни години и откриване на вражески кораби на разстояние до 3 светлинни години от вашите кораби

//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Инерционен Стабилизатор
SHIPINERTIAL_0_BRIEF    | Добавя +2 към маневреност
SHIPINERTIAL_0_DETAIL   | Намалява инерцията на корабите, добавяйки 2 нива маневреност в битка (+2 отбрана и +1 бойна скорост).

SHIPINERTIAL_1_NAME     | Инерционен Нулификатор
SHIPINERTIAL_1_BRIEF    | Добавя +4 към маневреността
SHIPINERTIAL_1_DETAIL   | Анулира инерцията на корабите, добавяйки 4 нива маневреност в битка. Също така намалява ефекта от атаките на Черната дупка с -30%.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Технологичен Нулификатор
SHIPNULLIFIER_0_BRIEF    | Унищожава вражеските компютри
SHIPNULLIFIER_0_DETAIL   | Разбърква вражески Военни Компютри и ECM, намалявайки ги от 2-6 нива на атака. Обхватът му надхвърля повечето корабни оръжия.

SHIPNULLIFIER_1_NAME     | Ограничител на Скоростта
SHIPNULLIFIER_1_BRIEF    | Намалява скоростта на вражеските кораби
SHIPNULLIFIER_1_DETAIL   | Ограничител на Скоростта са оръжия с голям обсег, които нарушават вражеските двигатели на звездни кораби, намалявайки скоростта им с всяка атака.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Лазер
SHIPWPN_0_ITEM2        | Силен Лазер
SHIPWPN_0_DETAIL       | Оръжие с пряка стрелба, което нанася 1-4 точки щети. Тежките лазери имат обхват от 2 пространства и нанасят 1-7 точки щета.

SHIPWPN_1_NAME         | Автоматен Лазер
SHIPWPN_1_BRIEF        | Изстрелва 4 пъти/ход
SHIPWPN_1_DETAIL       | Усъвършенстван лазер, който изстрелва до четири пъти на ход за 1-4 точки щета при всеки удар.

SHIPWPN_2_NAME         | Пистолет с Неутронни Пелети
SHIPWPN_2_BRIEF        | Намалява на полувина силата на защитите
SHIPWPN_2_DETAIL       | Оръжие с тежки частици, което намалява наполовина ефективността на вражеските дефлекторни щитове и нанася 2 до 5 точки щета.

SHIPWPN_3_NAME         | Йонно Оръдие 
SHIPWPN_3_ITEM2        | Силно Йонно Оръдие
SHIPWPN_3_DETAIL       | Високоинтензивни лъчеви оръжия, способни да нанесат 3-8 точки щети. Силните йонни оръдия удрят за 3-15 и имат обхват от 2 пространства.

SHIPWPN_4_NAME         | Масов Ускорител
SHIPWPN_4_BRIEF        | Намалява на полувина силата на защитите
SHIPWPN_4_DETAIL       | Линеен ускорител, който намалява наполовина ефективността на вражеските дефлекторни щитове и нанася 5-8 точки щета.

SHIPWPN_5_NAME         | Неутронна Пушка
SHIPWPN_5_ITEM2        | Силен Неутронен Пистолет
SHIPWPN_5_DETAIL       | Оръжия с висока мощност, способни да нанесат 3-12 точки щета. Тежките неутронни бластери удрят за 3-24 точки и имат обхват от 2 пространства .

SHIPWPN_6_NAME         | Гравитационен Лъч
SHIPWPN_6_BRIEF        | Пронизваема Атака
SHIPWPN_6_DETAIL       | Трактор-неутрализиращ лъч, способен да разпръсква кораби на парчета. Той удря за 1-15 точки щети, а ефектът на непрекъснатото пронизващата атака позволява щети да се пренасят на други кораби.

SHIPWPN_7_NAME         | Тежък Лъч
SHIPWPN_7_BRIEF        | Намалява на полувина силата на защитите
SHIPWPN_7_DETAIL       | Оръжие което обръща от енергия към материя, намалява наполовина ефективността на вражеските дефлекторни щитове и нанася 8-12 точки щета.

SHIPWPN_8_NAME         | Tермоядрен Лъч
SHIPWPN_8_ITEM2        | Силен Tермоядрен Лъч
SHIPWPN_8_DETAIL       | Високоинтензивно лъчево оръжие, способно да нанесе 4-16 точки повреда. Тежките термоядрени лъчи удрят за 4-30 точки и имат 2 пространства.

SHIPWPN_9_NAME         | Mегаболтово Oръдие
SHIPWPN_9_BRIEF        | +3 Нива за Удряне
SHIPWPN_9_DETAIL       | Пуска множество болтове чиста енергия в широко поле. Той има + 30% бонус шанс за удар и удря за 2-20 точки щети.

SHIPWPN_10_NAME        | Фазор
SHIPWPN_10_ITEM2       | Силен Фазор
SHIPWPN_10_DETAIL      | Фазово-енергийни лъчи, способни да причинят 5 до 20 точки щети. Тежките фазори нанасят поражения от 5-40 точки и имат обхват от две пространства.

SHIPWPN_11_NAME        | Авто Пушка
SHIPWPN_11_BRIEF       | Стреля 3 пъти/ход
SHIPWPN_11_DETAIL      | Усъвършенствана неутронна пушка, който изстрелва до три пъти на ход за 4-16 точки повреда за удар.

SHIPWPN_12_NAME        | Тахионен Лъч
SHIPWPN_12_BRIEF       | Пронизваема Атака
SHIPWPN_12_DETAIL      | Изстрелва интензивен поток от тахионни частици, които удрят вражески кораби за 1-25 точки. ефектът на непрекъснатото пронизващата атака позволява щети да се пренасят на други кораби.

SHIPWPN_13_NAME        | Гаусово Авто-Оръдие
SHIPWPN_13_BRIEF       | 1/2 Щитове, Стрелят 4x
SHIPWPN_13_DETAIL      | Усъвършенстван линеен ускорител, способен да изстреля 4 експлозивни изстрела на ход, които нанасят 7 до 10 точки щети всеки. Тези снаряди също намаляват наполовина ефективността на вражеските щитове.

SHIPWPN_14_NAME        | Лъч от Частици
SHIPWPN_14_BRIEF       | Намалява на полувина силата на защитите
SHIPWPN_14_DETAIL      | Ускорители на частици с висока интензивност, способни да удрят вражески кораби за 10-20 точки щета и да намалят наполовина ефективността на дефлекторните им щитове.

SHIPWPN_15_NAME        | Плазмено Оръдие
SHIPWPN_15_DETAIL      | Изстрелва интензивни енергийни болтове, които нанасят 6-30 точки щети в диапазон от 1.

SHIPWPN_16_NAME        | Умъртвяващ Лъч
SHIPWPN_16_DETAIL      | Древно оръжие с невероятно разрушителна сила, което нанася 200-1000 точки щети и има обхват от едно пространство.

SHIPWPN_17_NAME        | Прекъсвач
SHIPWPN_17_DETAIL      | Пуска огромни болтове чиста енергия, които могат да удрят вражески цели на разстояние до две пространства за 10-40 точки щети.

SHIPWPN_18_NAME        | Пулсиращ Фазор
SHIPWPN_18_BRIEF       | Изстрелва 3 пъти/ход
SHIPWPN_18_DETAIL      | Усъвършенстван фазор, способен да изстреля 3 изстрела на ход за 5-20 точки щета при всеки удар.

SHIPWPN_19_NAME        | Трифокусно Плазмено Оръдие
SHIPWPN_19_DETAIL      | Изстрелва триада плазмени лъчи с висока интензивност, способни да нанесат от 20 до 50 точки щети.

SHIPWPN_20_NAME        | Звездно Преправяне
SHIPWPN_20_BRIEF       | Удря всички четири щитове 
SHIPWPN_20_DETAIL      | Обгражда целта с изключително мощно поле за преобразуване на материя-енергия, нанасяйки четири атаки от 10 до 35 точки. Той има диапазон от 3 пространства.

SHIPWPN_21_NAME        | Разкъсващо Устройство
SHIPWPN_21_DETAIL      | Изпраща огромни количества фокусирана енергия по вражески цели, нанасяйки 20-100 точки щети.

SHIPWPN_22_NAME        | Пронизваема Амеба
SHIPWPN_22_DETAIL      | A stream that does 250-1000 points of damage and has a range of 3 spaces. Its continuous streaming effect allows it to carry damage over from one ship to another.

SHIPWPN_23_NAME        | Кристалният Лъч
SHIPWPN_23_DETAIL      | Лъч, който обгражда щитовете на целта, доставяйки 4 атаки за по 100-300 точки повреда всяка. Той има диапазон от 3 пространства.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Обогатяване на Почвата
SOILENRICH_0_DETAIL   | Преобразува стандартните планети в плодородна среда, увеличавайки нарастването на населението с  50% и увеличавайки основния размер на планетите с +25% за еднократен разход от 150 BC.

SOILENRICH_1_NAME     | Напреднало Обогатяване на Почвата
SOILENRICH_1_DETAIL   | Преобразува стандартни и плодородни планети в гаяс, удвоявайки нарастването на населението и увеличавайки основния размер на планетата с +50% за еднократен разход от 300 BC.


//
// Stargate tech
//
STARGATE_0_NAME      | Междугалактически Звездни Летища
STARGATE_0_DETAIL    | Позволява на вашите кораби да се движат между всеки две планети, оборудвани със звездни летища, само с един ход. Струва 3000 BC да се построй.


//
// Stasis Field tech
//
STASIS_0_NAME      | Статис Поле
STASIS_0_BRIEF     | Замразява Врага за 1 Ход
STASIS_0_DETAIL    | Замразява една група вражески кораби на разстояние до едно пространство за един ход. Замразените кораби не могат да атакуват или да бъдат атакувани.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Пронизващ Йонен Проектор
STREAMWPN_0_BRIEF   | Намалява вражеската броня с 20%
STREAMWPN_0_DETAIL  | Изстрелва интензивен йонен взрив, намалявайки бронята на всяка цел в противниковата група с 20% плюс 1% на всеки 2 стрелящи кораба, до максимум 50% от началните й точки за попадение за атака.

STREAMWPN_1_NAME    | Пронизващ Неутронен Проектор 
STREAMWPN_1_BRIEF   | Намалява бронята на врага с 40%
STREAMWPN_1_DETAIL  | Изстрелва взрив от концентриран неутрон, намалявайки бронята на всяка мишена от противниковата група с 40% плюс 1% на стрелящ кораб, до максимум 75% от точките на удара за атака.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Под-Космически Интердиктор
SUBSPACEINT_0_DETAIL  | Предотвратява използването на вражески подкосмически телепорти и бойни транспортери. Устройството автоматично се добавя към ракетните бази.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Под-Космически Телепортер
