

//
// Armor techs
// 
ARMOR_0_NAME     | Θωράκιση Τιτανίου
ENGINE_4_BRIEF   | Στρέβλωση 5  Αμ %1
ENGINE_4_BRIEF2  | Ταχύτητα Μάχης %1

ENGINE_5_NAME    | Κινητήρας Ιόντων
ENGINE_5_DETAIL  | Κινεί τα σκάφη με Ταχύτητα Στρέβλωσης %1, και επιτρέπει μέγιστη κινητικότητα κλάσης VI στη μάχη.
ENGINE_5_ITEM    | Ιόντων
ENGINE_5_ITEM2   | Κλάση 6
ENGINE_5_BRIEF   | Στρέβλωση 6  Αμ %1
ENGINE_5_BRIEF2  | Ταχύτητα Μάχης %1

ENGINE_6_NAME    | Κινητήρας Αντί-Ύλης
ENGINE_6_DETAIL  | Κινεί τα σκάφη με Ταχύτητα Στρέβλωσης %1, και επιτρέπει μέγιστη κινητικότητα κλάσης VII στη μάχη.
ENGINE_6_ITEM    | Αντί-Ύλης
ENGINE_6_ITEM2   | Κλάση 7
ENGINE_6_BRIEF   | Στρέβλωση 7  Αμ %1
ENGINE_6_BRIEF2  | Ταχύτητα Μάχης %1

ENGINE_7_NAME    | Κινητήρας Εσωτερικού Συγχρονισμού
ENGINE_7_DETAIL  | Κινεί τα σκάφη με Ταχύτητα Στρέβλωσης %1, και επιτρέπει μέγιστη κινητικότητα κλάσης VIII στη μάχη.
ENGINE_7_ITEM    | Εσωτερικού Συγχρονισμού
ENGINE_7_ITEM2   | Κλάση 8
ENGINE_7_BRIEF   | Στρέβλωση 8  Αμ %1
ENGINE_7_BRIEF2  | Ταχύτητα Μάχης %1

ENGINE_8_NAME    | Ύπερ Κινητήρες
ENGINE_8_DETAIL  | Κινεί τα σκάφη με Ταχύτητα Στρέβλωσης %1, και επιτρέπει μέγιστη κινητικότητα κλάσης IX στη μάχη.
ENGINE_8_ITEM    | Ύπερ
ENGINE_8_ITEM2   | Κλάση 9
ENGINE_8_BRIEF   | Στρέβλωση 9  Αμ %1
ENGINE_8_BRIEF2  | Ταχύτητα Μάχης %1


//
// Fuel Range techs
//
FUELRANGE_0_NAME   | Κύτταρα Καυσίμων
FUELRANGE_0_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_1_NAME   | Υδρογονικές Κυψέλες Καυσίμων
FUELRANGE_1_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_2_NAME   | Κύτταρα Καυσίμων Δευτέριου
FUELRANGE_2_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_3_NAME   | Κυψέλες Καυσίμων Ιρίδιου
FUELRANGE_3_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_4_NAME   | Δοτομικοί Κρύσταλοι
FUELRANGE_4_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_5_NAME   | Κύτταρα Καυσίμων Ιουρίδιου
FUELRANGE_5_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_6_NAME   | Κυψέλες Καυσίμου Επαναίαντα ΙΙ
FUELRANGE_6_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_7_NAME   | Κρύσταλοι Τριλίθιου
FUELRANGE_7_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να απομακρύνονται έως %1 έτη Φωτός μακρυά από αποικίες.

FUELRANGE_8_NAME   | Κυψέλες Θορίου
FUELRANGE_8_DETAIL | Αυτά τα αποθέματα καυσίμων επιτρέπουν στα σκάφη να ταξιδεύουν σε όποια απόσταση είναι επιθυμητό μακρυά από αποικίες.


//
// Future Computer techs
//
FUTURECOMP_0_NAME    | Υπολογιστές του Μέλλοντος I
FUTURECOMP_0_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_1_NAME    | Υπολογιστές του Μέλλοντος II
FUTURECOMP_1_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_2_NAME    | Υπολογιστές του Μέλλοντος III
FUTURECOMP_2_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_3_NAME    | Υπολογιστές του Μέλλοντος IV
FUTURECOMP_3_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_4_NAME    | Υπολογιστές του Μέλλοντος V
FUTURECOMP_4_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_5_NAME    | Υπολογιστές του Μέλλοντος VI
FUTURECOMP_5_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_6_NAME    | Υπολογιστές του Μέλλοντος VII
FUTURECOMP_6_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_7_NAME    | Υπολογιστές του Μέλλοντος VIII
FUTURECOMP_7_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_8_NAME    | Υπολογιστές του Μέλλοντος IX
FUTURECOMP_8_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών.

FUTURECOMP_9_NAME    | Υπολογιστές του Μέλλοντος X
FUTURECOMP_9_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Υπολογιστών. 


//
// Future Construction techs
//
FUTURECONST_0_NAME    | Κατασκευές του Μέλλοντος I
FUTURECONST_0_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_1_NAME    | Κατασκευές του Μέλλοντος II
FUTURECONST_1_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_2_NAME    | Κατασκευές του Μέλλοντος III
FUTURECONST_2_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_3_NAME    | Κατασκευές του Μέλλοντος IV
FUTURECONST_3_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_4_NAME    | Κατασκευές του Μέλλοντος V
FUTURECONST_4_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_5_NAME    | Κατασκευές του Μέλλοντος VI
FUTURECONST_5_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_6_NAME    | Κατασκευές του Μέλλοντος VII
FUTURECONST_6_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_7_NAME    | Κατασκευές του Μέλλοντος VIII
FUTURECONST_7_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_8_NAME    | Κατασκευές του Μέλλοντος IX
FUTURECONST_8_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.

FUTURECONST_9_NAME    | Κατασκευές του Μέλλοντος X
FUTURECONST_9_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Κατασκευών.


//
// Future Force Field techs
//
FUTUREFORCE_0_NAME    | Μελλοντικά Ενεργειακά Πεδία I
FUTUREFORCE_0_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_1_NAME    | Μελλοντικά Ενεργειακά Πεδία II
FUTUREFORCE_1_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_2_NAME    | Μελλοντικά Ενεργειακά Πεδία III
FUTUREFORCE_2_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_3_NAME    | Μελλοντικά Ενεργειακά Πεδία IV
FUTUREFORCE_3_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_4_NAME    | Μελλοντικά Ενεργειακά Πεδία V
FUTUREFORCE_4_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_5_NAME    | Μελλοντικά Ενεργειακά Πεδία VI
FUTUREFORCE_5_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_6_NAME    | Μελλοντικά Ενεργειακά Πεδία VII
FUTUREFORCE_6_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_7_NAME    | Μελλοντικά Ενεργειακά Πεδία VIII
FUTUREFORCE_7_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_8_NAME    | Μελλοντικά Ενεργειακά Πεδία IX
FUTUREFORCE_8_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.

FUTUREFORCE_9_NAME    | Μελλοντικά Ενεργειακά Πεδία X
FUTUREFORCE_9_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Ενεργειακών Πεδίων.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Μελλοντική Πλανετολογία I
FUTUREPLANET_0_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_1_NAME    | Μελλοντική Πλανετολογία II
FUTUREPLANET_1_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_2_NAME    | Μελλοντική Πλανετολογία III
FUTUREPLANET_2_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_3_NAME    | Μελλοντική Πλανετολογία IV
FUTUREPLANET_3_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_4_NAME    | Μελλοντική Πλανετολογία V
FUTUREPLANET_4_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_5_NAME    | Μελλοντική Πλανετολογία VI
FUTUREPLANET_5_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_6_NAME    | Μελλοντική Πλανετολογία VII
FUTUREPLANET_6_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_7_NAME    | Μελλοντική Πλανετολογία VIII
FUTUREPLANET_7_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_8_NAME    | Μελλοντική Πλανετολογία IX
FUTUREPLANET_8_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.

FUTUREPLANET_9_NAME    | Μελλοντική Πλανετολογία X
FUTUREPLANET_9_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πλανητολογίας.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Πρόωση του Μέλλοντος I
FUTUREPROP_0_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_1_NAME    | Πρόωση του Μέλλοντος II
FUTUREPROP_1_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_2_NAME    | Πρόωση του Μέλλοντος III
FUTUREPROP_2_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_3_NAME    | Πρόωση του Μέλλοντος IV
FUTUREPROP_3_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_4_NAME    | Πρόωση του Μέλλοντος V
FUTUREPROP_4_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_5_NAME    | Πρόωση του Μέλλοντος VI
FUTUREPROP_5_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_6_NAME    | Πρόωση του Μέλλοντος VII
FUTUREPROP_6_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_7_NAME    | Πρόωση του Μέλλοντος VIII
FUTUREPROP_7_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_8_NAME    | Πρόωση του Μέλλοντος IX
FUTUREPROP_8_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.

FUTUREPROP_9_NAME    | Πρόωση του Μέλλοντος X
FUTUREPROP_9_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία της Πρόωσης.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Μελλοντικά Όπλα I
FUTUREWEAPON_0_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_1_NAME    | Μελλοντικά Όπλα II
FUTUREWEAPON_1_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_2_NAME    | Μελλοντικά Όπλα III
FUTUREWEAPON_2_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_3_NAME    | Μελλοντικά Όπλα IV
FUTUREWEAPON_3_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_4_NAME    | Μελλοντικά Όπλα V
FUTUREWEAPON_4_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_5_NAME    | Μελλοντικά Όπλα VI
FUTUREWEAPON_5_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_6_NAME    | Μελλοντικά Όπλα VII
FUTUREWEAPON_6_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_7_NAME    | Μελλοντικά Όπλα VIII
FUTUREWEAPON_7_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_8_NAME    | Μελλοντικά Όπλα IX
FUTUREWEAPON_8_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.

FUTUREWEAPON_9_NAME    | Μελλοντικά Όπλα X
FUTUREWEAPON_9_DETAIL  | Γενικές Βελτιώσεις στην Τεχνολογία των Οπλικών Συστημάτων.


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Λέηζερ Χειρός
HANDWEAPON_1_DETAIL    | Ατομικά λέηζερ που προσθέτουν 5 πόντους στις επίγειες μάχες.

HANDWEAPON_2_NAME      | Τουφέκι Ιόντων
HANDWEAPON_2_DETAIL    | Ατομικά όπλα ακτίνων που προσθέτουν 10 πόντους στις επίγειες επιθέσεις.

HANDWEAPON_3_NAME      | Τουφέκι Σύντηξης
HANDWEAPON_3_DETAIL    | Ανακριβή αλλά εκπληχτικά ισχυρά όπλα ακτίνων που προσθέτουν 20 πόντους στις ζαριές επίγειας μάχης.

HANDWEAPON_4_NAME      | Φέηζορ Χειρός
HANDWEAPON_4_DETAIL    | Δραστικά ενεργειακά όπλα χειρός ικανά να διαλύσουν έναν αντίπαλο στα εξ' ων συνετέθη. Προσθέτει 25 πόντους στις επίγειες μάχες.

HANDWEAPON_5_NAME      | Τουφέκι Πλάσματος
HANDWEAPON_5_DETAIL    | Το πιό καταστρεπτικό όπλο χειρός που υπάρχει διαθέσιμο. Προσθέτει 30 στις επίγειες επιθέσεις.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Επικοινωνία Υπερδιαστήματος
HYPERSPACE_0_DETAIL    | Επιτρέπει την επικοινωνία με σκάφη και μεταγωγικά στο Υπερδιάστημα, και αλλαγές στους προορισμούς τους εν μέσω πλεύσης.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 9
IMPRINDUSTRY_0_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 9 ΔΙΣ έκαστο.

IMPRINDUSTRY_1_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 8
IMPRINDUSTRY_1_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 8 ΔΙΣ έκαστο.

IMPRINDUSTRY_2_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 7
IMPRINDUSTRY_2_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 7 ΔΙΣ έκαστο.

IMPRINDUSTRY_3_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 6
IMPRINDUSTRY_3_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 6 ΔΙΣ έκαστο.

IMPRINDUSTRY_4_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 5
IMPRINDUSTRY_4_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 5 ΔΙΣ έκαστο.

IMPRINDUSTRY_5_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 4
IMPRINDUSTRY_5_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 4 ΔΙΣ έκαστο.

IMPRINDUSTRY_6_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 3
IMPRINDUSTRY_6_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 3 ΔΙΣ έκαστο.

IMPRINDUSTRY_7_NAME     | Βελτιωμένη Βιομηχανική Τεχνολογία 2
IMPRINDUSTRY_7_DETAIL   | Μειώνει το κόστος κατασκευής εργοστασίων σε 2 ΔΙΣ έκαστο.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Βελτιωμένη Γεωπλασία +10
IMPRTFORM_0_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 10 εκατομμύρια με κόστος 5 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_1_NAME        | Βελτιωμένη Γεωπλασία +20
IMPRTFORM_1_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 20 εκατομμύρια με κόστος 5 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_2_NAME        | Βελτιωμένη Γεωπλασία +30
IMPRTFORM_2_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 30 εκατομμύρια με κόστος 4 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_3_NAME        | Βελτιωμένη Γεωπλασία +40
IMPRTFORM_3_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 40 εκατομμύρια με κόστος 4 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_4_NAME        | Βελτιωμένη Γεωπλασία +50
IMPRTFORM_4_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 50 εκατομμύρια με κόστος 3 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_5_NAME        | Βελτιωμένη Γεωπλασία +60
IMPRTFORM_5_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 60 εκατομμύρια με κόστος 3 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_6_NAME        | Βελτιωμένη Γεωπλασία +80
IMPRTFORM_6_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 80 εκατομμύρια με κόστος 2 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_7_NAME        | Βελτιωμένη Γεωπλασία +100
IMPRTFORM_7_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 100 εκατομμύρια με κόστος 2 ΔΙΣ ανά εκατομμύριο.

IMPRTFORM_8_NAME        | Πλήρης Γεωπλασία
IMPRTFORM_8_DETAIL      | Αυξάνει τη χωρητικότητα πληθυσμού των πλανητών κατά 120 εκατομμύρια με κόστος 2 ΔΙΣ ανά εκατομμύριο.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Μείωση Βιομηχανικών Αποβλήτων 80%
INDWASTE_0_DETAIL       | Μειώνει το επίπεδο της βιομηχανικής μόλυνσης στο 80% του κανονικού.

INDWASTE_1_NAME         | Μείωση Βιομηχανικών Αποβλήτων 60%
INDWASTE_1_DETAIL       | Μειώνει το επίπεδο της βιομηχανικής μόλυνσης στο 60% του κανονικού.

INDWASTE_2_NAME         | Μείωση Βιομηχανικών Αποβλήτων 40%
INDWASTE_2_DETAIL       | Μειώνει το επίπεδο της βιομηχανικής μόλυνσης στο 40% του κανονικού.

INDWASTE_3_NAME         | Μείωση Βιομηχανικών Αποβλήτων 20%
INDWASTE_3_DETAIL       | Μειώνει το επίπεδο της βιομηχανικής μόλυνσης στο 20% του κανονικού.

INDWASTE_4_NAME         | Εξάλειψη Βιομηχανικών Αποβλήτων
INDWASTE_4_DETAIL       | Τα εργοστάσια δεν προκαλούν πια μόλυνση.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Αντι-Πυραυλικές Ρουκέτες
MISSDEF_0_BRIEF     | 40% πιθανότητα να καταστραφούν οι εχθρικοί πύραυλοι
MISSDEF_0_DETAIL    | Ρουκέτες με ταχύτητα μεγαλύτερη του φωτός ικανές να καταστρέψουν εισερχόμενους εχθρικούς πυραύλους κατά 40%, -1% ανά τεχνολογικό επίπεδο του πυραύλου.

MISSDEF_1_NAME      | Ασπίδα Μηδενικού Σημείου
MISSDEF_1_BRIEF     | 75% πιθανότητα να καταστραφούν οι εχθρικοί πύραυλοι
MISSDEF_1_DETAIL    | Ένα δυναμικό πεδίο που καταστρέφει εισερχόμενους εχθρικούς πυραύλους και τορπίλες κατά 75%, -1% ανά τεχνολογικό επίπεδο του πυραύλου.

MISSDEF_2_NAME      | Ασπίδα Τύπου Αστραπή
MISSDEF_2_BRIEF     | 100% πιθανότητα να καταστραφούν οι εχθρικοί πύραυλοι
MISSDEF_2_DETAIL    | Ένα ενεργειακό πεδίο που καταστρέφει εισερχόμενους εχθρικούς πυραύλους και τορπίλες κατά 100%, -1% ανά τεχνολογικό επίπεδο του πυραύλου.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Αντι-Πυραυλικές Ρουκέτες
MISSDEF_0_BRIEF     | 40% πιθανότητα να καταστραφούν οι εχθρικοί πύραυλοι
MISSDEF_0_DETAIL    | Ρουκέτες με ταχύτητα μεγαλύτερη του φωτός ικανές να καταστρέψουν εισερχόμενους εχθρικούς πυραύλους κατά 40%, -1% ανά τεχνολογικό επίπεδο του πυραύλου.

MISSDEF_1_NAME      | Ασπίδα Μηδενικού Σημείου
MISSDEF_1_BRIEF     | 75% πιθανότητα να καταστραφούν οι εχθρικοί πύραυλοι
MISSDEF_1_DETAIL    | Ένα δυναμικό πεδίο που καταστρέφει εισερχόμενους εχθρικούς πυραύλους και τορπίλες κατά 75%, -1% ανά τεχνολογικό επίπεδο του πυραύλου.

MISSDEF_2_NAME      | Ασπίδα Τύπου Αστραπή
MISSDEF_2_BRIEF     | 100% πιθανότητα να καταστραφούν οι εχθρικοί πύραυλοι
MISSDEF_2_DETAIL    | Ένα ενεργειακό πεδίο που καταστρέφει εισερχόμενους εχθρικούς πυραύλους και τορπίλες κατά 100%, -1% ανά τεχνολογικό επίπεδο του πυραύλου.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Πυρηνικός Πύραυλος
MISSWPN_0_BRIEF     | 2 βολές, +1 ταχύτητα
MISSWPN_0_BRIEF2    | 5 βολές
MISSWPN_0_DETAIL    | Πύραυλος οπλισμένος με πυρηνικές κεφαλές που εκρήγνυνται για 4 πόντους ζημιάς και κινείται με ταχύτητα 2.

MISSWPN_1_NAME      | Ρουκέτες Τύπου Β
MISSWPN_1_BRIEF     | 2 βολές, +1 ταχύτητα
MISSWPN_1_BRIEF2    | 5 βολές
MISSWPN_1_DETAIL    | Γρήγοροι πύραυλοι που εκρήγνυνται για 6 πόντους ζημιάς και κινούνται με ταχύτητα 2.5.

MISSWPN_2_NAME      | Ρουκέτες τύπου Χ
MISSWPN_2_BRIEF     | 2 βολές, +1 στόχευση
MISSWPN_2_BRIEF2    | 5 βολές, +1 στόχευση
MISSWPN_2_DETAIL    | Πύραυλοι ολπισμένοι με ενεργειακές κεφαλές  που εκρήγνυνται για 8 πόντους ζημιάς, κινούνται με ταχύτητα 2.5, και κατευθύνονται από επιπέδου +1 υπολογιστή στόχευσης.

MISSWPN_3_NAME      | Ρουκέτα Πακέτου Διασποράς Β
MISSWPN_3_BRIEF     | 2 βολές, +1 ταχύτητα
MISSWPN_3_BRIEF2    | 5 βολές
MISSWPN_3_DETAIL    | Πύραυλοι πολλαπλών κεφαλών τύπου Β, που διασπώνται σε πέντε χωριστές κεφαλές που η κάθεμία εκρήγνυται για 6 πόντους ζημιάς και κινείται με ταχύτητα 2.5.

MISSWPN_4_NAME      | Πύραυλος Μερκουλίτη
MISSWPN_4_BRIEF     | 2 βολές, +2 στόχευση
MISSWPN_4_BRIEF2    | 5 βολές, +2 στόχευση
MISSWPN_4_DETAIL    | Γρήγοροι πύραυλοι βαρέως πλήγματος, που εκρήγνυνται για 10 πόντους ζημιάς, κινούνται με ταχύτητα 3, και ελέγχονται από επιπέδου +2 υπολογιστή στόχευσης.

MISSWPN_5_NAME      | Πύραυλος Κεντρί
MISSWPN_5_BRIEF     | 2 βολές, +3 στόχευση
MISSWPN_5_BRIEF2    | 5 βολές, +3 στόχευση
MISSWPN_5_DETAIL    | Αργός, υπερ-ακριβής πύραυλος 15 πόντων ζημιάς, που κινείται με ταχύτητα 3.5, και κατευθύνεται από προηγμένο, επιπέδου +3 υπολογιστή στόχευσης.

MISSWPN_6_NAME      | Πύραυλοι Πακέτου Διασποράς VII
MISSWPN_6_BRIEF     | 2 βολές, Διασπορά σε 7
MISSWPN_6_BRIEF2    | 5 βολές, Διασπορά σε 7
MISSWPN_6_DETAIL    | Έκδοση πολλαπλών κεφαλών των ρουκετών τύπου Χ, που διασπώνται σε 7 χωριστές κεφαλές που κάθεμία εκρήγνυται για 10 πόντους ζημιάς, κινείται με ταχύτητα 3, και ελέγχεται από επιπέδου +2 υπολογιστή στόχευσης.

MISSWPN_7_NAME      | Παλμικός Πύραυλος
MISSWPN_7_BRIEF     | 2 βολές, +4 στόχευση
MISSWPN_7_BRIEF2    | 5 βολές, +4 στόχευση
MISSWPN_7_DETAIL    | Ισχυρός Πύραυλος εφοδιασμένος με κεφαλές αντι-ύλης  που εκρήγνυνται για 20 πόντους ζημιάς, κινούνται με ταχύτητα 4, και ελέγχονται από επιπέδου +4 υπολογιστή στόχευσης.

MISSWPN_8_NAME      | Ηράκλειος Πύραυλος
MISSWPN_8_BRIEF     | 2 βολές, +5 στόχευση
