

//
// Armor techs
// 
ARMOR_0_NAME     | Titánpáncél
FUTURECONST_2_DETAIL  | Általános építészettechnikai fejlesztések.

FUTURECONST_3_NAME    | Jövőbeli építészet IV
FUTURECONST_3_DETAIL  | Általános építészettechnikai fejlesztések.

FUTURECONST_4_NAME    | Jövőbeli építészet V
FUTURECONST_4_DETAIL  | Általános építészettechnikai fejlesztések.

FUTURECONST_5_NAME    | Jövőbeli építészet VI
FUTURECONST_5_DETAIL  | Általános építészettechnikai fejlesztések.

FUTURECONST_6_NAME    | Jövőbeli építészet VII
FUTURECONST_6_DETAIL  | Általános építészettechnikai fejlesztések.

FUTURECONST_7_NAME    | Jövőbeli építészet VIII
FUTURECONST_7_DETAIL  | Általános építészettechnikai fejlesztések.

FUTURECONST_8_NAME    | Jövőbeli építészet IX
FUTURECONST_8_DETAIL  | Általános építészettechnikai fejlesztések.

FUTURECONST_9_NAME    | Jövőbeli építészet X
FUTURECONST_9_DETAIL  | Általános építészettechnikai fejlesztések. 


//
// Future Force Field techs
//
FUTUREFORCE_0_NAME    | Jövőbeli erőtér I
FUTUREFORCE_0_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_1_NAME    | Jövőbeli erőtér II
FUTUREFORCE_1_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_2_NAME    | Jövőbeli erőtér III
FUTUREFORCE_2_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_3_NAME    | Jövőbeli erőtér IV
FUTUREFORCE_3_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_4_NAME    | Jövőbeli erőtér V
FUTUREFORCE_4_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_5_NAME    | Jövőbeli erőtér VI
FUTUREFORCE_5_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_6_NAME    | Jövőbeli erőtér VII
FUTUREFORCE_6_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_7_NAME    | Jövőbeli erőtér VIII
FUTUREFORCE_7_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_8_NAME    | Jövőbeli erőtér IX
FUTUREFORCE_8_DETAIL  | Általános erőtér-technológiai fejlesztések.

FUTUREFORCE_9_NAME    | Jövőbeli erőtér X
FUTUREFORCE_9_DETAIL  | Általános erőtér-technológiai fejlesztések.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Jövőbeli planetológia I
FUTUREPLANET_0_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_1_NAME    | Jövőbeli planetológia II
FUTUREPLANET_1_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_2_NAME    | Jövőbeli planetológia III
FUTUREPLANET_2_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_3_NAME    | Jövőbeli planetológia IV
FUTUREPLANET_3_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_4_NAME    | Jövőbeli planetológia V
FUTUREPLANET_4_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_5_NAME    | Jövőbeli planetológia VI
FUTUREPLANET_5_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_6_NAME    | Jövőbeli planetológia VII
FUTUREPLANET_6_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_7_NAME    | Jövőbeli planetológia VIII
FUTUREPLANET_7_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_8_NAME    | Jövőbeli planetológia IX
FUTUREPLANET_8_DETAIL  | Általános planetotechnológiai fejlesztések.

FUTUREPLANET_9_NAME    | Jövőbeli planetológia X
FUTUREPLANET_9_DETAIL  | Általános planetotechnológiai fejlesztések.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Jövőbeli meghajtó I
FUTUREPROP_0_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_1_NAME    | Jövőbeli meghajtó II
FUTUREPROP_1_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_2_NAME    | Jövőbeli meghajtó III
FUTUREPROP_2_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_3_NAME    | Jövőbeli meghajtó IV
FUTUREPROP_3_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_4_NAME    | Jövőbeli meghajtó V
FUTUREPROP_4_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_5_NAME    | Jövőbeli meghajtó VI
FUTUREPROP_5_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_6_NAME    | Jövőbeli meghajtó VII
FUTUREPROP_6_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_7_NAME    | Jövőbeli meghajtó VIII
FUTUREPROP_7_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_8_NAME    | Jövőbeli meghajtó IX
FUTUREPROP_8_DETAIL  | Általános meghajtótechnikai fejlesztések.

FUTUREPROP_9_NAME    | Jövőbeli meghajtó X
FUTUREPROP_9_DETAIL  | Általános meghajtótechnikai fejlesztések.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Jövőbeli fegyver I
FUTUREWEAPON_0_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_1_NAME    | Jövőbeli fegyver II
FUTUREWEAPON_1_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_2_NAME    | Jövőbeli fegyver III
FUTUREWEAPON_2_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_3_NAME    | Jövőbeli fegyver IV
FUTUREWEAPON_3_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_4_NAME    | Jövőbeli fegyver V
FUTUREWEAPON_4_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_5_NAME    | Jövőbeli fegyver VI
FUTUREWEAPON_5_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_6_NAME    | Jövőbeli fegyver VII
FUTUREWEAPON_6_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_7_NAME    | Jövőbeli fegyver VIII
FUTUREWEAPON_7_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_8_NAME    | Jövőbeli fegyver IX
FUTUREWEAPON_8_DETAIL  | Általános fegyvertechnológiai fejlesztések.

FUTUREWEAPON_9_NAME    | Jövőbeli fegyver X
FUTUREWEAPON_9_DETAIL  | Általános fegyvertechnológiai fejlesztések. 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Kézilézerek
HANDWEAPON_1_DETAIL    | Személyes lézerek, amelyek 5-öt adnak hozzá a terepharci gurításokhoz.

HANDWEAPON_2_NAME      | Ionpuska
HANDWEAPON_2_DETAIL    | Személyes sugárfegyverek, amelyek 10-et adnak hozzá a terepharci gurításokhoz.

HANDWEAPON_3_NAME      | Fúziópuska
HANDWEAPON_3_DETAIL    |  Pontatlan, de hihetetlenül erős sugárfegyverek, amelyek 20-at adnak hozzá a terepharci gurításokhoz.

HANDWEAPON_4_NAME      | Kézi halálhullám
HANDWEAPON_4_DETAIL    | Erőteljes, kézi energiafegyverek, amelyek képesek az ellenfelet az összetevő atomjaira zúzni. 25-öt adnak hozzá a terepharci gurításokhoz.

HANDWEAPON_5_NAME      | Plazmapuska
HANDWEAPON_5_DETAIL    | A legpusztítóbb elérhető kézifegyver. 30-at ad hozzá a tereptámadásokhoz.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Hyperspace Communications
HYPERSPACE_0_DETAIL    | Lehetővé teszi a hipertérben tartokzodó hajókkal való kommunikációt és a célállomásaik módosítását miközben még úton vannak.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Javított ipartechnológia 9
IMPRINDUSTRY_0_DETAIL   | Csökkenti a gyárépítési költségeket 9 EK-tel gyárakként.

IMPRINDUSTRY_1_NAME     | Javított ipartechnológia 8
IMPRINDUSTRY_1_DETAIL   | Csökkenti a gyárépítési költségeket 8 EK-tel gyárakként.

IMPRINDUSTRY_2_NAME     | Javított ipartechnológia 7
IMPRINDUSTRY_2_DETAIL   | Csökkenti a gyárépítési költségeket 7 EK-tel gyárakként.

IMPRINDUSTRY_3_NAME     | Javított ipartechnológia 6
IMPRINDUSTRY_3_DETAIL   | Csökkenti a gyárépítési költségeket 6 EK-tel gyárakként.

IMPRINDUSTRY_4_NAME     | Javított ipartechnológia 5
IMPRINDUSTRY_4_DETAIL   | Csökkenti a gyárépítési költségeket 5 EK-tel gyárakként.

IMPRINDUSTRY_5_NAME     | Javított ipartechnológia 4
IMPRINDUSTRY_5_DETAIL   | Csökkenti a gyárépítési költségeket 4 EK-tel gyárakként.

IMPRINDUSTRY_6_NAME     | Javított ipartechnológia 3
IMPRINDUSTRY_6_DETAIL   | Csökkenti a gyárépítési költségeket 3 EK-tel gyárakként.

IMPRINDUSTRY_7_NAME     | Javított ipartechnológia 2
IMPRINDUSTRY_7_DETAIL   | Csökkenti a gyárépítési költségeket 2 EK-tel gyárakként.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Továbbfejlesztett terraformálás +10
IMPRTFORM_0_DETAIL      | Növeli a bolygók lakossági kapacitását 10M-ra, ami 5 EK-be kerül minden millió lakosért.

IMPRTFORM_1_NAME        | Továbbfejlesztett terraformálás +20
IMPRTFORM_1_DETAIL      | Növeli a bolygók lakossági kapacitását 20M-ra, ami 5 EK-be kerül minden millió lakosért.

IMPRTFORM_2_NAME        | Továbbfejlesztett terraformálás +30
IMPRTFORM_2_DETAIL      | Növeli a bolygók lakossági kapacitását 30M-ra, ami 4 EK-be kerül minden millió lakosért.

IMPRTFORM_3_NAME        | Továbbfejlesztett terraformálás +40
IMPRTFORM_3_DETAIL      | Növeli a bolygók lakossági kapacitását 40M-ra, ami 4 EK-be kerül minden millió lakosért.

IMPRTFORM_4_NAME        | Továbbfejlesztett terraformálás +50
IMPRTFORM_4_DETAIL      | Növeli a bolygók lakossági kapacitását 50M-ra, ami 3 EK-be kerül minden millió lakosért.

IMPRTFORM_5_NAME        | Továbbfejlesztett terraformálás +60
IMPRTFORM_5_DETAIL      | Növeli a bolygók lakossági kapacitását 60M-ra, ami 3 EK-be kerül minden millió lakosért.

IMPRTFORM_6_NAME        | Továbbfejlesztett terraformálás +80
IMPRTFORM_6_DETAIL      | Növeli a bolygók lakossági kapacitását 80M-ra, ami 2 EK-be kerül minden millió lakosért.

IMPRTFORM_7_NAME        | Továbbfejlesztett terraformálás +100
IMPRTFORM_7_DETAIL      | Növeli a bolygók lakossági kapacitását 100M-ra, ami 2 EK-be kerül minden millió lakosért.

IMPRTFORM_8_NAME        | Complete Terraforming
IMPRTFORM_8_DETAIL      | Növeli a bolygók lakossági kapacitását 120M-ra, ami 2 EK-be kerül minden millió lakosért.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | 80%-kal csökkentett ipari hulladék
INDWASTE_0_DETAIL       | Csökkenti a gyári szennyezés szintjét a normál arány 80%-ára.

INDWASTE_1_NAME         | 60%-kal csökkentett ipari hulladék
INDWASTE_1_DETAIL       | Csökkenti a gyári szennyezés szintjét a normál arány 60%-ára.

INDWASTE_2_NAME         | 40%-kal csökkentett ipari hulladék
INDWASTE_2_DETAIL       | Csökkenti a gyári szennyezés szintjét a normál arány 40%-ára.

INDWASTE_3_NAME         | 20%-kal csökkentett ipari hulladék
INDWASTE_3_DETAIL       | Csökkenti a gyári szennyezés szintjét a normál arány 20%-ára.

INDWASTE_4_NAME         | Ipari hulladék megszüntetése
INDWASTE_4_DETAIL       | A gyárak teljesen megszüntetik a szennyezést.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Lövedékelhárító rakéták
MISSDEF_0_BRIEF     | 40%-os esély rakéták megsemmisítésére
MISSDEF_0_DETAIL    | Fénysebességen felül repülő rakéták, amelyek képesek elpusztítani a bejövő ellenséges lövedékeket az esetek 40%-ában, -1% per rakétatechnológiai szint.

MISSDEF_1_NAME      | Zyropajzs
MISSDEF_1_BRIEF     | 75% esély rakéták megsemmisítésére
MISSDEF_1_DETAIL    | Olyan energiamező, amely elpusztítja a bejövő ellenséges lövedékeket az esetek 75%-ában, -1% per rakétatechnológiai szint.

MISSDEF_2_NAME      | Villámpajzs
MISSDEF_2_BRIEF     | 100% esély rakéták megsemmisítésére
MISSDEF_2_DETAIL    | Olyan energiamező, amely elpusztítja a bejövő ellenséges lövedékeket az esetek 100%-ában, -1% per rakétatechnológiai szint.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Nukleáris rakéta
MISSWPN_0_BRIEF     | 2 lövés, +1 sebesség
MISSWPN_0_BRIEF2    | 5 lövés
MISSWPN_0_DETAIL    | Nukleáris robbanófejekkel felszerelt rakéták, amelyek 4 értékű károsodást okoznak és 2-es sebességgel mozognak.

MISSWPN_1_NAME      | Hiper-V rakéták
MISSWPN_1_BRIEF     | 2 lövés, +1 sebesség
MISSWPN_1_BRIEF2    | 5 lövés
MISSWPN_1_DETAIL    | Gyors rakéták, amelyek 6 értékű károsodást okoznak és 2.5-ös sebességgel mozognak.

MISSWPN_2_NAME      | Hiper-X rakéták
MISSWPN_2_BRIEF     | 2 lövés, +1 a találathoz
MISSWPN_2_BRIEF2    | 5 lövés, +1 a találathoz
MISSWPN_2_DETAIL    | Nagy energiájú robbanófejekkel felszerelt rakéták, amelyek robbanáskor 8 értékű károsodást okoznak, 2.5-ös sebességgel mozognak és egy +1 szintű célzószámítógép vezérli őket.

MISSWPN_3_NAME      | Szétszóródó Küldemény V rakéták
MISSWPN_3_BRIEF     | 2 lövés, +1 sebesség
MISSWPN_3_BRIEF2    | 5 lövés
MISSWPN_3_DETAIL    | A Hiper-V rakéták MIRV változatai, amelyek 5 különálló robbanófejre oszlanak, amiből mindegyik 6 értékű károsodást okoz és 2.5-ös sebességgel mozog.

MISSWPN_4_NAME      | Merkulitrakéták
MISSWPN_4_BRIEF     | 2 lövés, +2 a találathoz
MISSWPN_4_BRIEF2    | 5 lövés, +2 a találathoz
MISSWPN_4_DETAIL    | Erőteljes, gyors rakéták, amelyek robbanáskor 10 értékű károsodást okoznak, 3-as sebességgel mozognak és egy +2 szintű célzószámítógép vezérli őket.

MISSWPN_5_NAME      | Fullánkrakéták
MISSWPN_5_BRIEF     | 2 lövés, +3 a találathoz
MISSWPN_5_BRIEF2    | 5 lövés, +3 a találathoz
MISSWPN_5_DETAIL    | Lassú, hiperpontos rakéták, amelyek 15 értékű károsodást okoznak, 3.5-ös sebességgel mozognak és egy +3 szintű célzószámítógép vezérli őket.

MISSWPN_6_NAME      | Szétszóródó Küldemény VII rakéták
MISSWPN_6_BRIEF     | 2 lövés, MIRV-ek 7-re
MISSWPN_6_BRIEF2    | 5 lövés, MIRV-ek 7-re
MISSWPN_6_DETAIL    | A Hiper-X rakéták MIRV változatai, amelyek 7 különálló robbanófejre oszlanak, amiből mindegyik 10 értékű károsodást okoz, 3-as sebességgel mozog és egy +2 szintű célzószámítógép vezérli őket.

MISSWPN_7_NAME      | Pulzonrakéták
MISSWPN_7_BRIEF     | 2 lövés, +4 a találathoz
MISSWPN_7_BRIEF2    | 5 lövés, +4 ta találathoz
MISSWPN_7_DETAIL    | Erőteljes antianyag robbanófejekkel ellátott rakéták, amelyek 20 értékű károsodást okoznak, 4-es sebességgel mozognak és egy +4 szintű célzószámítógép vezérli őket.

MISSWPN_8_NAME      | Herkuláris rakéták
MISSWPN_8_BRIEF     | 2 lövés, +5 a találathoz
MISSWPN_8_BRIEF2    | 5 lövés, +5 a találathoz
MISSWPN_8_DETAIL    | Rendkívül fejlett rakéta, amely 25 értékű károsodást okoz. A herkuláris rakéták 4.5-ös sebességgel mozognak és egy +5 szintű célzószámítógép vezérli őket.

MISSWPN_9_NAME      | Zeonrakéták
MISSWPN_9_BRIEF     | 2 lövés, +6 a találathoz
MISSWPN_9_BRIEF2    | 5 lövés, +6 a találathoz
MISSWPN_9_DETAIL    | Az elérhető legfejlettebb rakéta. Képes 30 értékű károsodást okozni az ellenséges hajókban és 5-ös sebességgel mozogni. A rakétát +6 szintű célzószámítógép irányítja.

MISSWPN_10_NAME      | Szétszóródó Küldemény X rakéták
MISSWPN_10_BRIEF     | 2 lövés, MIRV-ek 10-re
MISSWPN_10_BRIEF2    | 5 lövés, MIRV-ek 10-re
MISSWPN_10_DETAIL    | A fullánkrakéták MIRV változatai, amelyek 10 különálló robbanófejre oszlanak, amiből robbanáskor mindegyik 15 értékű károsodást okoz, 3.5-ös sebességgel mozog és egy +3 szintű célzószámítógép vezérli őket.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Személyes terelőpajzs
PERSSHIELD_1_DETAIL   | Irányított erőtérrel védi az egyéni terepcsapatokat. +10-et ad minden terepharci csatához.

PERSSHIELD_2_NAME     | Személyes abszorpciós pajzs
PERSSHIELD_2_DETAIL   | Elnyeli a különböző kézifegyverek okozta károsodást. +20-at ad minden terepharci csatához.

PERSSHIELD_3_NAME     | Személyes burokpajzs
PERSSHIELD_3_DETAIL   | Teljesen körbevonja a katonát egy szinte áthatolhatatlan erőtérrel. +30-at ad minden terepharci gurításhoz.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | V. osztályú bolygópajzsok
PLANETSHIELD_0_DETAIL  | 5 értékű károsodást nyel el minden bolygófelszín elleni támadásból, kiegészítve a rakétabázis terelőpajzsait.

PLANETSHIELD_1_NAME    | X. osztályú bolygópajzsok
PLANETSHIELD_1_DETAIL  | 10 értékű károsodást nyel el minden bolygófelszín elleni támadásból, kiegészítve a rakétabázis terelőpajzsait.

PLANETSHIELD_2_NAME    | XV. osztályú bolygópajzsok
PLANETSHIELD_2_DETAIL  | 15 értékű károsodást nyel el minden bolygófelszín elleni támadásból, kiegészítve a rakétabázis terelőpajzsait.

PLANETSHIELD_3_NAME    | XX. osztályú bolygópajzsok
PLANETSHIELD_3_DETAIL  | 20 értékű károsodást nyel el minden bolygófelszín elleni támadásból, kiegészítve a rakétabázis terelőpajzsait.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Visszaverősugár
REPULSOR_0_BRIEF   | Az ellenséges hajókat 1 mezővel hátrébb helyezi
REPULSOR_0_DETAIL  | Az ellenséges hajókat egy mezővel távolabb taszítja a védekező hajótól. Ennek a különleges fegyvernek egy mezőnyi hatótávolsága van.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Tartalék üzemanyagtartályok
RSRVFUEL_0_BRIEF   | %1 fényévvel kiterjeszti a hajó hatótávolságát
RSRVFUEL_0_DETAIL  | A tartalék üzemanyagtartályok növelik a hajó hatótávolságát.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Továbbfejlesztett robotvezérlés III
ROBOTCTRL_0_DETAIL   | Lakosságonként 3 gyár működtetését teszi lehetővé. Az újraalakítás költsége fele az egyes gyárak szokásos költségének.

ROBOTCTRL_1_NAME     | Továbbfejlesztett robotvezérlés IV
ROBOTCTRL_1_DETAIL   | Lakosságonként 4 gyár működtetését teszi lehetővé. Az újraalakítás költsége az egyes gyárak teljes szokásos költségének felel meg.

ROBOTCTRL_2_NAME     | Továbbfejlesztett robotvezérlés V
ROBOTCTRL_2_DETAIL   | Lakosságonként 5 gyár működtetését teszi lehetővé. Az újraalakítás költsége másfele az egyes gyárak szokásos költségének.

ROBOTCTRL_3_NAME     | Továbbfejlesztett robotvezérlés VI
ROBOTCTRL_3_DETAIL   | Lakosságonként 6 gyár működtetését teszi lehetővé. Az újraalakítás költsége kétszerese az egyes gyárak szokásos költségének.

ROBOTCTRL_4_NAME     | Továbbfejlesztett robotvezérlés VII
ROBOTCTRL_4_DETAIL   | Lakosságonként 7 gyár működtetését teszi lehetővé. Az újraalakítás költsége két és félszerese az egyes gyárak szokásos költségének.


//
// Scanner techs 
//
SCANNER_0_NAME       | Csata-fürkészőegység
SCANNER_0_BRIEF      | Ellenséges hajókat vizsgál harc közben
SCANNER_0_DETAIL     | Felfedi a harcban lévő ellenséges űrhajók műszaki specifikációit.

SCANNER_1_NAME       | Mélyűri-fürkészőegység
SCANNER_1_BRIEF      | Akár 5 fényévnyi távolságból is észleli a hajókat
SCANNER_1_DETAIL     | Érzékeli az ellenséges hajókat 5 fényévnyire a gyarmatainktól és 1 fényévnyire a saját hajóinktól.

SCANNER_2_NAME       | Továbbfejlesztett űr-fürkészőegység
SCANNER_2_BRIEF      | Akár 7 fényévnyi távolságból is érzékeli a hajókat és célállomásokat
SCANNER_2_DETAIL     | Érzékeli az ellenséges hajókat akár 7 fényévnyire a gyarmatainktól és 2 fényévnyire a saját hajóinktól. Az ellenséges céllállomások is meghatározhatóak.

SCANNER_3_NAME       | Fejlett űr-fürkészőegység
SCANNER_3_BRIEF      | Allows exploration of planets up to 9 light-years away 
SCANNER_3_DETAIL     | Lehetővé teszi a bolygók kivizsgálását akár 9 fényévnyire a gyarmatbázisoktól és észleli az ellenséges hajókat akár 3 fényévnyire a hajóinktól.


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Inerciális stabilizátor
SHIPINERTIAL_0_BRIEF    | +2-őt ad a manőverezhetőséghez
SHIPINERTIAL_0_DETAIL   | Csökkenti a hajók tehetetlenségét és 2 harcmanőverezési osztályt ad hozzájuk (+2 védelem és +1 harci sebesség).

SHIPINERTIAL_1_NAME     | Inerciális lenullázó
SHIPINERTIAL_1_BRIEF    | +4-et ad a manőverezhetőséghez
SHIPINERTIAL_1_DETAIL   | Ellentételezi a hajók tehetetlenségét és 4 harcmanőverezési osztályt ad hozzájuk. Szintén -30%-kal csökkenti a Fekete Lyuk támadások hatását.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Technológia lenullázó
SHIPNULLIFIER_0_BRIEF    | Elpusztítja az ellenséges számítógépeket
SHIPNULLIFIER_0_DETAIL   | Összezavarja az ellenséges harci számítógépeket és az EEI-eket, támadásonként 2-6 szinttel csökkentve őket. Hatótávolsága meghaladja a legtöbb hajó fegyverét.

SHIPNULLIFIER_1_NAME     | Warposzlató
SHIPNULLIFIER_1_BRIEF    | Csökkenti az ellenséges hajók sebességét
SHIPNULLIFIER_1_DETAIL   | A warposzlatók nagy hatótávolságú fegyverek, amelyek megzavarják az ellenséges csillaghajók hajtóműveit és minden támadással csökkentik a sebességüket.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Lézer
SHIPWPN_0_ITEM2        | Nehézlézer
SHIPWPN_0_DETAIL       | Közvetlen tüzelésű sugárfegyver, mely 1-4 értékű károsodást okoz. A nehézlézerek hatótávolsága két mezőnyi és 1-7 károsítanak.

SHIPWPN_1_NAME         | Gatlinglézer
SHIPWPN_1_BRIEF        | 4-szer tüzel fordulókként
SHIPWPN_1_DETAIL       | Egy fejlett típusú lézer, amely fordulókként akár négyszer is lő, 1-4 értékű károsodást okozván minden egyes találattal.

SHIPWPN_2_NAME         | Neutronsörét-pisztoly
SHIPWPN_2_BRIEF        | Felezi a pajzsok hatékonyságát
SHIPWPN_2_DETAIL       | Nehéz részecske alapú áramlatfegyver, amely felére csökkenti az ellenséges terelőpajzsok hatékonyságát és 2-5 értékű károsodást okoz.

SHIPWPN_3_NAME         | Ionágyú
SHIPWPN_3_ITEM2        | Nehéz-ionágyú
SHIPWPN_3_DETAIL       | Nagy intenzitású sugárfegyverek, amelyek képesek 3-8 értékű károsodást okozni. A nehéz-ionágyúk 3-15 kárt tesznek és két mezőnyi hatótávolságúak.

SHIPWPN_4_NAME         | Tömeghajtó
SHIPWPN_4_BRIEF        | Felezi a pajzsok hatékonyságát
SHIPWPN_4_DETAIL       | Lineáris gyorsító, amely felére csökkenti az ellenséges terelőpajzsok hatékonyságát és 5-8 értékű károsodást okoz.

SHIPWPN_5_NAME         | Neutronüvöltő
SHIPWPN_5_ITEM2        | Heavy Neutron Blaster
SHIPWPN_5_DETAIL       | Nagy teljesítményű sugárfegyverek, amelyek 3-12 értékű károsodást képesek okozni. A nehéz-neutronüvöltők 3-24 kárt tesznek és 2 mezőnyi hatótávolságúak.

SHIPWPN_6_NAME         | Gravitonsugár
SHIPWPN_6_BRIEF        | Áramlattámadás
SHIPWPN_6_DETAIL       | Vontató-taszító-sugár, amely képes a hajók darabokra tépésére. 1-15 értékű károsodást okoz, és a folyamatos áramlathatás lehetővé teszi, hogy a többlet károkozás átterjedjen más hajókra.

SHIPWPN_7_NAME         | Keménysugár
SHIPWPN_7_BRIEF        | Felezi a pajzsok hatékonyságát
SHIPWPN_7_DETAIL       | Egy energiából-anyag sugárfegyver, amely felére csökkenti az ellenséges terelőpajzsok hatékonyságát és 8-12 értékű károsodást okoz.

SHIPWPN_8_NAME         | Fúziósugár
SHIPWPN_8_ITEM2        | Nehéz-fúziósugár
SHIPWPN_8_DETAIL       | Nagy intenzitású sugárfegyver, amely 4-16 értékű károsításra képes. A nehéz-fúziósugarak 4-30 kárt tesznek és 2 mezőnyi hatótávolságúak.

SHIPWPN_9_NAME         | Mega-villámágyú
SHIPWPN_9_BRIEF        | +3 szint a találathoz
SHIPWPN_9_DETAIL       | Számos színtiszta energianyaláb szabadul fel egy széles mezőben. +30% bónusz esélye van a találathoz, és 2-20 értékű kárt tesz.

SHIPWPN_10_NAME        | Halálhullám
SHIPWPN_10_ITEM2       | Nehéz-halálhullám
SHIPWPN_10_DETAIL      | Fázisos energiájú sugarak, amelyek 5-20 értékű károsodást képesek okozni. A nehéz-halálhullámok 5-40 értékű kárt okoznak és két mezőnyi hatótávolságuk van.

SHIPWPN_11_NAME        | Automata üvöltő
SHIPWPN_11_BRIEF       | 3-szor tüzel fordulókként
SHIPWPN_11_DETAIL      | Fejlett neutronrobbantó, amely fordulónként akár háromszor is lő, találatonként 4-16 értékű kárt okozván.

SHIPWPN_12_NAME        | Tachionsugár
SHIPWPN_12_BRIEF       | Áramlattámadás
SHIPWPN_12_DETAIL      | Tachion részecskék intenzív folyamát lövi ki, amely 1-25 károsodást okoz az ellenséges hajókban. A folyamatos áramlathatás lehetővé teszi, hogy a többlet károkozás átterjedjen más hajókra.

SHIPWPN_13_NAME        | Automata gausságyú
SHIPWPN_13_BRIEF       | 1/2 pajzs, 4x tüzel
SHIPWPN_13_DETAIL      | Fejlett lineáris gyorsító, amely fordulókként 4 robbanó lövést képes leadni, amelyek mindegyike 7-10 értékű károsodást okoz. Ezek a lövedékek felére csökkentik az ellenséges pajzsok hatékonyságát is.

SHIPWPN_14_NAME        | Részecskesugár
SHIPWPN_14_BRIEF       | Felezi a pajzsok hatékonyságát
SHIPWPN_14_DETAIL      | Nagy intenzitású részecskegyorsítók, amelyek képesek 10-20 értékű kárt okozni az ellenséges hajókban és a felére csökkentik a terelőpajzsok hatékonyságát.

SHIPWPN_15_NAME        | Plazmaágyú
SHIPWPN_15_DETAIL      | Intenzív energianyalábokat bocsát ki, amelyek 6-30 értékű kárt okoznak 1 mezőn belül.

SHIPWPN_16_NAME        | Halálsugár
