

//
// Armor techs
// 
ARMOR_0_NAME     | Armure en Titane
FUTUREFORCE_3_DETAIL  | Améliorations générales de la technologie des champs de force.

FUTUREFORCE_4_NAME    | Champ de force futuriste V
FUTUREFORCE_4_DETAIL  | Améliorations générales de la technologie des champs de force.

FUTUREFORCE_5_NAME    | Champ de force futuriste VI
FUTUREFORCE_5_DETAIL  | Améliorations générales de la technologie des champs de force.

FUTUREFORCE_6_NAME    | Champ de force futuriste VII
FUTUREFORCE_6_DETAIL  | Améliorations générales de la technologie des champs de force.

FUTUREFORCE_7_NAME    | Champ de force futuriste VIII
FUTUREFORCE_7_DETAIL  | Améliorations générales de la technologie des champs de force.

FUTUREFORCE_8_NAME    | Champ de force futuriste IX
FUTUREFORCE_8_DETAIL  | Améliorations générales de la technologie des champs de force.

FUTUREFORCE_9_NAME    | Champ de force futuriste X
FUTUREFORCE_9_DETAIL  | Améliorations générales de la technologie des champs de force.


//
// Planétologie futuriste techs
//
FUTUREPLANET_0_NAME    | Planétologie futuriste I
FUTUREPLANET_0_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_1_NAME    | Planétologie futuriste II
FUTUREPLANET_1_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_2_NAME    | Planétologie futuriste III
FUTUREPLANET_2_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_3_NAME    | Planétologie futuriste IV
FUTUREPLANET_3_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_4_NAME    | Planétologie futuriste V
FUTUREPLANET_4_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_5_NAME    | Planétologie futuriste VI
FUTUREPLANET_5_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_6_NAME    | Planétologie futuriste VII
FUTUREPLANET_6_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_7_NAME    | Planétologie futuriste VIII
FUTUREPLANET_7_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_8_NAME    | Planétologie futuriste IX
FUTUREPLANET_8_DETAIL  | Améliorations générales de la technologie de la planétologie.

FUTUREPLANET_9_NAME    | Planétologie futuriste X
FUTUREPLANET_9_DETAIL  | Améliorations générales de la technologie de la planétologie.


//
// Propulsion futuriste techs
//
FUTUREPROP_0_NAME    | Propulsion futuriste I
FUTUREPROP_0_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_1_NAME    | Propulsion futuriste II
FUTUREPROP_1_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_2_NAME    | Propulsion futuriste III
FUTUREPROP_2_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_3_NAME    | Propulsion futuriste IV
FUTUREPROP_3_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_4_NAME    | Propulsion futuriste V
FUTUREPROP_4_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_5_NAME    | Propulsion futuriste VI
FUTUREPROP_5_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_6_NAME    | Propulsion futuriste VII
FUTUREPROP_6_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_7_NAME    | Propulsion futuriste VIII
FUTUREPROP_7_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_8_NAME    | Propulsion futuriste IX
FUTUREPROP_8_DETAIL  | Améliorations générales de la technologie de propulsion.

FUTUREPROP_9_NAME    | Propulsion futuriste X
FUTUREPROP_9_DETAIL  | Améliorations générales de la technologie de propulsion.


//
// Arme futuriste techs
//
FUTUREWEAPON_0_NAME    | Arme futuriste I
FUTUREWEAPON_0_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_1_NAME    | Arme futuriste II
FUTUREWEAPON_1_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_2_NAME    | Arme futuriste III
FUTUREWEAPON_2_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_3_NAME    | Arme futuriste IV
FUTUREWEAPON_3_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_4_NAME    | Arme futuriste V
FUTUREWEAPON_4_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_5_NAME    | Arme futuriste VI
FUTUREWEAPON_5_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_6_NAME    | Arme futuriste VII
FUTUREWEAPON_6_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_7_NAME    | Arme futuriste VIII
FUTUREWEAPON_7_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_8_NAME    | Arme futuriste IX
FUTUREWEAPON_8_DETAIL  | Améliorations générales de la technologie des armes.

FUTUREWEAPON_9_NAME    | Arme futuriste X
FUTUREWEAPON_9_DETAIL  | Améliorations générales de la technologie des armes.


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Lasers à main
HANDWEAPON_1_DETAIL    | Des lasers personnels qui ajoutent 5 à vos jets de combat au sol.

HANDWEAPON_2_NAME      | Fusil ionique
HANDWEAPON_2_DETAIL    | Armes à rayon personnelles qui ajoutent 10 points à vos attaques au sol.

HANDWEAPON_3_NAME      | Fusil à fusion
HANDWEAPON_3_DETAIL    | Des armes à rayon imprécises mais incroyablement puissantes qui ajoutent 20 points à vos jets de combat au sol.

HANDWEAPON_4_NAME      | Phaseur manuel
HANDWEAPON_4_DETAIL    | Ded puissantes armes à énergie portatives capables de réduire un adversaire à ses atomes composants. Ajoute 25 à vos jets de combat au sol.

HANDWEAPON_5_NAME      | Fusil à plasma
HANDWEAPON_5_DETAIL    | L'arme de poing la plus dévastatrice disponible. Ajoute 30 à vos attaques au sol.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Communications hyperspatiales
HYPERSPACE_0_DETAIL    | Vous permet de communiquer avec des flottes de navires dans l'hyperespace et de modifier leurs destinations en cours de route.


//
// Technologie industrielle améliorées
//
IMPRINDUSTRY_0_NAME     | Technologie industrielle améliorée 9
IMPRINDUSTRY_0_DETAIL   | Réduit les coûts de construction d'usine à 9 BC chacun.

IMPRINDUSTRY_1_NAME     | Technologie industrielle améliorée 8
IMPRINDUSTRY_1_DETAIL   | Réduit les coûts de construction d'usine à 8 BC chacun.

IMPRINDUSTRY_2_NAME     | Technologie industrielle améliorée 7
IMPRINDUSTRY_2_DETAIL   | Réduit les coûts de construction d'usine à 7 BC chacun.

IMPRINDUSTRY_3_NAME     | Technologie industrielle améliorée 6
IMPRINDUSTRY_3_DETAIL   | Réduit les coûts de construction d'usine à 6 BC chacun.

IMPRINDUSTRY_4_NAME     | Technologie industrielle améliorée 5
IMPRINDUSTRY_4_DETAIL   | Réduit les coûts de construction d'usine à 5 BC chacun.

IMPRINDUSTRY_5_NAME     | Technologie industrielle améliorée 4
IMPRINDUSTRY_5_DETAIL   | Réduit les coûts de construction d'usine à 4 BC chacun.

IMPRINDUSTRY_6_NAME     | Technologie industrielle améliorée 3
IMPRINDUSTRY_6_DETAIL   | Réduit les coûts de construction d'usine à 3 BC chacun.

IMPRINDUSTRY_7_NAME     | Technologie industrielle améliorée 2
IMPRINDUSTRY_7_DETAIL   | Réduit les coûts de construction d'usine à 2 BC chacun.


//
// Terraformation améliorée techs
//
IMPRTFORM_0_NAME        | Terraformation améliorée +10
IMPRTFORM_0_DETAIL      | Augmente la capacité de population des planètes de 10 millions pour un coût de 5 BC par million.

IMPRTFORM_1_NAME        | Terraformation améliorée +20
IMPRTFORM_1_DETAIL      | Augmente la capacité de population des planètes de 20 millions pour un coût de 5 BC par million.

IMPRTFORM_2_NAME        | Terraformation améliorée +30
IMPRTFORM_2_DETAIL      | Augmente la capacité de population des planètes de 30 millions pour un coût de 4 BC par million.

IMPRTFORM_3_NAME        | Terraformation améliorée +40
IMPRTFORM_3_DETAIL      | Augmente la capacité de population des planètes de 40 millions pour un coût de 4 BC par million.

IMPRTFORM_4_NAME        | Terraformation améliorée +50
IMPRTFORM_4_DETAIL      | Augmente la capacité de population des planètes de 50 millions pour un coût de 3 BC par million..

IMPRTFORM_5_NAME        | Terraformation améliorée +60
IMPRTFORM_5_DETAIL      | Augmente la capacité de population des planètes de 60 millions pour un coût de 3 BC par million.

IMPRTFORM_6_NAME        | Terraformation améliorée +80
IMPRTFORM_6_DETAIL      | Augmente la capacité de population des planètes de 80 millions pour un coût de 2 BC par million.

IMPRTFORM_7_NAME        | Terraformation améliorée +100
IMPRTFORM_7_DETAIL      | Augmente la capacité de population des planètes de 100 millions pour un coût de 2 BC par million.

IMPRTFORM_8_NAME        | Terraformation complète
IMPRTFORM_8_DETAIL      | Augmente la capacité de population des planètes de 120 millions pour un coût de 2 BC par million.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Réduction des déchets industriels 80%
INDWASTE_0_DETAIL       | Réduit les niveaux de pollution de l'usine à 80 % du taux normal.

INDWASTE_1_NAME         | Réduction des déchets industriels 60%
INDWASTE_1_DETAIL       | Réduit les niveaux de pollution de l'usine à 60 % du taux normal.

INDWASTE_2_NAME         | Réduction des déchets industriels 40%
INDWASTE_2_DETAIL       | Réduit les niveaux de pollution de l'usine à 40 % du taux normal.

INDWASTE_3_NAME         | Réduction des déchets industriels 20%
INDWASTE_3_DETAIL       | Réduit les niveaux de pollution de l'usine à 20 % du taux normal.

INDWASTE_4_NAME         | Élimination des déchets industriels
INDWASTE_4_DETAIL       | Les usines cessent de polluer.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Fusées anti-missiles
MISSDEF_0_BRIEF     | 40 % de chances que les missiles soient détruits
MISSDEF_0_DETAIL    | Roquettes trans-légères capables de détruire les missiles ennemis entrants 40 % du temps, -1 % par niveau de technologie du missile.

MISSDEF_1_NAME      | Bouclier Zyro
MISSDEF_1_BRIEF     | 75 % de chances que les missiles soient détruits
MISSDEF_1_DETAIL    | Un champ d'énergie qui détruit les missiles et torpilles ennemis entrants 75% du temps, -1% par niveau technologique du missile.

MISSDEF_2_NAME      | Bouclier de foudre
MISSDEF_2_BRIEF     | 100 % de chances que les missiles soient détruits
MISSDEF_2_DETAIL    | Un champ d'énergie qui détruit les missiles et torpilles ennemis entrants 100% du temps, -1% par niveau technologique du missile.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Missile nucléaire
MISSWPN_0_BRIEF     | 2 coups, +1 vitesse
MISSWPN_0_BRIEF2    | 5 coups
MISSWPN_0_DETAIL    | Missiles munis d'ogives nucléaires qui explosent en infligeant 4 points de dégâts et se déplacent à une vitesse de 2.

MISSWPN_1_NAME      | Fusées Hyper-V
MISSWPN_1_BRIEF     | 2 coups, +1 vitesse
MISSWPN_1_BRIEF2    | 5 coups
MISSWPN_1_DETAIL    | Des missiles rapides qui explosent pour 6 points de dégâts et se déplacent à une vitesse de 2,5.

MISSWPN_2_NAME      | Fusées Hyper-X
MISSWPN_2_BRIEF     | 2 coups, +1 to hit
MISSWPN_2_BRIEF2    | 5 coups, +1 to hit
MISSWPN_2_DETAIL    | Missiles équipés d'ogives à haute énergie qui explosent pour 8 points de dégâts, se déplacent à une vitesse de 2,5 et sont contrôlés par un ordinateur de ciblage de niveau +1.

MISSWPN_3_NAME      | Fusées pack de dispersion V
MISSWPN_3_BRIEF     | 2 coups, +1 vitesse
MISSWPN_3_BRIEF2    | 5 coups
MISSWPN_3_DETAIL    | Versions mirvage des fusées Hyper-V, se divisant en cinq ogives distinctes qui explosent chacune pour 6 points de dégâts et se déplacent à une vitesse de 2,5.

MISSWPN_4_NAME      | Missiles à merculite
MISSWPN_4_BRIEF     | 2 coups, +2 pour toucher
MISSWPN_4_BRIEF2    | 5 coups, +2 pour toucher
MISSWPN_4_DETAIL    |Des missiles rapides et percutants qui explosent en infligeant 10 points de dégâts, se déplacent à une vitesse de 3 et sont contrôlés par un ordinateur de ciblage +2.

MISSWPN_5_NAME      | Missiles Stinger
MISSWPN_5_BRIEF     | 2 coups, +3 pour toucher
MISSWPN_5_BRIEF2    | 5 coups, +3 pour toucher
MISSWPN_5_DETAIL    | Des missiles lents et hyper-précis pour infliger 15 points de dégâts, se déplacer à une vitesse de 3,5 et sont contrôlés par un ordinateur de ciblage sophistiqué +3.

MISSWPN_6_NAME      | Fusées pack de dispersion VII
MISSWPN_6_BRIEF     | 2 coups, Mirvage à 7
MISSWPN_6_BRIEF2    | 5 coups, Mirvage à 7
MISSWPN_6_DETAIL    | Versions Mirvage des fusées Hyper-X, se divisant en 7 ogives distinctes qui explosent chacune pour 10 points de dégâts, se déplacent à une vitesse de 3 et sont guidées par un ordinateur de ciblage +2.

MISSWPN_7_NAME      | Missiles Pulson
MISSWPN_7_BRIEF     | 2 coups, +4 pour toucher
MISSWPN_7_BRIEF2    | 5 coups, +4 pour toucher
MISSWPN_7_DETAIL    | De puissants missiles équipés d'ogives anti-matière qui explosent pour 20 points de dégâts, se déplacent à la vitesse 4 et sont contrôlés par un ordinateur de ciblage +4.

MISSWPN_8_NAME      | Missiles herculaires
MISSWPN_8_BRIEF     | 2 coups, +5 pour toucher
MISSWPN_8_BRIEF2    | 5 coups, +5 pour toucher
MISSWPN_8_DETAIL    | Missile très avancé qui explose et inflige 25 points de dégâts. Les missiles herculaires se déplacent à une vitesse de 4,5 et sont contrôlés par un ordinateur de ciblage +5.

MISSWPN_9_NAME      | Missiles Zeon
MISSWPN_9_BRIEF     | 2 coups, +6 pour toucher
MISSWPN_9_BRIEF2    | 5 coups, +6 pour toucher
MISSWPN_9_DETAIL    | Le missile le plus avancé disponible. Capable de frapper les navires ennemis pour 30 points de dégâts et de se déplacer à une vitesse de 5. Le missile est guidé par un ordinateur de ciblage +6.

MISSWPN_10_NAME      | Fusées pack de dispersion X
MISSWPN_10_BRIEF     | 2 coups, Mirvage à 10
MISSWPN_10_BRIEF2    | 5 coups, Mirvage à 10
MISSWPN_10_DETAIL    | Les versions Mirvage des missiles Stinger, se divisant en 10 ogives distinctes qui explosent chacune pour 15 points de dégâts, se déplacent à une vitesse de 3,5 et sont guidées par un ordinateur de ciblage +3.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Bouclier déflecteur personnel
PERSSHIELD_1_DETAIL   | Protège les troupes terrestres individuelles avec un champ de force directionnel. Ajoute +10 à toutes les batailles au sol.

PERSSHIELD_2_NAME     | Bouclier d'absorption personnel
PERSSHIELD_2_DETAIL   | Absorbe les dégâts de toutes les armes à main. Ajoute +20 à toutes les batailles au sol.

PERSSHIELD_3_NAME     | Bouclier barrière personnel
PERSSHIELD_3_DETAIL   | Enveloppe complètement le soldat dans un champ de force presque impénétrable. Ajoute +30 à tous les jets de combat au sol.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Boucliers Planétaires Classe V
PLANETSHIELD_0_DETAIL  | Absorbe 5 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.

PLANETSHIELD_1_NAME    | Boucliers Planétaires Classe X
PLANETSHIELD_1_DETAIL  | Absorbe 10 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.

PLANETSHIELD_2_NAME    | Boucliers Planétaires Classe XV
PLANETSHIELD_2_DETAIL  | Absorbe 15 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.

PLANETSHIELD_3_NAME    | Boucliers Planétaires Classe XX
PLANETSHIELD_3_DETAIL  | Absorbe 20 points de dégâts de toutes les attaques contre les surfaces des planètes, ajoutant aux boucliers déflecteurs de base de missiles.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Faisceau repulseur
REPULSOR_0_BRIEF   | Fait reculer les navires ennemis d'une case
REPULSOR_0_DETAIL  | Repousse les navires ennemis à une case du navire défenseur. Cette arme spéciale a une portée d'une case.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Réservoirs de carburant de réserve
RSRVFUEL_0_BRIEF   | Étend la portée du vaisseau de %1 années-lumière
RSRVFUEL_0_DETAIL  | Les réservoirs de carburant de réserve augmentent la portée d'un navire.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Commandes robotiques améliorées III
ROBOTCTRL_0_DETAIL   | Permet de faire fonctionner 3 usines par habitant. Le coût de remise en état pour la mise à niveau est la moitié du coût standard de chaque usine.

ROBOTCTRL_1_NAME     | Commandes robotiques améliorées IV
ROBOTCTRL_1_DETAIL   | Permet de faire fonctionner 4 usines par habitant. Le coût de remise en état pour la mise à niveau est le coût standard de chaque usine.

ROBOTCTRL_2_NAME     | Commandes robotiques améliorées V
ROBOTCTRL_2_DETAIL   | Permet de faire fonctionner 5 usines par habitant. Le coût de remise en état pour la mise à niveau est une fois et demie le coût standard de chaque usine.

ROBOTCTRL_3_NAME     | Commandes robotiques améliorées VI
ROBOTCTRL_3_DETAIL   | Permet de faire fonctionner 6 usines par habitant. Le coût de remise en état de la mise à niveau est le double du coût standard de chaque usine.

ROBOTCTRL_4_NAME     | Commandes robotiques améliorées VII
ROBOTCTRL_4_DETAIL   | Permet de faire fonctionner 7 usines par habitant. Le coût de remise en état de la mise à niveau est de 2,5 fois le coût standard de chaque usine.


//
// Scanner techs 
//
SCANNER_0_NAME       | Scanner de combat
SCANNER_0_BRIEF      | Scanne les navires ennemis au combat
SCANNER_0_DETAIL     | Révèle les spécifications techniques des vaisseaux spatiaux ennemis au combat.

SCANNER_1_NAME       | Scanner de l'espace lointain
SCANNER_1_BRIEF      | Détecte les navires jusqu'à 5 années-lumière
SCANNER_1_DETAIL     | Détecte les navires ennemis jusqu'à 5 années-lumière de vos colonies et 1 année-lumière de vos navires.

SCANNER_2_NAME       | Scanner spatial amélioré
SCANNER_2_BRIEF      | Détecte les navires et les destinations jusqu'à 7 années-lumière
SCANNER_2_DETAIL     | Détecte les navires ennemis jusqu'à 7 années-lumière de vos colonies et 2 années-lumière de vos navires. Les destinations ennemies peuvent être déterminées.

SCANNER_3_NAME       | Scanner spatial avancé
SCANNER_3_BRIEF      | Permet l'exploration de planètes jusqu'à 9 années-lumière
SCANNER_3_DETAIL     | Permet l'exploration de planètes à partir de bases de colonies jusqu'à 9 années-lumière et détecte les navires ennemis jusqu'à 3 années-lumière de vos navires. 


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Stabilisateur inertiel
SHIPINERTIAL_0_BRIEF    | Ajoute +2 à la maniabilité
SHIPINERTIAL_0_DETAIL   | Réduit l'inertie des navires, ajoutant 2 Classes de maniabilité au combat (+2 défense et +1 Vitesse de combat).

SHIPINERTIAL_1_NAME     | Annulateur inertiel
SHIPINERTIAL_1_BRIEF    | Ajoute +4 à la maniabilité
SHIPINERTIAL_1_DETAIL   | Annule l'inertie des navires, ajoutant 4 classes de maniabilité au combat. Réduit également l'effet des attaques de Trou Noir de -30%.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Annulateur de technologie
SHIPNULLIFIER_0_BRIEF    | Détruit les ordinateurs ennemis
SHIPNULLIFIER_0_DETAIL   | Brouille les ordinateurs de combat et l'ECM ennemis, les réduisant de 2 à 6 niveaux par attaque. Sa portée dépasse la plupart des armes des navires.

SHIPNULLIFIER_1_NAME     | Dissipateur de distorsion
SHIPNULLIFIER_1_BRIEF    | Réduit la vitesse des navires ennemis
SHIPNULLIFIER_1_DETAIL   | Les dissipateurs de distorsion sont des armes à longue portée qui perturbent les moteurs des vaisseaux ennemis, réduisant leur vitesse à chaque attaque.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Laser
SHIPWPN_0_ITEM2        | Laser lourd
SHIPWPN_0_DETAIL       | Arme à faisceau à tir direct qui inflige 1 à 4 points de dégâts.Les lasers lourds ont une portée de deux espaces et infligent 1 à 7 points de dégâts.

SHIPWPN_1_NAME         | Laser Gatling
SHIPWPN_1_BRIEF        | Tire 4 fois/tour
SHIPWPN_1_DETAIL       | Un laser avancé qui tire jusqu'à quatre fois par tour et inflige 1 à 4 points de dégâts à chaque coup.

SHIPWPN_2_NAME         | Pistolet à plombs à neutrons
SHIPWPN_2_BRIEF        | Réduit de moitié la force du bouclier
SHIPWPN_2_DETAIL       | Arme à flux de particules lourdes qui réduit de moitié l'efficacité des boucliers déflecteurs ennemis et inflige 2 à 5 points de dégâts.

SHIPWPN_3_NAME         | Canon à ions
SHIPWPN_3_ITEM2        | Canon à ions lourds
SHIPWPN_3_DETAIL       | Armes à faisceau de haute intensité capables d'infliger 3 à 8 points de dégâts. Les canons à ions lourds frappent pendant 3 à 15 et ont une portée de deux espaces.

SHIPWPN_4_NAME         | Conducteur de masse
SHIPWPN_4_BRIEF        | Réduit de moitié la force du bouclier
SHIPWPN_4_DETAIL       | Un accélérateur linéaire qui divise par deux l'efficacité des boucliers déflecteurs ennemis et inflige 5 à 8 points de dégâts.

SHIPWPN_5_NAME         | Blaster à neutrons
SHIPWPN_5_ITEM2        | Blaster lourd à neutrons
SHIPWPN_5_DETAIL       | Armes à faisceau puissant capables d'infliger 3 à 12 points de dégâts. Les blasters à neutrons lourds frappent de 3 à 24 points et ont une portée de 2 espaces.

SHIPWPN_6_NAME         | Faisceau gravitonnel
SHIPWPN_6_BRIEF        | Attaque en continu
SHIPWPN_6_DETAIL       | Faisceau tracteur-répulseur capable de réduire les navires en pièces. Il frappe pour 1 à 15 points de dégâts, et l'effet de flux continu permet aux dégâts excédentaires de se propager à d'autres navires.

SHIPWPN_7_NAME         | Faisceau dur
SHIPWPN_7_BRIEF        | Réduit de moitié la force du bouclier
SHIPWPN_7_DETAIL       | Une arme à faisceau énergétique-matière qui réduit de moitié l'efficacité des boucliers déflecteurs ennemis et inflige 8 à 12 points de dégâts.

SHIPWPN_8_NAME         | Faisceau de fusion
SHIPWPN_8_ITEM2        | Faisceau de fusion lourd
SHIPWPN_8_DETAIL       | Arme à faisceau de haute intensité capable de faire 4 à 16 points de dégâts. Les faisceaux de fusion lourds frappent de 4 à 30 points et ont une portée de 2 espaces.

SHIPWPN_9_NAME         | Canon mégaéclair
SHIPWPN_9_BRIEF        | +3 niveaux à toucher.
SHIPWPN_9_DETAIL       | Libère plusieurs éclairs d'énergie pure dans un large champ. Il a +30% de chances supplémentaires de toucher et inflige 2 à 20 points de dégâts.

SHIPWPN_10_NAME        | Phaseur
SHIPWPN_10_ITEM2       | Phaseur lourd
SHIPWPN_10_DETAIL      | Rayons à énergie phasée capables d'infliger 5 à 20 points de dégâts. Les phaseurs lourds infligent 5 à 40 points de dégâts et ont une portée de deux cases.

SHIPWPN_11_NAME        | Blaster automatique
SHIPWPN_11_BRIEF       | Tire 3 fois/tour
SHIPWPN_11_DETAIL      | Un blaster à neutrons avancé qui tire jusqu'à trois fois par tour pour 4 à 16 points de dégâts par coup.

SHIPWPN_12_NAME        | Faisceau Tachyon
SHIPWPN_12_BRIEF       | Attaque en continu
SHIPWPN_12_DETAIL      | Tire un flux intense de particules de tachyons qui frappent les navires ennemis pendant 1 à 25 coups. L'effet de flux continu permet aux dommages excédentaires de se propager à d'autres navires.

SHIPWPN_13_NAME        | Canon automatique Gauss
SHIPWPN_13_BRIEF       | 1/2 Boucliers, tire 4x
SHIPWPN_13_DETAIL      | Un accélérateur linéaire avancé capable de tirer 4 obus explosifs par tour qui infligent 7 à 10 points de dégâts chacun. Ces cartouches de projectiles réduisent également de moitié l'efficacité des boucliers ennemis.

SHIPWPN_14_NAME        | Faisceau de particules
SHIPWPN_14_BRIEF       | Réduit de moitié la force du bouclier
SHIPWPN_14_DETAIL      | Accélérateurs de particules à haute intensité capables de frapper les navires ennemis pour 10 à 20 points de dégâts et de réduire de moitié l'efficacité des boucliers déflecteurs.

SHIPWPN_15_NAME        | Canon à plasma
SHIPWPN_15_DETAIL      | Tire des éclairs d'énergie intenses qui infligent 6 à 30 points de dégâts à une distance de 1.

SHIPWPN_16_NAME        | Rayon de la mort
SHIPWPN_16_DETAIL      | Une arme ancienne d'une puissance incroyablement destructrice qui inflige 200 à 1000 points de dégâts et a une portée d'un espace.

SHIPWPN_17_NAME        | Disrupteur
SHIPWPN_17_DETAIL      | Libère d'énormes éclairs d'énergie pure qui peuvent frapper des cibles ennemies jusqu'à deux espaces et leur infliger 10 à 40 points de dégâts.

SHIPWPN_18_NAME        | Phaseur d'impulsion
SHIPWPN_18_BRIEF       | Tire 3 fois/tour
SHIPWPN_18_DETAIL      | Un phaseur avancé capable de tirer 3 rafales par tour pour 5 à 20 points de dégâts à chaque coup.

SHIPWPN_19_NAME        | Canon à plasma tri-focus
SHIPWPN_19_DETAIL      | Tire une triade de faisceaux de plasma à haute intensité capables d'infliger 20 à 50 points de dégâts.

SHIPWPN_20_NAME        | Convertisseur stellaire
SHIPWPN_20_BRIEF       | Frappe les quatre boucliers
SHIPWPN_20_DETAIL      | Entoure la cible d'un champ de conversion matière-énergie extrêmement puissant, infligeant quatre attaques de 10 à 35 points. Il dispose d'une portée de 3 espaces.

SHIPWPN_21_NAME        | Appareil mutilateur
SHIPWPN_21_DETAIL      | Libère d'énormes quantités d'énergie concentrée sur les cibles ennemies, infligeant 20 à 100 points de dégâts.

SHIPWPN_22_NAME        | Le flux amibe
SHIPWPN_22_DETAIL      | Un flux qui fait 250-1000 points de dégâts et a une portée de 3 cases. Son effet de flux continu lui permet de transporter les dégâts d'un navire à l'autre.

SHIPWPN_23_NAME        | Le rayon de cristal
SHIPWPN_23_DETAIL      | Un rayon qui entoure les boucliers d'une cible, délivrant 4 attaques pour 100-300 points de dégâts chacune. Il dispose d'une portée de 3 espaces.

//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Enrichissement du sol
SOILENRICH_0_DETAIL   | Convertit les planètes standard en environnements fertiles, augmentant la croissance démographique de 50 % et augmentant la taille planétaire de base de + 25 % pour un coût unique de 150 BC.

SOILENRICH_1_NAME     | Enrichissement avancé du sol
SOILENRICH_1_DETAIL   | Convertit les planètes standard et fertiles en gaias, doublant la croissance démographique et augmentant la taille de base de la planète de + 50 % pour un coût unique de 300 Bc.


//
// Stargate tech
//
STARGATE_0_NAME      | Portes des étoiles intergalactiques
STARGATE_0_DETAIL    | Permet à vos vaisseaux de se déplacer entre deux planètes équipées de portes stellaires en un seul tour. Coût 3000 BC à construire.


//
// Stasis Field tech
//
STASIS_0_NAME      | Champ de stase
STASIS_0_BRIEF     | Ennemi figé pendant 1 tour
STASIS_0_DETAIL    | Fige un groupe de navires ennemis, jusqu'à une case de distance, pendant un tour. Les navires figés ne peuvent ni attaquer ni être attaqués.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Projecteur de flux ionique
STREAMWPN_0_BRIEF   | Réduit l'armure ennemie de 20%
STREAMWPN_0_DETAIL  | Tire une explosion ionique intense, réduisant l'armure de chaque cible du groupe adverse de 20 % plus 1 % pour 2 vaisseaux qui tirent, jusqu'à un maximum de 50 % de ses points de vie de départ par attaque.

STREAMWPN_1_NAME    | Projecteur de flux de neutrons
STREAMWPN_1_BRIEF   | Réduit l'armure ennemie de 40%
STREAMWPN_1_DETAIL  | Tire une explosion de neutrinos concentrés, réduisant l'armure de chaque cible du groupe adverse de 40 % plus 1 % par navire qui tire, jusqu'à un maximum de 75 % de ses points de vie par attaque.


