

//
// Armor techs
// 
ARMOR_0_NAME     | Titanpansar
// Framtida Kraftfält techs
//
FUTUREFORCE_0_NAME    | Framtida Kraftfält I
FUTUREFORCE_0_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_1_NAME    | Framtida Kraftfält II
FUTUREFORCE_1_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_2_NAME    | Framtida Kraftfält III
FUTUREFORCE_2_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_3_NAME    | Framtida Kraftfält IV
FUTUREFORCE_3_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_4_NAME    | Framtida Kraftfält V
FUTUREFORCE_4_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_5_NAME    | Framtida Kraftfält VI
FUTUREFORCE_5_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_6_NAME    | Framtida Kraftfält VII
FUTUREFORCE_6_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_7_NAME    | Framtida Kraftfält VIII
FUTUREFORCE_7_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_8_NAME    | Framtida Kraftfält IX
FUTUREFORCE_8_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.

FUTUREFORCE_9_NAME    | Framtida Kraftfält X
FUTUREFORCE_9_DETAIL  | Allmänna Förbättringar inom Kraftfältsteknologi.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Framtida Planetologi I
FUTUREPLANET_0_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_1_NAME    | Framtida Planetologi II
FUTUREPLANET_1_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_2_NAME    | Framtida Planetologi III
FUTUREPLANET_2_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_3_NAME    | Framtida Planetologi IV
FUTUREPLANET_3_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_4_NAME    | Framtida Planetologi V
FUTUREPLANET_4_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_5_NAME    | Framtida Planetologi VI
FUTUREPLANET_5_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_6_NAME    | Framtida Planetologi VII
FUTUREPLANET_6_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_7_NAME    | Framtida Planetologi VIII
FUTUREPLANET_7_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_8_NAME    | Framtida Planetologi IX
FUTUREPLANET_8_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.

FUTUREPLANET_9_NAME    | Framtida Planetologi X
FUTUREPLANET_9_DETAIL  | Allmänna Förbättringar inom Planetär Teknologi.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Framtida Framdrivningssystem I
FUTUREPROP_0_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_1_NAME    | Framtida Framdrivningssystem II
FUTUREPROP_1_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_2_NAME    | Framtida Framdrivningssystem III
FUTUREPROP_2_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_3_NAME    | Framtida Framdrivningssystem IV
FUTUREPROP_3_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_4_NAME    | Framtida Framdrivningssystem V
FUTUREPROP_4_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_5_NAME    | Framtida Framdrivningssystem VI
FUTUREPROP_5_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_6_NAME    | Framtida Framdrivningssystem VII
FUTUREPROP_6_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_7_NAME    | Framtida Framdrivningssystem VIII
FUTUREPROP_7_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_8_NAME    | Framtida Framdrivningssystem IX
FUTUREPROP_8_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.

FUTUREPROP_9_NAME    | Framtida Framdrivningssystem X
FUTUREPROP_9_DETAIL  | Allmänna Förbättringar inom Teknologi för Framdrivning.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Framtida Vapen I
FUTUREWEAPON_0_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_1_NAME    | Framtida Vapen II
FUTUREWEAPON_1_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_2_NAME    | Framtida Vapen III
FUTUREWEAPON_2_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_3_NAME    | Framtida Vapen IV
FUTUREWEAPON_3_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_4_NAME    | Framtida Vapen V
FUTUREWEAPON_4_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_5_NAME    | Framtida Vapen VI
FUTUREWEAPON_5_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_6_NAME    | Framtida Vapen VII
FUTUREWEAPON_6_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_7_NAME    | Framtida Vapen VIII
FUTUREWEAPON_7_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_8_NAME    | Framtida Vapen IX
FUTUREWEAPON_8_DETAIL  | Allmänna Förbättringar för Vapenteknologi.

FUTUREWEAPON_9_NAME    | Framtida Vapen X
FUTUREWEAPON_9_DETAIL  | Allmänna Förbättringar för Vapenteknologi. 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Handlasrar
HANDWEAPON_1_DETAIL    | Personliga handhållna lasrar som lägger till +5 till utfall för markstrid.

HANDWEAPON_2_NAME      | Jon-gevär
HANDWEAPON_2_DETAIL    | Personliga strålvapen som lägger till +10 till utfall för markstrid.

HANDWEAPON_3_NAME      | Fusions-gevär
HANDWEAPON_3_DETAIL    | Kraftfulla strålvapen med låg precision som lägger till +20 till utfall för markstrid.

HANDWEAPON_4_NAME      | Hand-fasrar
HANDWEAPON_4_DETAIL    | Effektivt handhållet energivapen kapabelt till att reducera en motståndare till lösa atomer. Lägger till +25 till utfall för markstrid.

HANDWEAPON_5_NAME      | Plasmagevär
HANDWEAPON_5_DETAIL    | Det mest förödande handhållna vapnet tillgängligt. Lägger till +30 till utfall för markstrid.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Hyperrymdskommunikation
HYPERSPACE_0_DETAIL    | Möjliggör kommunikation med flottor som färdas i hyperrymden, och att nya direktiv kan anges i färd.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Förbättrad Fabriksteknik 9
IMPRINDUSTRY_0_DETAIL   | Reducerar kostnaden för att bygga fabriker till 9 BC styck.

IMPRINDUSTRY_1_NAME     | Förbättrad Fabriksteknik 8
IMPRINDUSTRY_1_DETAIL   | Reducerar kostnaden för att bygga fabriker till 8 BC styck.

IMPRINDUSTRY_2_NAME     | Förbättrad Fabriksteknik 7
IMPRINDUSTRY_2_DETAIL   | Reducerar kostnaden för att bygga fabriker till 7 BC styck.

IMPRINDUSTRY_3_NAME     | Förbättrad Fabriksteknik 6
IMPRINDUSTRY_3_DETAIL   | Reducerar kostnaden för att bygga fabriker till 6 BC styck.

IMPRINDUSTRY_4_NAME     | Förbättrad Fabriksteknik 5
IMPRINDUSTRY_4_DETAIL   | Reducerar kostnaden för att bygga fabriker till 5 BC styck.

IMPRINDUSTRY_5_NAME     | Förbättrad Fabriksteknik 4
IMPRINDUSTRY_5_DETAIL   | Reducerar kostnaden för att bygga fabriker till 4 BC styck.

IMPRINDUSTRY_6_NAME     | Förbättrad Fabriksteknik 3
IMPRINDUSTRY_6_DETAIL   | Reducerar kostnaden för att bygga fabriker till 3 BC styck.

IMPRINDUSTRY_7_NAME     | Förbättrad Fabriksteknik 2
IMPRINDUSTRY_7_DETAIL   | Reducerar kostnaden för att bygga fabriker till 2 BC styck.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Förbättrad Terraformering +10
IMPRTFORM_0_DETAIL      | Utökar kapaciteten för population på en planet med 10M för en kostnad av 5 BC per miljon.

IMPRTFORM_1_NAME        | Förbättrad Terraformering +20
IMPRTFORM_1_DETAIL      | Utökar kapaciteten för population på en planet med 20M för en kostnad av 5 BC per million.

IMPRTFORM_2_NAME        | Förbättrad Terraformering +30
IMPRTFORM_2_DETAIL      | Utökar kapaciteten för population på en planet med 30M för en kostnad av 4 BC per million.

IMPRTFORM_3_NAME        | Förbättrad Terraformering +40
IMPRTFORM_3_DETAIL      | Utökar kapaciteten för population på en planet med 40M för en kostnad av 4 BC per million.

IMPRTFORM_4_NAME        | Förbättrad Terraformering +50
IMPRTFORM_4_DETAIL      | Utökar kapaciteten för population på en planet med 50M för en kostnad av 3 BC per million.

IMPRTFORM_5_NAME        | Förbättrad Terraformering +60
IMPRTFORM_5_DETAIL      | Utökar kapaciteten för population på en planet med 60M för en kostnad av 3 BC per million.

IMPRTFORM_6_NAME        | Förbättrad Terraformering +80
IMPRTFORM_6_DETAIL      | Utökar kapaciteten för population på en planet med 80M för en kostnad av 2 BC per million.

IMPRTFORM_7_NAME        | Förbättrad Terraformering +100
IMPRTFORM_7_DETAIL      | Utökar kapaciteten för population på en planet med 100M för en kostnad av 2 BC per million.

IMPRTFORM_8_NAME        | Fullständig Terrformering
IMPRTFORM_8_DETAIL      | Utökar kapaciteten för population på en planet med 120M för en kostnad av 2 BC per million.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Reducerat Industriavfall 80%
INDWASTE_0_DETAIL       | Minskar föroreningar orsakade av fabriker till 80% av normala nivåer.

INDWASTE_1_NAME         | Reducerat Industriavfall 60%
INDWASTE_1_DETAIL       | Minskar föroreningar orsakade av fabriker till 60% av normala nivåer.

INDWASTE_2_NAME         | Reducerat Industriavfall 40%
INDWASTE_2_DETAIL       | Minskar föroreningar orsakade av fabriker till 40% av normala nivåer.

INDWASTE_3_NAME         | Reducerat Industriavfall 20%
INDWASTE_3_DETAIL       | Minskar föroreningar orsakade av fabriker till 20% av normala nivåer.

INDWASTE_4_NAME         | Eliminering av Industriavfall
INDWASTE_4_DETAIL       | Fabriker blir helt befriade från föroreningar och avfall.


//
// Missile Defense techs
//
MISSDEF_0_NAME      | Anti-Missil-Raketer
MISSDEF_0_BRIEF     | 40% chans att missiler förstörs
MISSDEF_0_DETAIL    | Överljus-raketer som förstör 40% av inkommande fientliga missiler, -1% per teknologinivå av missil.

MISSDEF_1_NAME      | Zyro-Sköldar
MISSDEF_1_BRIEF     | 75% chans att missiler förstörs
MISSDEF_1_DETAIL    | Ett energifält som förstör 75% av inkommande fientliga missiler och torpeder, -1% per teknologinivå av missil.

MISSDEF_2_NAME      | Blixt-Sköldar
MISSDEF_2_BRIEF     | 100% chans att missiler förstörs
MISSDEF_2_DETAIL    | Ett energifält som förstör 100% av inkommande fientliga missiler och torpeder, -1% per teknologinivå av missil.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Kärnvapensmissil
MISSWPN_0_BRIEF     | 2 skott, +1 hastighet
MISSWPN_0_BRIEF2    | 5 skott
MISSWPN_0_DETAIL    | Missiler med kärnvapenstridsspetsar som exploderar för 4 skadepoäng och färdas vid en hastighet av 2.

MISSWPN_1_NAME      | Hyper-V-Raketer
MISSWPN_1_BRIEF     | 2 skott, +1 hastighet
MISSWPN_1_BRIEF2    | 5 skott
MISSWPN_1_DETAIL    | Snabba missiler som exploderar för 6 skadepoäng och färdas vid en hastighet av 2.5.

MISSWPN_2_NAME      | Hyper-X-Raketer
MISSWPN_2_BRIEF     | 2 skott, +1 precision
MISSWPN_2_BRIEF2    | 5 skott, +1 precision
MISSWPN_2_DETAIL    | Missiler utrustade med högenergi-stridsspetsar som exploderar för 8 skadepoäng, färdas vid en hastighet av 2.5, och kontrolleras av en +1 precisionsdator.

MISSWPN_3_NAME      | Spridpack-V-Raketer
MISSWPN_3_BRIEF     | 2 skott, +1 hastighet
MISSWPN_3_BRIEF2    | 5 skott
MISSWPN_3_DETAIL    | MIRV-versionen av Hyper-V-Raketer, delas upp i 5 separata stridsspetsar, där varje exploderar för 6 skadepoäng och färdas vid en hastighet av 2.5.

MISSWPN_4_NAME      | Merkulit-Missiler
MISSWPN_4_BRIEF     | 2 skott, +2 precision
MISSWPN_4_BRIEF2    | 5 skott, +2 precision
MISSWPN_4_DETAIL    | Effektfulla, snabba missiler som exploderar för 10 skadepoäng, färdas vid en hastighet av 3, och kontrolleras av en +2 precisionsdator.

MISSWPN_5_NAME      | Ödes-Missiler
MISSWPN_5_BRIEF     | 2 skott, +3 precision
MISSWPN_5_BRIEF2    | 5 skott, +3 precision
MISSWPN_5_DETAIL    | Långsamma, superträffsäkra missiler som orsakar 15 skadepoäng, färdas vid en hastighet av 3.5, och kontrolleras av en sofistikerad +3 precisionsdator.

MISSWPN_6_NAME      | Spridpack-VII-Raketer
MISSWPN_6_BRIEF     | 2 skott, MIRV för 7
MISSWPN_6_BRIEF2    | 5 skott, MIRV för 7
MISSWPN_6_DETAIL    | MIRV-versionen av Hyper-X-Raketer, delas upp i 7 separata stridsspetsar, där varje exploderar för 10 skadepoäng, färdas vid en hastighet av 3, och är utrustade med en +2 precisionsdator.

MISSWPN_7_NAME      | Pulsvågs-Missiler
MISSWPN_7_BRIEF     | 2 skott, +4 precision
MISSWPN_7_BRIEF2    | 5 skott, +4 precision
MISSWPN_7_DETAIL    | Kraftfulla missiler utrustade med anti-materia-stridsspetsar som exploderar för 20 skadepoäng, färdas vid en hastighet av 4, och kontrolleras av en +4 precisionsdator.

MISSWPN_8_NAME      | Herkulär Missil
MISSWPN_8_BRIEF     | 2 skott, +5 precision
MISSWPN_8_BRIEF2    | 5 skott, +5 precision
MISSWPN_8_DETAIL    | Komplex, avancerad missil på hög nivå som exploderar för 25 skadepoäng. Missilen färdas vid en hastighet av 4.5 och kontrolleras av en +5 precisionsdator.

MISSWPN_9_NAME      | Zeon-Missiler
MISSWPN_9_BRIEF     | 2 skott, +6 precision
MISSWPN_9_BRIEF2    | 5 skott, +6 precision
MISSWPN_9_DETAIL    | De mest avancerade missilerna tillgängliga. Kapabla till att träffa fiender för 30 skadepoäng och färdas på en hastighet av 5. Missilen guidas av en +6 precisionsdator.

MISSWPN_10_NAME      | Spridpack-X-Missiler
MISSWPN_10_BRIEF     | 2 skott, MIRV för 10
MISSWPN_10_BRIEF2    | 5 skott, MIRV för 10
MISSWPN_10_DETAIL    | MIRV-version av Ödes-Missiler, delas upp i 10 separata stridsspetsar, där varje exploderar för 15 skadepoäng, färdas vid en hastighet av 3.5, och kontrolleras av en +3 precisionsdator.


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Personlig Deflektorsköld
PERSSHIELD_1_DETAIL   | Skyddar individuella markstridstrupper med ett riktat kraftfält. Lägger till +10 till all markstrid.

PERSSHIELD_2_NAME     | Personlig Absorbtionssköld
PERSSHIELD_2_DETAIL   | Absorberar skada från alla handhållna vapen. Lägger till +20 till all markstrid.

PERSSHIELD_3_NAME     | Personlig Barriärsköld
PERSSHIELD_3_DETAIL   | Omsluter en soldat fullständigt i en nära på ogenomträngbar sköld. Lägger till +30 till all markstrid.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Klass V Planetära Sköldar
PLANETSHIELD_0_DETAIL  | Absorberar 5 skadepoäng från alla attacker mot planetens yta, tilläggningsvis till missilbasers vanliga sköldar.

PLANETSHIELD_1_NAME    | Klass X Planetära Sköldar
PLANETSHIELD_1_DETAIL  | Absorberar 10 skadepoäng från alla attacker mot planetens yta, tilläggningsvis till missilbasers vanliga sköldar.

PLANETSHIELD_2_NAME    | Klass XV Planetära Sköldar
PLANETSHIELD_2_DETAIL  | Absorberar 15 skadepoäng från alla attacker mot planetens yta, tilläggningsvis till missilbasers vanliga sköldar.

PLANETSHIELD_3_NAME    | Klass XX Planetära Sköldar
PLANETSHIELD_3_DETAIL  | Absorberar 20 skadepoäng från alla attacker mot planetens yta, tilläggningsvis till missilbasers vanliga sköldar.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Bortstötar-Stråle
REPULSOR_0_BRIEF   | Knuffar tillbaka fiendeskepp 1 stridssteg.
REPULSOR_0_DETAIL  | Stöter bort fientliga skepp ett stridssteg bakåt, bort från det försvarande skeppet. Denna Specialutrustning har en räckvidd på 1.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Extrareserver för Bränsle
RSRVFUEL_0_BRIEF   | Utökar ett Skepps Räckvidd med %1 ljusår
RSRVFUEL_0_DETAIL  | Extrareserver för Bränsle utökar ett skepps räckvidd.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Förbättrade Robot-Kontroller III
ROBOTCTRL_0_DETAIL   | Möjliggör att 3 fabriker kan skötas per enhet population. Upprustningskostnaden för att uppgradera är halva standardkostnaden per fabrik.

ROBOTCTRL_1_NAME     | Förbättrade Robot-Kontroller IV
ROBOTCTRL_1_DETAIL   | Möjliggör att 4 fabriker kan skötas per enhet population. Upprustningskostnaden för att uppgradera är standardkostnaden för varje fabrik.

ROBOTCTRL_2_NAME     | Förbättrade Robot-Kontroller V
ROBOTCTRL_2_DETAIL   | Möjliggör att 5 fabriker kan skötas per enhet population. Upprustningskostnaden för att uppgradera är en och en halv gång standardkostnaden för varje fabrik.

ROBOTCTRL_3_NAME     | Förbättrade Robot-Kontroller VI
ROBOTCTRL_3_DETAIL   | Möjliggör att 6 fabriker kan skötas per enhet population. Upprustningskostnaden för att uppgradera är två gånger standardkostnaden för varje fabrik.

ROBOTCTRL_4_NAME     | Förbättrade Robot-Kontroller VII
ROBOTCTRL_4_DETAIL   | Möjliggör att 7 fabriker kan skötas per enhet population. Upprustningskostnaden för att uppgradera är 2.5 gånger standardkostnaden för varje fabrik.


//
// Scanner techs 
//
SCANNER_0_NAME       | Strids-skannrar
SCANNER_0_BRIEF      | Skannar fientliga skepp i strid
SCANNER_0_DETAIL     | Observerar tekniska specifikationer för fientliga rymdskepp i strid.

SCANNER_1_NAME       | Djuprymds-skanner
SCANNER_1_BRIEF      | Upptäcker skepp upp till 5 ljusår bort
SCANNER_1_DETAIL     | Upptäcker rivalers skepp upp till 5 ljusår bort från din närmsta koloni, och 1 ljusår bort från närmsta skepp.

SCANNER_2_NAME       | Förbättrad Rymd-skanner
SCANNER_2_BRIEF      | Upptäcker skepp och destinationer upp till 7 ljusår bort
SCANNER_2_DETAIL     | Upptäcker rivalers skepp upp till 7 ljusår bort från din närmsta koloni, och 2 ljusår bort från närmsta skepp. Kan också bedöma rivalers mål för färd.

SCANNER_3_NAME       | Advancerad Rymd-skanner
SCANNER_3_BRIEF      | Möjliggör skannad utforskning av planeter upp till 9 ljusår bort
SCANNER_3_DETAIL     | Möjliggör skannad utforskning av planeter utifrån egna kolonibaser, utför skanningar upp till 9 ljusår bort, upptäcker rivalers skepp upp till 3 ljusår bort från närmsta skepp.


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Tröghets-Stabiliserare
SHIPINERTIAL_0_BRIEF    | Lägger till +2 till Manövrering
SHIPINERTIAL_0_DETAIL   | Minskar ett skepps fysikaliska tröghet, vilket lägger till 2 klasser av manövrerbarhet i strid (+2 Försvar och +1 Stridssteg)

SHIPINERTIAL_1_NAME     | Tröghets-Nollställare
SHIPINERTIAL_1_BRIEF    | Lägger till +4 till Manövrering
SHIPINERTIAL_1_DETAIL   | Eliminerar effekten av fysikalisk tröghet för skepp, vilket lägger till 4 klasser av manövrerbarhet i strid. Reducerar också Svart-Hål-attackers effekt med -30%.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Elektronik-Nollställare
SHIPNULLIFIER_0_BRIEF    | Förstör fienders datorsystem
SHIPNULLIFIER_0_DETAIL   | Förvränger fiendens Stridsdatorer och ECM, vilket reducerar deras effekt med 2-6 nivåer per attack. Längre räckvidd än de flesta skeppsvapen.

SHIPNULLIFIER_1_NAME     | Warp-Avledare
SHIPNULLIFIER_1_BRIEF    | Reducerar stridssteg för fientliga skepp
SHIPNULLIFIER_1_DETAIL   | Warp-Avledare är långdistans-vapen som saboterar fiendens rymdskeppsmotorer, vilket minskar deras hastighet med varje attack.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Laser
SHIPWPN_0_ITEM2        | Förstärkt Laser
SHIPWPN_0_DETAIL       | Strålvapen med direkt eldgivning som orsakar 1-4 skadepoäng. Förstärkta lasrar har en räckvidd på 2 och gör 1-7 skadepoäng.

SHIPWPN_1_NAME         | Batteri-Laser
SHIPWPN_1_BRIEF        | Avfyrar 4 ggr/tur
SHIPWPN_1_DETAIL       | En avancerad laser som avfyras upp till fyra gånger per tur för 1-4 skadepoäng med varje träff.

SHIPWPN_2_NAME         | Neutron-Pellets-Avfyrare
SHIPWPN_2_BRIEF        | Halverar Sköldstyrka
SHIPWPN_2_DETAIL       | Tungt partikelflödesvapen som halverar effektiviteten för fiendens sköldar, och orsakar 2 till 5 skadepoäng.

SHIPWPN_3_NAME         | Jonkanon
SHIPWPN_3_ITEM2        | Tung Jonkanon
SHIPWPN_3_DETAIL       | Högintensitets-strålvapen kapabelt att orsaka 3-8 skadepoäng. Tunga jonkanoner avfyrar för 3-15 och har en räckvidd på 2.

SHIPWPN_4_NAME         | Magnetkanon
SHIPWPN_4_BRIEF        | Halverar Sköldstyrka
SHIPWPN_4_DETAIL       | Ett rälsvapen som accelererar projektiler som halverar effektiviteten för fiendens sköldar, och orsakar 5-8 skadepoäng.

SHIPWPN_5_NAME         | Neutronsprängare
SHIPWPN_5_ITEM2        | Förstärkt Neutronsprängare
SHIPWPN_5_DETAIL       | Högenergi-strålvapen kapabelt till att orsaka 3-12 skadepoäng. Heavy neutron blasters avfyrar för 3-24 skada och har en räckvidd på 2.

SHIPWPN_6_NAME         | Graviton-Stråle
SHIPWPN_6_BRIEF        | Strömmande Attack
SHIPWPN_6_DETAIL       | Kombination av traktor-bortstötar-strålar kapabla till att slita skepp i bitar. Avfyrar för 1-15 skadepoäng, och den kontinuerliga strömmande effekten låter överflödig skada fortsätta in på andra skepp.

SHIPWPN_7_NAME         | Hårdstrålande Vapen
SHIPWPN_7_BRIEF        | Halverar Sköldstyrka
SHIPWPN_7_DETAIL       | Ett energi-till-materia-strålvapen som halverar effektiviteten på fiendens sköldar, och orsakar 8-12 skadepoäng.

SHIPWPN_8_NAME         | Fusions-Stråle
SHIPWPN_8_ITEM2        | Förstärkt Fusions-Stråle
SHIPWPN_8_DETAIL       | Höginensitets-strålvapen kapabelt att orsaka 4-16 skadepoäng. Förstärkta fusions-strålar avfyrar för 4-30 skada och har en räckvidd på 2.

SHIPWPN_9_NAME         | Megaljungeld
SHIPWPN_9_BRIEF        | +3 precisionsnivå
SHIPWPN_9_DETAIL       | Urladdar flera stråk av ren energi i ett vidspritt område. Har en +30% bonus till precision och avfyrar för 2-20 skadepoäng.

SHIPWPN_10_NAME        | Fasrar
SHIPWPN_10_ITEM2       | Förstärkta Fasrar
SHIPWPN_10_DETAIL      | Fas-energi-strålvapen kapabelt till att orsaka 5 till 20 skadepoäng. Förstärkta Fasrar avfyrar för 5-40 skadepoäng och har en räckvidd på 2.

SHIPWPN_11_NAME        | Auto-Sprängare
SHIPWPN_11_BRIEF       | Avfyrar 3 ggr/tur
SHIPWPN_11_DETAIL      | En avancerad neutronsprängare som avfyrar upp till tre gånger per tur för 4-16 skadepoäng per träff.

SHIPWPN_12_NAME        | Tachyon-Stråle
SHIPWPN_12_BRIEF       | Strömmande Attack
SHIPWPN_12_DETAIL      | Avfyrar en intensiv ström av tachyon-partiklar som orsakar 1-25 skada. Den kontinuerliga strömmande effekten låter överflödig skada fortsätta in på andra skepp.

SHIPWPN_13_NAME        | Gauss Autokanon
SHIPWPN_13_BRIEF       | 1/2 Sköldar, Avfyrar 4x
SHIPWPN_13_DETAIL      | Ett avancerat rälsvapen kapabelt att avfyra 4 explosiva salvor per tur som orsakar 7 to 10 skadepoäng var. Dessa projektiler halverar också effektiviteten på fiendens sköldar.

SHIPWPN_14_NAME        | Partikelstråle
SHIPWPN_14_BRIEF       | Halverar Sköldstyrka
SHIPWPN_14_DETAIL      | Högintensitets-partikelacceleratorer kapabla till att orsaka 10-20 skadepoäng och halvera effektiviteten av sköldar.

SHIPWPN_15_NAME        | Plasmakanon
SHIPWPN_15_DETAIL      | Avfyrar intensiva klusterstrålar med plasma som orsakar 6-30 skadepoäng, med en räckvidd av 1.

SHIPWPN_16_NAME        | Dödsstråle
SHIPWPN_16_DETAIL      | Ett uråldrigt vapen med ofantlig potential till förstörelse som orsakar 200-1000 skadepoäng, med en räckvidd av 1.

SHIPWPN_17_NAME        | Rubbningsstråle
SHIPWPN_17_DETAIL      | Avlossar enorma omfattningar av strålar av ren energi som kan träffa fientliga mål upp till två steg bort för 10-40 skadepoäng.

SHIPWPN_18_NAME        | Pulserande Fasrar
SHIPWPN_18_BRIEF       | Avfyrar 3 ggr/tur
SHIPWPN_18_DETAIL      | Avancerade fasrar kapabel till att avfyra 3 salvor per tur för 5-20 skadepoäng med varje träff.

SHIPWPN_19_NAME        | Trippel-Fokus Plasmakanon
SHIPWPN_19_DETAIL      | Avfyrar en triad av hög-intensitets-plasmastrålar som orsakar 20 to 50 skadepoäng.

SHIPWPN_20_NAME        | Stellär Konverterare
SHIPWPN_20_BRIEF       | Träffar Alla Sköldar
SHIPWPN_20_DETAIL      | Omsluter fienden med ett extremt kraftfullt energi-materia-konverteringsfält, vilket orsakar fyra attacker för 10-35 skadepoäng, med en räckvidd av 3 steg.

SHIPWPN_21_NAME        | Mörbultar-Anordning
SHIPWPN_21_DETAIL      | Avlossar enorma mängder fokuserad energi mot fiendemål, orsakandes 20-100 skadepoäng.

SHIPWPN_22_NAME        | Amöba-strömstråle
SHIPWPN_22_DETAIL      | En strömmande attack som orsakar 250-1000 skadepoäng på en räckvidd av 3 steg. Dess kontinuerliga, strömmande effekt överför överflödig skada från ett skepp till nästa.

SHIPWPN_23_NAME        | Förintar-strålen
SHIPWPN_23_DETAIL      | En strålattack som omsluter målets sköldar, orsakandes 4 attacker för 100-300 skadepoäng per styck. Räckvidden är 3 steg.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Jordmånsberikning
SOILENRICH_0_DETAIL   | Förvandlar standardplaneter till bördigt klimat, vilket ökar befolkningstillväxten med 50% och ökar planetens naturliga storlek med +25%, ett engångsprojekt för en kostnad av 150 BC.

SOILENRICH_1_NAME     | Advancerad Jordmånsberikning
SOILENRICH_1_DETAIL   | Förvandlar standard- och bördiga planeter till gaia-klimat, vilket fördubblar befolkningstillväxten och ökar planetens naturliga storlek med +50%, ett engångsprojekt för en kostnad av 300 BC.


//
